rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,pronoun_attachment_relation,pronoun_attachment_form,pronoun_attachment_type,pronoun_attachment_pronouns,pronoun_attachment_count,pronoun_attachment_confidence,pronoun_attachment_reason,pronoun_attachment_semantic_class
20401,destruirlos,destruir,to destroy,to destroy them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
20419,soltarlo,soltar,to release,to release it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
20431,tratarla,tratar,to treat,to treat it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
20438,entrevistarse,entrevistar,to interview,to interview,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
20442,robarlo,robar,to rob,to rob it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
20451,echarla,echar,to throw,to throw it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
20529,pelearse,pelear,to fight,to fight,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
20530,preguntarlo,preguntar,to ask,to ask it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
20548,siéndolo,ser,being,being it (masculine),yes,translation_changed,attached_pronoun_form,gerund,direct_object,lo,1,high,safe_direct_match,transparent_object
20561,recuperarte,recuperar,to recover,to recover you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
20573,olvidarla,olvidar,to forget,to forget it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
20579,arreglarte,arreglar,to fix,to fix you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
20588,quitarles,quitar,to remove,to remove from them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
20595,invitarlo,invitar,to invite,to invite it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
20606,cortarse,cortar,to cut,to cut,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
20608,encerrarme,encerrar,to lock up,to lock up me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
20622,notarlo,notar,to note,to note it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
20625,quemarse,quemar,to burn,to burn,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
20653,involucrarte,involucrar,to involve,to involve you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
20665,mátalos,matar,you kill,kill them (masculine),yes,translation_changed,attached_pronoun_form,imperative,direct_object,los,1,high,safe_direct_match,transparent_object
20670,salirme,salir,to go out,to go out me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
20691,ajustarse,ajustar,to adjust,to adjust,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
20694,castigarme,castigar,to punish,to punish me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
20708,cambiarle,cambiar,to change,to change to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
20712,engañarnos,engañar,to trick,to trick us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
20764,responderle,responder,to answer,to answer to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
20773,haznos,hacer,I do,do us,yes,translation_changed,attached_pronoun_form,imperative,direct_object,nos,1,high,safe_direct_match,transparent_object
20823,rendirnos,rendir,to conquer,to conquer us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
20852,abandonarme,abandonar,to abandon,to abandon me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
20861,subirte,subir,to raise,to raise you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
20867,burlarte,burlar,to outwit,to outwit you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
20873,liberarlo,liberar,to liberate,to liberate it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
20880,suicidarte,suicidar,to commit suicide,to commit suicide you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
20888,interpretarse,interpretar,to interpret,to interpret,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
20914,besarse,besar,to kiss,to kiss,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
20935,guárdate,guardar,you save,save you,yes,translation_changed,attached_pronoun_form,imperative,direct_object,te,1,high,safe_direct_match,transparent_object
20968,juntarse,juntar,to combine,to combine,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
20969,lastimarme,lastimar,to injure,to injure me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
20974,sostenerlo,sostener,to hold,to hold it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
20997,ganarlo,ganar,to gain,to gain it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21025,separarme,separar,to separate,to separate me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
21038,informarles,informar,to inform,to inform to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
21046,demostrarte,demostrar,to show,to show you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
21057,ponerles,poner,to put,to put to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
21062,aproximarse,aproximar,to approach,to approach,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21099,limpiarte,limpiar,to clean,to clean you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
21123,ofenderte,ofender,to offend,to offend you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
21164,tirarla,tirar,to throw,to throw it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
21182,romperte,romper,to break,to break you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
21195,odiarte,odiar,to hate,to hate you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
21220,enviarlos,enviar,to send,to send them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
21253,asustarla,asustar,to scare,to scare it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
21279,humillarme,humillar,to humiliate,to humiliate me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
21284,reducirse,reducir,to reduce,to reduce,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21297,recuperarme,recuperar,to recover,to recover me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
21322,ayudarse,ayudar,to help,to help,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21325,estrellarse,estrellar,to smash,to smash,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21339,encargarnos,encargar,to entrust,to entrust us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
21356,relajarnos,relajar,to relax,to relax us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
21359,bajarlo,bajar,to go down,to go down it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21366,introducirse,introducir,to insert,to insert,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21377,compartirla,compartir,to share,to share it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
21384,librarnos,librar,to save,to save us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
21400,organizarse,organizar,to organize,to organize,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21402,resistirme,resistir,to tolerate,to tolerate me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
21403,retenerlo,retener,to retain,to retain it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21443,devolverla,devolver,to return,to return it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
21448,juzgarme,juzgar,to judge,to judge me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
21459,mirarlos,mirar,to look at,to look at them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
21506,escucharle,escuchar,to listen to,to listen to to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
21517,despertarla,despertar,to wake,to wake it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
21569,curarme,curar,to cure,to cure me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
21584,constituirse,constituir,to constitute,to constitute,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21601,vigilarlo,vigilar,to watch over,to watch over it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21610,oírnos,oír,to hear,to hear us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
21616,definirse,definir,to define,to define,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21644,cerrarlo,cerrar,to close,to close it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21657,quemarlo,quemar,to burn,to burn it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21675,limitarse,limitar,to limit,to limit,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21700,subirlo,subir,to raise,to raise it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21708,conservarlo,conservar,to conserve,to conserve it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21709,creerse,creer,to believe,to believe,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21724,yéndose,ir,going,going away,yes,translation_changed,attached_pronoun_form,gerund,pronominal,se,1,high,manual_pronominal_match,pronominal_lexical
21726,afirmarse,afirmar,to state,to state,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21728,cerrarla,cerrar,to close,to close it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
21730,dispararles,disparar,to shoot,to shoot to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
21736,protegerle,proteger,to protect,to protect to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
21786,elevarse,elevar,to elevate,to elevate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21800,comportarme,comportar,to involve,to involve me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
21802,cubrirme,cubrir,to cover,to cover me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
21805,encenderlo,encender,to light,to light it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21826,necesitarlo,necesitar,to need,to need it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21829,saludarlo,saludar,to greet,to greet it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21841,fugarse,fugar,to escape,to escape,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21850,vencerlo,vencer,to defeat,to defeat it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21865,graduarse,graduar,to graduate,to graduate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21885,presentarnos,presentar,to present,to present us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
21899,haberos,haber,to have,to have you all,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,os,1,high,safe_direct_match,transparent_object
21905,publicarlo,publicar,to publish,to publish it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21931,acusarlo,acusar,to accuse,to accuse it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21935,encerrarlo,encerrar,to lock up,to lock up it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21938,pensarse,pensar,to think,to think,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
21940,verificarlo,verificar,to verify,to verify it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21964,abandonarla,abandonar,to abandon,to abandon it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
21974,seguirlos,seguir,to follow,to follow them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
21976,afrontarlo,afrontar,to face,to face it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
21978,efectuarse,efectuar,to carry out,to carry out,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
22077,terminarla,terminar,to finish,to finish it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
22081,denunciarlo,denunciar,to denounce,to denounce it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22107,quitarlo,quitar,to remove,to remove it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22114,callarme,callar,to calm,to calm me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22125,ocultarme,ocultar,to hide,to hide me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22150,hallarlo,hallar,to find something,to find something it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22160,abrirte,abrir,to open,to open you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
22163,defenderlo,defender,to defend,to defend it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22165,destruirnos,destruir,to destroy,to destroy us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22170,gastarlo,gastar,to spend,to spend it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22173,invitarnos,invitar,to invite,to invite us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22213,poniéndome,poner,putting,putting on,yes,translation_changed,attached_pronoun_form,gerund,reflexive,me,1,high,manual_reflexive_match,reflexive_lexical
22215,caerme,caer,to fall,to fall me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22223,llevarles,llevar,to take,to take to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
22228,tomarlas,tomar,to take,to take them (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,las,1,high,safe_direct_match,transparent_object
22234,atraparte,atrapar,to capture,to capture you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
22239,entenderte,entender,to understand,to understand you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
22242,llámale,llamar,you summon,summon to him or her,yes,translation_changed,attached_pronoun_form,imperative,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
22261,colarse,colar,to sift,to sift,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
22287,controlarla,controlar,to control,to control it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
22288,deberse,deber,to owe,to owe,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
22336,obligarte,obligar,to force,to force you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
22344,conseguirnos,conseguir,to achieve,to achieve us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22365,servirse,servir,to serve,to serve,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
22367,sácale,sacar,you put out,put out from him or her,yes,translation_changed,attached_pronoun_form,imperative,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
22373,comprarlos,comprar,to buy,to buy them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
22379,entendernos,entender,to understand,to understand us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22383,traerles,traer,to bring,to bring to them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
22394,juntarnos,juntar,to combine,to combine us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22401,acostarnos,acostar,to lay,to lay us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22406,estropearlo,estropear,to ruin,to ruin it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22429,asustarse,asustar,to scare,to scare,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
22445,separarlos,separar,to separate,to separate them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
22452,arrastrarme,arrastrar,to drag,to drag me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22474,invitarle,invitar,to invite,to invite to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
22484,sácalos,sacar,you put out,put out them (masculine),yes,translation_changed,attached_pronoun_form,imperative,direct_object,los,1,high,safe_direct_match,transparent_object
22486,venderlas,vender,to sell,to sell them (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,las,1,high,safe_direct_match,transparent_object
22500,moverla,mover,to move,to move it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
22519,soltarme,soltar,to release,to release me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22524,calmarnos,calmar,to calm,to calm us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22530,despedirlo,despedir,to dismiss,to dismiss it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22551,romperme,romper,to break,to break me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22561,interesarle,interesar,to interest,to interest to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
22621,castigarte,castigar,to punish,to punish you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
22640,cargarlo,cargar,to load ),to load ) it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22658,graduarme,graduar,to graduate,to graduate me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22687,rescatarme,rescatar,to rescue,to rescue me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22696,distraerme,distraer,to entertain,to entertain me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22712,afeitarme,afeitar,to shave,to shave me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22717,enamorarte,enamorar,to enamor,to enamor you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
22720,expresarlo,expresar,to express,to express it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22724,pasarnos,pasar,to pass,to pass us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22762,recogerlos,recoger,to collect,to collect them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
22768,asociarse,asociar,to associate,to associate,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
22769,atacarnos,atacar,to attack,to attack us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22770,besarnos,besar,to kiss,to kiss us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22772,consultarlo,consultar,to consult,to consult it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22780,seguirnos,seguir,to follow,to follow us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
22800,viéndola,ver,seeing,seeing it (feminine),yes,translation_changed,attached_pronoun_form,gerund,direct_object,la,1,high,safe_direct_match,transparent_object
22809,inscribirse,inscribir,to inscribe,to inscribe,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
22828,leerlos,leer,to read,to read them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
22835,apostarlo,apostar,to bet,to bet it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22842,diciéndoles,decir,saying,saying to them,yes,translation_changed,attached_pronoun_form,gerund,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
22844,insultarme,insultar,to insult,to insult me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
22845,lastimarla,lastimar,to injure,to injure it (feminine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,la,1,high,safe_direct_match,transparent_object
22847,regalarle,regalar,to regale,to regale to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
22863,morirte,morir,to die,to die you,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,te,1,high,safe_direct_match,transparent_object
22865,probarse,probar,to prove,to prove,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
22884,tragarse,tragar,to swallow,to swallow,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
22910,colocarlo,colocar,to place,to place it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
22924,sacarles,sacar,to put out,to put out from them,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,les,1,high,safe_indirect_match,transparent_indirect
22929,compararse,comparar,to compare,to compare,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
22935,llámalos,llamar,you summon,summon them (masculine),yes,translation_changed,attached_pronoun_form,imperative,direct_object,los,1,high,safe_direct_match,transparent_object
22969,tocarle,tocar,to touch,to touch to him or her,yes,translation_changed,attached_pronoun_form,infinitive,indirect_object,le,1,high,safe_indirect_match,transparent_indirect
22976,límpiate,limpiar,you clean,clean you,yes,translation_changed,attached_pronoun_form,imperative,direct_object,te,1,high,safe_direct_match,transparent_object
22996,reemplazarlo,reemplazar,to replace,to replace it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
23001,conseguirlos,conseguir,to achieve,to achieve them (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,los,1,high,safe_direct_match,transparent_object
23010,retirarnos,retirar,to remove,to remove us,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,nos,1,high,safe_direct_match,transparent_object
23015,ámame,amar,I love,love me,yes,translation_changed,attached_pronoun_form,imperative,direct_object,me,1,high,safe_direct_match,transparent_object
23018,asustarlo,asustar,to scare,to scare it (masculine),yes,translation_changed,attached_pronoun_form,infinitive,direct_object,lo,1,high,safe_direct_match,transparent_object
23074,destruirme,destruir,to destroy,to destroy me,yes,translation_changed,attached_pronoun_form,infinitive,direct_object,me,1,high,safe_direct_match,transparent_object
23085,afeitarse,afeitar,to shave,to shave,no,attached_pronoun_candidate_only,attached_pronoun_form,infinitive,unknown,se,1,medium,candidate_only,unknown
