rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,participle_relation,participle_form,participle_family,participle_gender,participle_number,participle_confidence,participle_reason
16866,fallecidos,fallecido,deceased; departed (masculine plural),deceased; departed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
16886,retorcida,retorcido,twisted (feminine singular),twisted (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
16891,despedidas,despedido,dismissed; laid off (feminine plural),dismissed; laid off (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
16985,construidas,construido,constructed (feminine plural),constructed (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
17009,adquirida,adquirida,acquiree,acquiree (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
17054,excluido,excluir,excluded,excluded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
17094,resentido,resentido,bitter; resentful,bitter; resentful (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
17214,prendido,prendido,turned on; switched on,turned on; switched on (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
17230,decididos,decidido,decided (masculine plural),decided (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
17243,fallido,fallido,failed; unsuccessful,failed; unsuccessful (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
17245,nidos,nido,nest (masculine plural),nest (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
17295,sumergido,sumergido,submerged; underwater,submerged; underwater (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
17380,convertidos,convertido,converted (masculine plural),converted (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
17500,avenidas,avenido,getting on in a certain manner (feminine plural),getting on in a certain manner (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
17522,tendida,tendido,hanging (feminine singular),hanging (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
17537,definidas,definido,definite (feminine plural),definite (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
17555,molido,molido,ground,ground (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
17557,requerida,requerido,needed; required (feminine singular),needed; required (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
17600,atrevida,atrevido,bold; daring (feminine singular),bold; daring (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
17635,exigido,exigir,demanded,demanded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
17697,sometidas,sometido,submissive (feminine plural),submissive (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
17756,remitido,remitir,remited,remited (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
17773,subidas,subido,striking (feminine plural),striking (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
17888,despidos,despido,layoff; dismissal (masculine plural),layoff; dismissal (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
17947,percibido,percibir,perceived,perceived (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
17998,batida,batida,beating,beating (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
18038,indefinido,indefinido,indefinite,indefinite (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
18125,ejercido,ejercer,exercised,exercised (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
18225,poseída,poseído,possessed (feminine singular),possessed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ída,accented_ida,feminine,singular,high,regular_ido_participle_match
18246,vivida,vivido,living; existing (feminine singular),living; existing (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
18276,descendido,descender,descended,descended (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
18372,acogido,acogido,houseguest,houseguest (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
18396,cálidos,cálido,warm (masculine plural),warm (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
18400,sumido,sumir,submerged,submerged (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
18426,tímidos,tímido,shy; coy; timid; bashful (masculine plural),shy; coy; timid; bashful (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
18445,lúcido,lúcido,lucid,lucid (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
18600,confundidos,confundido,addled; confused (masculine plural),addled; confused (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
18629,cocidos,cocido,cooked; boiled (masculine plural),cooked; boiled (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
18704,medido,medir,measured,measured (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
18706,pulido,pulido,well-polished,well-polished (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
18715,jodidas,jodido,darned; crappy; fucking (feminine plural),darned; crappy; fucking (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
18721,absorbido,absorber,absorbed,absorbed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
18731,ladridos,ladrido,yap; yip; bark; yelp (masculine plural),yap; yip; bark; yelp (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
18812,recaída,recaída,relapse,relapse (past participle feminine singular),yes,translation_changed,past_participle_detected,ída,accented_ida,feminine,singular,high,regular_ido_participle_match
18874,preferidos,preferido,preferred; of choice (masculine plural),preferred; of choice (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
18902,válidas,válido,valid (feminine plural),valid (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
18907,teñido,teñir,colored,colored (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
18940,distinguidos,distinguido,refined; elegant; distinguished (masculine plural),refined; elegant; distinguished (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
18971,ofrecida,ofrecido,easy (feminine singular),easy (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
19052,híbridos,híbrido,hybrid (masculine plural),hybrid (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
19135,debidas,debido,owed (feminine plural),owed (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
19156,vestidas,vestido,dressed (feminine plural),dressed (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
19191,válidos,válido,valid (masculine plural),valid (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
19220,encendidos,encendido,on; activated (masculine plural),on; activated (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
19238,resistido,resistir,tolerated,tolerated (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19264,ultrasonido,ultrasonido,ultrasound,ultrasound (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19296,repartido,repartir,shared,shared (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19329,consentido,consentido,spoiled; pampered; indulged,spoiled; pampered; indulged (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19334,entrometido,entrometido,nosy; intrusive; meddlesome,nosy; intrusive; meddlesome (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19355,distinguida,distinguido,refined; elegant; distinguished (feminine singular),refined; elegant; distinguished (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
19366,sórdido,sórdido,seamy; dirty; sordid; sleazy,seamy; dirty; sordid; sleazy (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19372,distribuido,distribuir,distributed,distributed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19389,presumido,presumido,arrogant; conceited,arrogant; conceited (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19403,recorridos,recorrido,route (masculine plural),route (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
19449,atribuido,atribuir,assigned,assigned (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19581,reducidas,reducido,reduced (feminine plural),reduced (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
19638,cogida,cogida,harvest,harvest (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
19676,repetida,repetido,repeated (feminine singular),repeated (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
19682,corregidos,corregido,corrected (masculine plural),corrected (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
19739,favorecido,favorecido,favored; favorite; frontrunner,favored; favorite; frontrunner (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19756,gemido,gemido,moan; groan,moan; groan (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19808,cocidas,cocido,cooked; boiled (feminine plural),cooked; boiled (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
19811,correspondido,corresponder,corresponded to,corresponded to (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19831,contrapartida,contrapartida,counterpart,counterpart (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
19924,rugido,rugido,roar,roar (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
19933,fallecida,fallecido,deceased; departed (feminine singular),deceased; departed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
20149,torcida,torcida,wick,wick (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
20231,cocida,cocido,cooked; boiled (feminine singular),cooked; boiled (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
20327,vertido,vertido,tipping,tipping (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
20339,fingido,fingido,false; phony; pretend; deceptive,false; phony; pretend; deceptive (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
20447,batidos,batido,shot; chatoyant; variegated (masculine plural),shot; chatoyant; variegated (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
20486,sarpullido,sarpullido,rash; dermatitis,rash; dermatitis (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
20499,inducido,inducido,armature,armature (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
20554,emprendido,emprender,undertaked,undertaked (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
20668,reunida,reunido,gathered (feminine singular),gathered (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
20692,asistida,asistido,mechanically assisted (feminine singular),mechanically assisted (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
20701,molida,molido,ground (feminine singular),ground (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
20756,entendidos,entendido,expert (masculine plural),expert (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
20832,indefinida,indefinido,indefinite (feminine singular),indefinite (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
20836,podridos,podrido,rotten; addled; spoiled (masculine plural),rotten; addled; spoiled (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
20950,estampida,estampida,flight; stampede,flight; stampede (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
20979,destituido,destituido,fired,fired (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21003,suspendidos,suspendido,suspended (masculine plural),suspended (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
21047,derretido,derretido,melted,melted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21143,erguido,erguido,upright,upright (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21147,ofendida,ofendido,offended (feminine singular),offended (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
21153,traídos,traído,used; worn (masculine plural),used; worn (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,ídos,accented_idos,masculine,plural,high,regular_ido_participle_match
21257,comprimido,comprimido,a small pill,a small pill (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21278,hervido,hervido,boiling,boiling (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21296,prendida,prendido,turned on; switched on (feminine singular),turned on; switched on (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
21315,cálidas,cálido,warm (feminine plural),warm (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
21340,enriquecido,enriquecer,enriched,enriched (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21351,dolorido,dolorido,sore; hurting; painful,sore; hurting; painful (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21354,padecido,padecer,suffered,suffered (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21418,ácida,ácido,tart; sharp (feminine singular),tart; sharp (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
21429,sacudido,sacudido,determined,determined (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21471,aludido,aludido,alluded to,alluded to (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21512,sufrida,sufrido,painstaking (feminine singular),painstaking (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
21519,detenidas,detenido,arrested (feminine plural),arrested (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
21534,reprimido,reprimido,repressed,repressed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21682,prometidos,prometido,engaged (masculine plural),engaged (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
21693,controvertido,controvertido,controversial,controversial (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21795,agredido,agredido,attackee; victim of an attack,attackee; victim of an attack (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21811,silbidos,silbido,whistle; whistling (masculine plural),whistle; whistling (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
21828,pertenecido,pertenecer,belonged,belonged (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21839,convenido,convenir,agreed,agreed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
21846,repetidos,repetido,repeated (masculine plural),repeated (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
21903,pesticidas,pesticida,pesticidal (plural),pesticidal (plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
21948,escogidos,escogido,chosen (masculine plural),chosen (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
22037,lúcida,lúcido,lucid (feminine singular),lucid (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
22038,monóxido,monóxido,monoxide,monoxide (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22083,desvanecido,desvanecer,vanished,vanished (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22177,recurrido,recurrir,resorted to,resorted to (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22238,crecida,crecida,flood; flooding,flood; flooding (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
22337,requeridos,requerido,needed; required (masculine plural),needed; required (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
22368,traída,traída,bringing,bringing (past participle feminine singular),yes,translation_changed,past_participle_detected,ída,accented_ida,feminine,singular,high,regular_ido_participle_match
22444,retenida,retenida,restrainer,restrainer (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
22458,elegidas,elegida,chosenness; selectness (plural),chosenness; selectness (plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
22504,afligido,afligido,sorrowful; grief-stricken,sorrowful; grief-stricken (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22538,sumergida,sumergido,submerged; underwater (feminine singular),submerged; underwater (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
22566,desagradecido,desagradecido,thankless,thankless (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22610,forajidos,forajido,outlawed (masculine plural),outlawed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
22646,indebida,indebido,undue; unowed (feminine singular),undue; unowed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
22647,malentendidos,malentendido,misunderstanding (masculine plural),misunderstanding (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
22680,corrompido,corrompido,corrupt; corrupted,corrupt; corrupted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22688,rígidos,rígido,rigid; stiff (masculine plural),rigid; stiff (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
22698,entretenida,entretenido,amusing; entertaining (feminine singular),amusing; entertaining (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
22699,extinguido,extinguir,extinguished,extinguished (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22706,olido,oler,smelled,smelled (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22731,reconocidas,reconocido,recognized; acknowledged (feminine plural),recognized; acknowledged (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
22826,encogido,encogido,in the dumps,in the dumps (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22874,compartidos,compartido,shared (masculine plural),shared (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
22882,reunidas,reunido,gathered (feminine plural),gathered (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
22899,malherido,malherir,injured fatally,injured fatally (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22912,embutidos,embutido,sausage (masculine plural),sausage (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
22921,oprimidos,oprimido,oppressed (masculine plural),oppressed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
22922,removido,remover,stired,stired (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
22964,precedido,preceder,preceded,preceded (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
23002,crujido,crujido,crunch,crunch (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
23061,inadvertido,inadvertido,unnoticed,unnoticed (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
23072,consumida,consumido,consumed (feminine singular),consumed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
23079,perseguida,perseguido,obsessed (feminine singular),obsessed (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
23092,idas,ido,nuts; cuckoo; bonkers (feminine plural),nuts; cuckoo; bonkers (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
23163,coincidido,coincidir,coincided,coincided (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
23168,libido,libido,sex drive,sex drive (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
23196,comprometidas,comprometido,committed (feminine plural),committed (feminine plural; past participle feminine plural),yes,translation_changed,past_participle_detected,idas,standard_idas,feminine,plural,high,regular_ido_participle_match
23263,carótida,carótida,carotid artery,carotid artery (past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
23269,lípidos,lípido,lipid (masculine plural),lipid (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
23297,arrepentida,arrepentido,sorry; contrite; repentant; regretful (feminine singular),sorry; contrite; repentant; regretful (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
23324,debidos,debido,owed (masculine plural),owed (masculine plural; past participle masculine plural),yes,translation_changed,past_participle_detected,idos,standard_idos,masculine,plural,high,regular_ido_participle_match
23326,enfurecido,enfurecer,infuriated,infuriated (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
23451,defendida,defendido,defendant (feminine singular),defendant (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
23467,dolida,dolido,hurt (feminine singular),hurt (feminine singular; past participle feminine singular),yes,translation_changed,past_participle_detected,ida,standard_ida,feminine,singular,high,regular_ido_participle_match
23583,surtido,surtido,assorted,assorted (past participle masculine singular),yes,translation_changed,past_participle_detected,ido,standard_ido,masculine,singular,high,regular_ido_participle_match
