lemma,sentence,english_sentence
tremendo,Este chico ha hecho algo tremendo por nosotros.,This boy has done something tremendous for us.
capilla,Todos estaban en la capilla de la virgen.,They were all in the virgin's chapel.
tocaba,Recuerdas a yuba el que tocaba la tuba.,You remember yuba playing tuba.
federico,Poeta en nueva york de federico garcía lorca.,Poet in new york of the federical garcía lorca.
matarán,La matarán a ud y a sus hijos.,They'll kill you and your children.
proyección,Gracias por participar en la proyección de prueba.,Thank you for participating in the test screening.
aborto,No se le hace frente a un aborto.,You don't face an abortion.
estrictamente,Voy a hacer todo estrictamente según el libro.,I'm going to do everything strictly according to the book.
nombrado,El sheriff de san francisco ha sido nombrado.,The sheriff of Saint Francis has been appointed.
ejemplar,Medalla por el servicio ejemplar en las far.,Medal for exemplary service in the Fars.
adquirir,La parte de la segunda parte acuerda adquirir.,Part two agrees to acquire.
portada,No es que sea una noticia de portada.,It's not like it's a cover story.
diamante,Cómo es posible que sepa sobre el diamante.,How could you possibly know about the diamond?
vocación,Creo que acabo de descubrir tu auténtica vocación.,I think I just discovered your true calling.
jabón,No hay jabón en el baño de hombres.,There's no soap in the men's room.
quedarás,No te quedarás callado en toda la noche.,You won't be quiet all night.
tenerla,Tiene que tenerla al alcance de la mano.,She's got to have it at hand.
mañanas,Los lunes por las mañanas voy al gimnasio.,On Monday mornings I go to the gym.
marqués,La verdad es que estoy buscando al marqués.,"The truth is, I'm looking for the Marquis."
adopción,Voy a dar en adopción a mi hijo.,I'm giving my son up for adoption.
agarrar,Voy a agarrar cada una de las cuentas.,I'm gonna grab every single one of the accounts.
firmas,Estado de las firmas y de las ratificaciones.,Status of signatures and ratifications.
puño,El cielo es tan grande como un puño.,The sky is as big as a fist.
mentales,Bueno claramente las tareas mentales no son suficiente.,Well clearly the mental tasks aren't enough.
culturas,El campo de benesat un pueblo dos culturas.,The field of benesat a people two cultures.
duermo,Pensarlo mientras duermo nena déjame pensarlo mientras duermo.,"Think about it while I sleep, baby. Let me think about it while I sleep."
cuadra,Algo no cuadra es que no lo ven.,Something's not right. They don't see it.
buscarme,No puedes buscarme a un agente del fbi.,You can't find me an FBI agent.
quisiste,Ni quisiste escribir la cosa de todos modos.,You didn't even want to write the thing down anyway.
bañera,Voy a casa a meterme en la bañera.,I'm going home to get in the tub.
armonía,Tú y yo juntos en una doble armonía.,You and me together in a double harmony.
eliminación,La eliminación de todas las formas de discriminación.,The elimination of all forms of discrimination.
acostado,Me alegro de no haberme acostado con él.,I'm glad I didn't sleep with him.
lance,Yo no he dicho eso lance lo dijo.,"I didn't say that, Lance said it."
oler,Puedo oler el miedo de una mujer inglesa.,I can smell the fear of an English woman.
plumas,No me iba a quedar a contar plumas.,I wasn't gonna stay and count feathers.
cubo,Cómo es eso que no está el cubo.,How come there's no bucket.
rodea,Un anillo de satélites que rodea la tierra.,A satellite ring that surrounds the earth.
destacar,Es un papel pequeño pero lo hizo destacar.,"It's a small part, but he made it stand out."
enamorados,No no recuerdo que dijo que estaban enamorados.,I don't remember you saying you were in love.
frágil,Eras demasiado bonita y frágil para este lugar.,You were too pretty and fragile for this place.
casé,Creo que por eso me casé con él.,I think that's why I married him.
malentendido,Creo que todo esto es un simple malentendido.,I think this is all a simple misunderstanding.
patrones,Qué pasa con los patrones en sus heridas.,What about the patterns in his wounds.
significar,Regresar no tiene que significar ir hacia atrás.,Going back doesn't have to mean going back.
aterrizaje,Tengo que ir a la pista de aterrizaje.,I have to go to the airstrip.
necesitará,Ella es popular y ud necesitará ser popular.,She's popular and you'll need to be popular.
pariente,Tenemos que llamar a su pariente más cercano.,We need to call your next of kin.
claros,Quiero que los hechos sean coherentes y claros.,I want the facts to be consistent and clear.
llegues,No lo abras hasta que llegues a casa.,Don't open it until you get home.
chofer,Va a ser el primer chofer de color.,He's gonna be the first color driver.
rostros,Está muy bien trabajar sólo con los rostros.,It's great to work only with faces.
palos,Hay mucho espacio sin los palos de golf.,There's plenty of room without the golf clubs.
escucharlo,Tenías que ir a un club a escucharlo.,You had to go to a club to listen to him.
unir,Segura que no te quieres unir a mí.,I'm sure you don't want to join me.
físicos,Están tratando de combinar ataques cibernéticos y físicos.,They're trying to combine cyber and physical attacks.
misiones,Es tu ayudante de campo para misiones especiales.,He's your field assistant for special missions.
rastros,No hay rastros de piel bajo las uñas.,There's no trace of skin under the fingernails.
anunciar,Para anunciar al mundo no es mi padre.,To announce the world is not my father.
maldad,El problema de la maldad en el mundo.,The problem of evil in the world.
queriendo,Tienes idea de a quién estás queriendo joder.,You have any idea who you're trying to fuck with.
vestir,A él le gusta vestir bien cuando salimos.,He likes to dress well when we go out.
obstáculo,Estamos cabeza a cabeza en el segundo obstáculo.,We're head-to-head on the second obstacle.
terraza,No se iba a subir a la terraza.,He wasn't going up on the terrace.
callar,Los haré callar de una vez por todas.,I'll shut you up once and for all.
sucios,Me encantan todos los trucos sucios que hacemos.,I love all the dirty tricks we do.
tinta,Es una especie de tinta china ya sabe.,It's some kind of Chinese ink you know.
iniciado,He iniciado una investigación con todas las agencias.,I've started an investigation with all the agencies.
generar,Con el fin de generar inmunidad y resistencia.,In order to generate immunity and resistance.
espías,Hemos hallado espías tras búsquedas de ó años.,We've found spies after searching for years.
práctico,Lugar de celebración y cuestiones de orden práctico.,Venue and practical issues.
buscó,Milady buscó con los ojos a su alrededor.,Milady looked around with her eyes.
alza,Así que la economía definitivamente estaba al alza.,So the economy was definitely up.
pegar,A lo mejor me podrías pegar de nuevo.,Maybe you could hit me again.
firmes,Dijiste que no tenías planes firmes con ella.,You said you didn't have firm plans with her.
lazos,Ya sabes para estrechar lazos o algo así.,"You know, bonding or something."
sonaba,Por un momento sonaba como si tú estuvieras.,For a moment it sounded like you were.
fino,Un poco de pelo fino en el pecho.,A little thin hair on the chest.
diseñado,Es un programa diseñado para producir una autodestrucción.,It's a program designed to produce self-destruction.
bajado,No no cariño no he bajado para ayudarte.,"No, no, honey, I didn't come down to help you."
bata,No quiero que la bata me vea así.,I don't want the robe to see me like this.
trágico,Me parece trágico tener que enseñar al comité.,I find it tragic to have to teach the committee.
entierro,Van a hacer los arreglos para el entierro.,They're going to make arrangements for the burial.
cumplió,El capitán no cumplió su parte del trato.,The captain didn't keep his end of the bargain.
dinos,Ahora tú dinos lo que no se ve.,Now you tell us what you don't see.
atlántico,Se encuentra en el atlántico norte cabo verde.,It is located in the north Atlantic green cape.
urbana,No has oído de la revolución agrícola urbana.,You haven't heard of the urban agricultural revolution.
sacarle,Tres meses y no pude sacarle una palabra.,Three months and I couldn't get a word out of him.
tuyas,No creo que quiera contestar más preguntas tuyas.,I don't think he wants to answer any more questions from you.
trastornos,Guía de trastornos de sueño entendiendo el sueño.,Guide to sleep disorders understanding sleep.
vergonzoso,No es muy fuerte es vergonzoso para usted.,It's not very strong. It's embarrassing for you.
infarto,A lo mejor le ha dado un infarto.,Maybe he's had a heart attack.
recto,Estás seguro de que ese cuadro está recto.,You're sure that picture is straight.
finca,Él no tuvo dinero para comprar la finca.,He didn't have money to buy the estate.
candidatura,Tu marido va a renunciar a la candidatura.,Your husband's gonna give up the candidacy.
exhibición,Las pongo en la exhibición en la mañana.,I put them on the show in the morning.
maricón,Es todo lo que tienes pedazo de maricón.,"That's all you got, you piece of faggot."
lecho,Se lo dijo en su lecho de muerte.,He told him on his deathbed.
ridícula,Un padre que te hace llevar ropa ridícula.,A father who makes you wear ridiculous clothes.
quedaban,El único problema era que no le quedaban.,The only problem was he didn't have any left.
robé,Le robé la mujer a un hombre considerado.,I stole the woman from a thoughtful man.
correspondencia,La comisión no había respondido a su correspondencia.,The commission had not responded to his correspondence.
traía,Los traía de vuelta muy tarde a propósito.,I was bringing them back very late on purpose.
afortunada,No puedo creer que hayas sido tan afortunada.,I can't believe you were so lucky.
símbolos,Le puso símbolos de dólares en sus ojos.,He put dollar symbols in his eyes.
supera,Lo que han robado supera los mil millones.,What they've stolen is over a billion.
velada,Supongo que es el fin de la velada.,I guess it's the end of the evening.
hacha,No has usado esa hacha en mucho tiempo.,You haven't worn that axe in a long time.
abandona,No abandona una prenda mientras le es útil.,Do not leave a garment while it is useful to you.
administrador,El administrador del hospital tiene toda la información.,The hospital administrator has all the information.
versos,Claro que es una canción con muchos versos.,Of course it's a song with a lot of verses.
ejecutiva,Por lo que estoy haciendo una decisión ejecutiva.,So I'm making an executive decision.
modificaciones,Modificaciones del anexo i de la decisión ce.,Amendments to Annex I to Decision C.
deriva,De manera diferente que totalmente a la deriva.,In a different way than totally drifting.
explorar,Tal vez eso es una dirección para explorar.,Maybe that's an address to explore.
inesperado,Oh ahora sé que hay un final inesperado.,Oh now I know there's an unexpected ending.
rodar,No estoy listo para rodar a un rincón.,I'm not ready to roll into a corner.
requisitos,Control del de los requisitos de los pagos.,Control of payment requirements.
compraré,Yo misma yo misma te compraré un billete.,I'll buy you a ticket myself.
dirigía,En la dirección en la que se dirigía.,In the direction he was headed.
olvidas,Con el tiempo te olvidas de ese chico.,In time you forget about that boy.
oportuno,Haz lo que creas oportuno con nuestra bendición.,Do what you think is right with our blessing.
visitante,Bueno si no es nuestro visitante de marte.,"Well, if he's not our Mars visitor."
corren,Se fue volando como los tiempos que corren.,He flew away like the times.
abejas,Las abejas están muriendo en todo el mundo.,Bees are dying all over the world.
diaria,Es un pecado hablar de una rutina diaria.,It's a sin to talk about a daily routine.
dejarnos,No vas a dejarnos en esta selva verdad.,"You're not gonna leave us in this jungle, are you?"
perímetro,Vamos a revisar el perímetro de la casa.,Let's check the perimeter of the house.
agustín,Qué tiene que ver aquí un don agustín.,What's an Augustinian gift got to do with it?
lunar,Usted va a ir a la base lunar.,You're going to go to the lunar base.
limitaciones,El cuerpo humano tiene limitaciones para el estrés.,The human body has limitations on stress.
rápidos,Puntos más rápidos por un springbok partidos internacionales.,Faster points for a springbok international matches.
manteca,De alguna manera se llenó todo de manteca.,Somehow it was all filled with butter.
marea,Tengo miedo y no podemos parar la marea.,I'm scared and we can't stop the tide.
estrecho,Creo que la ropa lo hacen más estrecho.,I think the clothes make it tighter.
molestando,Este lugar me esta molestando me hace daño.,This place is bothering me. It hurts me.
vuelos,Estoy a la puerta sobre en vuelos comerciales.,I'm at the door on commercial flights.
detenerme,Estoy seguro de que no tratará de detenerme.,I'm sure he won't try to stop me.
mirarme,A veces tú no no puedes mirarme fijamente.,Sometimes you can't stare at me.
traicionado,El rey está siendo traicionado por tu espía.,The king is being betrayed by your spy.
molestado,No puedo soportar ser molestado en el trabajo.,I can't stand being bothered at work.
prudente,Sería prudente tratar a la dama con respeto.,It would be wise to treat the lady with respect.
estallar,Creo que la cabeza me va a estallar.,I think my head's gonna blow.
sostén,Tú sabes tu sostén te veías muy guapa.,"You know, your bra looked really pretty."
senos,Te gustan las mujeres con los senos grandes.,You like women with big breasts.
carteles,Hay carteles a lo largo de la carretera.,There are signs along the road.
descuento,Qué tal un de descuento en la comida.,How about a discount on the food.
retrocede,La niña que no retrocede cuando nos ve.,The girl who doesn't back down when she sees us.
mediterráneo,El mediterráneo a la luz de la luna.,The Mediterranean in the light of the moon.
quite,Por favor no me quite a mis hijos.,Please don't take my children away from me.
pantalón,Te he dicho que te quites este pantalón.,I told you to take off these pants.
tradiciones,Cargan con el peso de las tradiciones tanto.,They carry the weight of traditions so much.
duermes,No me interesa la manera en que duermes.,I'm not interested in the way you sleep.
esperaban,Creo que hacía lo que esperaban que hiciera.,I think he was doing what they expected him to do.
autónoma,No podría ser un arma de invasión autónoma.,Couldn't be a weapon of autonomous invasion.
descarga,Fecha y lugar de descarga en el mar.,Date and place of unloading at sea.
costas,Se distribuye por las costas de las azores.,It is distributed over the coasts of the sours.
dominante,No es fácil convivir con un padre dominante.,It's not easy to live with a dominant parent.
rivera,Señor no es como si fuera chita rivera.,"Sir, it's not like I'm chita rivera."
doctrina,Qué haces entre pieles rojas de la doctrina.,What do you do among the red skins of doctrine.
cabrones,Uno de ustedes cabrones me robó mi dinero.,One of you bastards stole my money.
ramos,Ramos de seguro distinto del seguro de vida.,Insurance schemes other than life insurance.
esperábamos,Al menos eso es lo que nosotros esperábamos.,At least that's what we expected.
valientes,Algunas veces son más valientes que los hombres.,Sometimes they're braver than men.
táctica,Creo que es una muy buena táctica realmente.,I think it's a really good tactic.
oyeron,Oyeron hablar del robo después de la operación.,They heard about the robbery after the operation.
conquistar,Él nunca podría conquistar a una chica así.,He could never conquer a girl like that.
moscas,Se puede ver dónde han estado las moscas.,You can see where the flies have been.
valía,No había pensado que nuestra amistad valía tanto.,I hadn't thought our friendship was worth so much.
inmenso,Era inmenso conocido solo como el padre fundador.,He was immensely known only as the founding father.
marcador,El último marcador está en la parte superior.,The last marker is on top.
seguían,No teníamos ni idea de que nos seguían.,We had no idea they were following us.
esfera,Acontecimientos en la esfera de los derechos humanos.,Human rights developments.
eliminado,El fuego ha eliminado sus pecados lo vio.,The fire has eliminated his sins.
nocturna,No quiero llegar tarde a la escuela nocturna.,I don't want to be late for night school.
trimestre,Creo que acaba de terminar el primer trimestre.,I think you just finished the first trimester.
filmar,Así que no sabes que vas a filmar.,So you don't know you're going to film.
automático,Ahora sólo tenemos que ir al cajero automático.,Now we just have to go to the ATM.
dormí,Debe ser por la forma en que dormí.,It must be the way I slept.
traficante,Eres un traficante de drogas o algo así.,You're a drug dealer or something.
kilo,Los grupos compran cocaína por cerca del kilo.,The groups buy cocaine for about a kilo.
cortina,Es una cortina de baño en un pasillo.,It's a bath curtain in a hallway.
salinas,El infante de la noche serie lic salinas.,The Infante de la Noche series lic salinas.
canalla,Cómo iba a saber que era un canalla.,How could I know he was a scoundrel?
competencias,Competencias del órgano de representación de los trabajadores.,Competences of the workers' representative body.
judía,No paré de decirle que fuera más judía.,I kept telling her to be more Jewish.
eficiente,Sólo haciendo que tu gente sea más eficiente.,Just making your people more efficient.
contribuir,Naturalmente la unión europea puede contribuir a ello.,"Of course, European union can contribute to this."
barras,Para empezar nunca debería haber vestido esas barras.,I should never have worn those bars to begin with.
asegurarnos,Vamos a asegurarnos de que esté a salvo.,Let's make sure she's safe.
disponer,Ya he tomado medidas para disponer del cuerpo.,I've already taken steps to dispose of the body.
oyen,Por lo menos ya no se oyen disparos.,At least you can't hear any more shots.
cañones,Qué hay de los cañones antiaéreos que ordené.,What about the anti-aircraft guns I ordered.
ofreciendo,No tienes por qué sólo me estoy ofreciendo.,You don't have to just offer me.
bronce,Por qué está la campana de bronce sonando.,Why is the bronze bell ringing.
bastón,Puedo dejar de usar el bastón al menos.,I can stop using the cane at least.
estatales,Irlanda volumen total de ayudas estatales promedio anual.,Ireland total annual average state aid volume.
caramelos,Ya es tarde para ir a pedir caramelos.,It's too late to go get candy.
sip,Sip ella salió con el escuadrón del mono.,"Yep, she went out with the monkey squad."
fantasías,Le ha hablado alguna vez de sus fantasías.,He's told you about his fantasies.
violín,Es todo lo que hace tocar el violín.,It's all that makes the violin play.
provecho,Es hora de sacar provecho de un acuerdo.,It's time to take advantage of an agreement.
debías,Sé lo mucho que crees que le debías.,I know how much you think you owed him.
secundarios,Lo único que noto son los efectos secundarios.,The only thing I notice are the side effects.
concreta,No conozco los hechos de esta situación concreta.,I do not know the facts of this particular situation.
digna,Nunca se digna a venir a la feria.,He never deserves to come to the fair.
caía,Al abuelo yo no le caía muy bien.,Grandpa didn't like me very much.
espectro,Podemos dejar el espectro del espíritu de ella.,We can leave the spectre of her spirit.
instalado,Se han instalado en más de nueve estados.,They have been installed in more than nine states.
agarró,No es problema bueno me agarro me agarró.,It's not a good problem. He grabbed me.
usarla,Bien obviamente soy yo quien va a usarla.,"Well, obviously I'm the one who's gonna use it."
acompañar,Podría acompañar a estos hombres a la puerta.,I could escort these men to the door.
esconderse,No puedes encontrar un mejor lugar para esconderse.,You can't find a better place to hide.
escolares,Educación especial unidades con capacidad para puestos escolares.,Special education units with capacity for school posts.
atardecer,No puedo estar aquí contigo tras el atardecer.,I can't be here with you after sunset.
vegetal,La raza humana reducida a la vida vegetal.,The human race reduced to plant life.
específicos,Este tema de estudio tiene dos objetivos específicos.,This topic of study has two specific objectives.
aprendiste,Por fin aprendiste a amarte a ti mismo.,You finally learned to love yourself.
aislado,Entonces por qué siempre estás solo y aislado.,Then why are you always alone and isolated.
suceso,Vamos a hacer de esta noche un suceso.,We're going to make tonight an event.
incorporación,El carácter voluntario o no de la incorporación.,The voluntary or non-voluntary nature of the incorporation.
latín,Ya sabes la de los peces en latín.,You know the Latin fish.
perseguir,No soy buena en perseguir a un hombre.,I'm not good at chasing a man.
billetera,Los vi en las fotos de su billetera.,I saw them in the pictures of his wallet.
asustó,Tal vez eso es lo que lo asustó.,Maybe that's what scared him.
cargas,Qué hombre casado hace cuatro cargas de ropa.,What a married man makes four loads of clothes.
modesto,Soy demasiado modesto para hacer eso pero sí.,"I'm too modest to do that, but yes."
claves,Es un trabajo importante usaremos muchas palabras claves.,It's an important job. We'll use a lot of keywords.
modificación,Modificación de la propuesta de decisión del consejo.,Amendment of the Council's proposal for a decision.
anuncia,Vale solo anuncia la hora de la muerte.,"Okay, just announce the time of death."
descubrieron,No desde que descubrieron que los estaba robando.,Not since they found out he was stealing them.
lograste,No sé si estás llorando porque lograste entrar.,I don't know if you're crying because you got in.
acercando,Se nos han estado acercando toda la noche.,They've been coming at us all night.
pillo,Es la última vez que te pillo fruta.,It's the last time I get you fruit.
monumento,Es un monumento de la primera guerra mundial.,It is a monument of the First World War.
vaqueros,Hacía mucho que no me ponía estos vaqueros.,I haven't worn these jeans in a long time.
lastimado,El chico se ha lastimado todo el camino.,The boy's been hurt all the way.
creéis,Por qué creéis que habrá una próxima vez.,Why do you think there'll be a next time?
valoración,Aplicación de métodos de valoración de la calidad.,Application of quality assessment methods.
anuales,Doy unas entrevistas anuales a la prensa internacional.,I give annual interviews to the international press.
cuevas,Crees que cuevas estará detrás de todo esto.,You think caves will be behind all this.
armadura,No vine aquí para hablar de mi armadura.,I didn't come here to talk about my armor.
jovencito,Te vas a la cama ahora mismo jovencito.,"You're going to bed right now, young man."
manada,Él quiere que te unas a la manada.,He wants you to join the pack.
farsa,Al menos sabemos que no es una farsa.,At least we know it's not a farce.
patadas,No volveré a pegar ni a dar patadas.,I won't kick again.
compramos,Compramos ese pan que te gusta con queso.,We bought that bread you like with cheese.
data,Información sobre temporal en internet movie data base.,Information about temporary on internet movie data base.
líos,Para qué meter en líos a tu hermano.,Why get your brother in trouble.
corteza,La prueba de fuego está bajo la corteza.,The fire test is under the bark.
espectáculos,Tres espectáculos desastre en dos semanas es suficiente.,Three disaster shows in two weeks is enough.
alias,Un alias tras otro evitando a la policía.,One alias after another avoiding the police.
usada,Al vender un arma usada en un tiroteo.,Selling a weapon used in a shooting.
redondo,Yo hice un viaje redondo para llegar aquí.,I took a round trip to get here.
espléndido,Hace algún tiempo que la mente es espléndido.,The mind has been splendid for some time.
sucesión,No no empecemos con el orden de sucesión.,Don't start with the order of succession.
vertical,Carga vertical en el punto de enganche dan.,Vertical load at the dan hook point.
sobrio,Es que creo que me estoy poniendo sobrio.,I just think I'm getting sober.
fachada,No es una fachada solo no me importa.,It's not a façade. I just don't care.
lava,Ya no soy el que lava sus ropas.,I'm not the one who washes his clothes anymore.
tomates,La pista está en uno de estos tomates.,The track is on one of these tomatoes.
tiburones,Me dijo que debería nadar con los tiburones.,He told me I should swim with the sharks.
elegí,En el fondo es la vida que elegí.,"Deep down, it's the life I chose."
caca,Ahora mismo lo que importa es la caca.,Right now what matters is poo.
arriesgar,Por qué me tengo que arriesgar por ustedes.,Why I have to risk it for you.
regimiento,Son el mejor regimiento de todo el mundo.,They're the best regiment in the whole world.
alboroto,Hay mucho alboroto aquí en la casa blanca.,There's a lot of fuss here in the white house.
tomaría,Bueno siento como que me tomaría una cerveza.,"Well, I feel like I'd have a beer."
generosidad,Este tipo es el alma de la generosidad.,This guy is the soul of generosity.
lecturas,Todas las lecturas han vuelto a ser normales.,All the readings are back to normal.
recogido,Do l p recogido en do l p.,Do l p collected in do l p.
instintos,Mis instintos me dicen que es un error.,My instincts tell me it's a mistake.
luchas,Ah sí jay solía llevarme a las luchas.,"Oh yes, Jay used to take me to the fights."
playas,Algunas de las playas más bien conocidas includia.,Some of the more well-known beaches included.
colgando,Ni yo pero estoy colgando de un hilo.,"Neither am I, but I'm hanging by a thread."
expedientes,Por qué no la dejan ver los expedientes.,Why don't you let her see the files.
lindas,Adiós y gracias por todas las cosas lindas.,Goodbye and thank you for all the nice things.
masacre,Me lo contó todo después de la masacre.,He told me everything after the massacre.
intuición,Mi intuición me decía que no estaba armado.,My intuition told me he wasn't armed.
pulmón,No me importa si te costó un pulmón.,I don't care if it cost you a lung.
cotidiana,Extracción de informaciones relacionadas con la vida cotidiana.,Extraction of information related to everyday life.
tablero,Por qué hay un árbol en el tablero.,Why there's a tree on the board.
baúl,Me parece que tengo una en mi baúl.,I think I have one in my trunk.
condujo,Me cambió la vida me condujo hacia dios.,It changed my life and led me to God.
cálido,Tal vez le sería útil ser más cálido.,Maybe it would be helpful to be warmer.
maletero,Dijo que tiene las cosas en el maletero.,He said he's got the stuff in the trunk.
porción,Ahora quién va a comer la primera porción.,Now who's gonna eat the first serving.
columnas,Es como si no quedaran columnas de soporte.,It's like there's no support columns left.
salchichas,Primero el chico de las salchichas está vivo.,First the sausage boy is alive.
supervisor,Va a ser mi supervisor por un día.,He's gonna be my supervisor for a day.
monasterio,Corre el rumor de que protegía el monasterio.,Rumor has it he was protecting the monastery.
meto,Me recuerda que siempre me meto en problemas.,Reminds me I always get in trouble.
incómoda,Nunca me sentí tan incómoda en mi vida.,I've never felt so uncomfortable in my life.
causando,Es lo que ha estado causando tu dolor.,It's what's been causing your pain.
tijeras,Vamos a jugar a piedra papel y tijeras.,Let's play paper stone and scissors.
extinción,Es también un animal en peligro de extinción.,It is also an endangered animal.
amorosa,Ahora sólo mi vida amorosa es un desastre.,Now only my love life is a disaster.
consultar,Llegué tarde porque yo quería consultar los códigos.,I was late because I wanted to check the codes.
occidentales,Iglesia en la provincia de las indias occidentales.,Church in western Indian province.
muñeco,A veces creo que tu eres el muñeco.,Sometimes I think you're the doll.
niñita,No va a ser tu niñita para siempre.,She's not gonna be your little girl forever.
nudo,Él se las arregló para hacer el nudo.,He managed to make the knot.
profundos,Se volvieron mucho más profundos hace unas semanas.,They got a lot deeper a few weeks ago.
rutas,Hay dos más rutas al norte de aquí.,There are two more routes north of here.
sinceridad,Por qué no lo dejamos en sinceridad parcial.,Why don't we just leave it in partial sincerity.
provisiones,Tenemos que encontrar un lugar con comida provisiones.,We have to find a place with food supplies.
pasarme,No quiero pasarme la vida en un sótano.,I don't want to spend my life in a basement.
cascos,Asunto normas aplicables a los cascos para motocicletas.,Subject: Rules applicable to motorcycle helmets.
exponer,Le he dicho que pretendo exponer escenas violentas.,I told you I intend to expose violent scenes.
venda,Tiene una venda sobre uno de sus ojos.,He's got a blindfold on one of his eyes.
sentirás,En un mes o dos te sentirás diferente.,In a month or two you'll feel different.
rudo,Bueno eso fue rudo pero no muy inteligente.,Well that was tough but not very smart.
derrotado,No puede creer que alguien lo haya derrotado.,He can't believe someone beat him.
disculpo,Me disculpo por la falta de aire acondicionado.,I apologize for the lack of air conditioning.
lote,Vas a ser capaz de terminar el lote.,You're gonna be able to finish the lot.
nombramiento,Su majestad está de acuerdo con su nombramiento.,Your Majesty agrees with your appointment.
ebrio,Fue sólo una vez y yo estaba ebrio.,It was only once and I was drunk.
empezaste,No es hora de terminar lo que empezaste.,It's not time to finish what you started.
espejos,Por eso retiraron todos los espejos del barco.,That's why they removed all the mirrors from the ship.
admitirlo,Tienes que admitirlo esto es un poco incómodo.,"You have to admit, this is a little awkward."
respeta,Es importante para mí y él lo respeta.,It's important to me and he respects it.
salchicha,Habrá una salchicha con su nombre en ella.,There'll be a sausage with her name on it.
malvada,En un mundo de gente malvada me agrada.,In a world of evil people I like.
soviético,Se convirtió en la cuna del ajedrez soviético.,It became the cradle of Soviet chess.
impresiones,El precio de las impresiones en japón es.,The price of Japanese prints is.
millonario,No es más que un sucio cerdo millonario.,"He's nothing but a dirty, million-dollar pig."
practicando,Me encanta el mentalidad positiva que estás practicando.,I love the positive mindset you're practicing.
fundamento,Ése es precisamente el fundamento de la democracia.,That is precisely the foundation of democracy.
cruzó,El de enero se cruzó en mi camino.,The January one crossed my path.
relativo,De julio de relativo a la nomenclatura arancela.,July concerning the tariff nomenclaturea.
bici,Se ha roto la cadena de mi bici.,My bike chain's broken.
despido,De hecho aquí esta la carta de despido.,In fact here's the dismissal letter.
éxtasis,No le voy a dar éxtasis a nadie.,I'm not giving anyone ecstasy.
irónico,También me gusta lo irónico de la situación.,I also like the irony of the situation.
necesitábamos,Tenía la impresión de que no lo necesitábamos.,I was under the impression we didn't need it.
pesados,Ya se ha hablado de los metales pesados.,There has already been talk of heavy metals.
litro,Me robó medio litro de sangre para nada.,He stole half a liter of blood for nothing.
visitó,Te llamó trece veces te visitó ocho más.,"He called you thirteen times, visited you eight more."
apuro,Qué clase de apuro diría usted que es.,What a hurry you'd say it is.
nueces,Las ratas tienen una bolsa llena de nueces.,Rats have a bag full of nuts.
ésas,Mi madre pasaba por una experiencias de ésas.,My mother was going through some of those experiences.
pulgar,No tiene nada que ver con tu pulgar.,It has nothing to do with your thumb.
adquirido,Lo único que queda es el conocimiento adquirido.,All that remains is acquired knowledge.
nasa,La nasa es una organización no militar estadounidense.,Nasa is an American non-military organization.
conducción,La conducción nerviosa es normal metros por segundo.,Nerve driving is normal meters per second.
soga,La soga estaba atada alrededor de su cuello.,The rope was tied around his neck.
tocino,Mira lo que ella hace con el tocino.,Look what she does with the bacon.
taberna,Lo que hiciste por mí en la taberna.,What you did for me at the tavern.
paradero,Lo siento no encontré nada sobre su paradero.,I'm sorry I didn't find anything on your whereabouts.
debéis,Creo que vosotros dos debéis dejar el programa.,I think you two should quit the show.
supuesta,Tienes que averiguar dónde está tu supuesta cita.,You need to find out where your supposed date is.
esclavitud,No voy a ser parte de la esclavitud.,I'm not going to be a part of slavery.
foco,Creo que hemos encontrado el foco del asunto.,I think we've found the focus of the matter.
negado,Al parecer australia se ha negado a hacerlo.,Apparently australia has refused to do so.
pescadores,Por qué no le preguntas a los pescadores.,Why don't you ask the fishermen.
veterano,No puedo creer que leo sea un veterano.,I can't believe I read it as a veteran.
bichos,Al menos se la dieron a esos bichos.,At least they gave it to those bugs.
gordos,Ud y su esposa son muy muy gordos.,You and your wife are very fat.
cadera,No sé lo que tienes tesis de cadera.,I don't know what you have hip theses.
toallas,No quiero toallas mojadas por toda la casa.,I don't want wet towels all over the house.
males,Que males habéis visto con esta segunda visión.,What evil have you seen with this second vision.
noroeste,Hay una gran presencia en la puerta noroeste.,There's a big presence at the northwest gate.
explotó,Bueno la bomba explotó treinta minutos más tarde.,"Well, the bomb exploded 30 minutes later."
costar,El problema es que va a costar duros.,The problem is it's gonna cost you hard.
val,Bienvenidos a tú eres el cambio de val.,Welcome to you are the change of val.
talvez,Talvez estando arriba bien arriba y después bajando.,Maybe he's up high and down.
bóveda,Qué hay de las llaves de la bóveda.,What about the vault keys?
esperma,No vamos a usar el esperma de nadie.,We're not using anyone's sperm.
senadores,Por qué no lo guardas para los senadores.,Why don't you save it for the senators.
privilegios,Por los privilegios que tienen aquí los extranjeros.,For the privileges that foreigners have here.
violó,John g violó y mató a mi mujer.,John g raped and killed my wife.
apuntó,Es decir nadie los apuntó en alguna parte.,"I mean, no one pointed them out somewhere."
ganaron,El club de los que ganaron la guerra.,The club that won the war.
asombrosa,Era una muestra asombrosa de poder de fuego.,It was an amazing display of firepower.
acusada,Está claro que ia acusada no puede continuar.,It is clear that the accused cannot continue.
carnes,A carnes destinadas a la elaboración de conservas.,Meat intended for the manufacture of canned meat.
