rank,lemma,original_lemma,new_translation,variant_relation,reason
14500,ebria,ebrio,drunk; inebriated (feminine singular),feminine_of_original,o_to_a
14503,idénticas,idéntico,identical (feminine plural),feminine_plural_of_original,o_to_as
14505,mezclas,mezcla,mix; mixing; mixture; combination (plural),plural_of_original,plus_s
14506,olvidada,olvidado,forgotten (feminine singular),feminine_of_original,o_to_a
14510,dones,don,gift; present (plural),plural_of_original,plus_es
14521,gradas,grada,step (plural),plural_of_original,plus_s
14526,resistentes,resistente,tough; strong; resistant (plural),plural_of_original,plus_s
14539,soles,sol,sun (plural),plural_of_original,plus_es
14546,águilas,águila,eagle (plural),plural_of_original,plus_s
14548,advertencias,advertencia,warning (plural),plural_of_original,plus_s
14551,horizontes,horizonte,horizon (plural),plural_of_original,plus_s
14556,reclutas,recluta,recruitment (plural),plural_of_original,plus_s
14566,asquerosos,asqueroso,gross; repulsive; disgusting; distasteful (masculine plural),masculine_plural_of_original,o_to_os
14569,margaritas,margarita,daisy (plural),plural_of_original,plus_s
14577,dedicadas,dedicado,dedicated (feminine plural),feminine_plural_of_original,o_to_as
14578,dominantes,dominante,dominant; dominating (plural),plural_of_original,plus_s
14581,zorras,zorro,fox (feminine plural),feminine_plural_of_original,o_to_as
14589,provocada,provocado,caused; stemming; brought about (feminine singular),feminine_of_original,o_to_a
14593,patriotas,patriota,patriotic (plural),plural_of_original,plus_s
14596,auxiliares,auxiliar,to help (plural),plural_of_original,plus_es
14599,polvos,polvo,face powder (masculine plural),masculine_plural_of_original,o_to_os
14600,solteras,soltero,single; unmarried (feminine plural),feminine_plural_of_original,o_to_as
14603,vallas,valla,fence (plural),plural_of_original,plus_s
14613,plásticas,plástico,plastic (feminine plural),feminine_plural_of_original,o_to_as
14618,diagnósticos,diagnóstico,diagnostic (masculine plural),masculine_plural_of_original,o_to_os
14624,reptiles,reptil,reptilian (plural),plural_of_original,plus_es
14630,paulina,paulino,Pauline (feminine singular),feminine_of_original,o_to_a
14631,porquerías,porquería,crap; junk; trash; filth (plural),plural_of_original,plus_s
14632,recados,recado,message (masculine plural),masculine_plural_of_original,o_to_os
14634,comercios,comercio,trade (masculine plural),masculine_plural_of_original,o_to_os
14639,pimientos,pimiento,pepper (masculine plural),masculine_plural_of_original,o_to_os
14642,disputas,disputa,dispute; argument; disputation; disagreement (plural),plural_of_original,plus_s
14645,mariscos,marisco,edible shellfish or alga (masculine plural),masculine_plural_of_original,o_to_os
14652,colocados,colocado,drunk (masculine plural),masculine_plural_of_original,o_to_os
14661,despedidos,despedido,dismissed; laid off (masculine plural),masculine_plural_of_original,o_to_os
14665,aperitivos,aperitivo,apéritif (masculine plural),masculine_plural_of_original,o_to_os
14666,ferrocarriles,ferrocarril,railway (plural),plural_of_original,plus_es
14668,minera,minero,mining (feminine singular),feminine_of_original,o_to_a
14670,atrasados,atrasado,tardy; belated; delayed (masculine plural),masculine_plural_of_original,o_to_os
14674,referentes,referente,referring (plural),plural_of_original,plus_s
14675,rodajas,rodaja,a circular slice (plural),plural_of_original,plus_s
14680,conquistas,conquista,conquest (plural),plural_of_original,plus_s
14683,agitada,agitado,upset; agitated (feminine singular),feminine_of_original,o_to_a
14685,glándulas,glándula,gland (plural),plural_of_original,plus_s
14686,complicados,complicado,complex; involved; convoluted; complicated (masculine plural),masculine_plural_of_original,o_to_os
14699,húmedos,húmedo,damp; humid; moist (masculine plural),masculine_plural_of_original,o_to_os
14700,identificada,identificado,identified (feminine singular),feminine_of_original,o_to_a
14701,constructores,constructor,constructing (plural),plural_of_original,plus_es
14705,descubiertos,descubierto,discovered (masculine plural),masculine_plural_of_original,o_to_os
14715,inspirada,inspirado,inspired (feminine singular),feminine_of_original,o_to_a
14718,dardos,dardo,darts (masculine plural),masculine_plural_of_original,o_to_os
14723,sueca,sueco,Swedish (feminine singular),feminine_of_original,o_to_a
14725,doradas,dorado,golden (feminine plural),feminine_plural_of_original,o_to_as
14728,protegidas,protegido,protected (feminine plural),feminine_plural_of_original,o_to_as
14732,callejera,callejero,street-; related to the streets (feminine singular),feminine_of_original,o_to_a
14740,cocineros,cocinero,cook (masculine plural),masculine_plural_of_original,o_to_os
14742,estrictas,estricto,strict (feminine plural),feminine_plural_of_original,o_to_as
14744,lejanas,lejano,far; faraway (feminine plural),feminine_plural_of_original,o_to_as
14751,pintas,pinto,spotted; mottled; blotchy (feminine plural),feminine_plural_of_original,o_to_as
14756,muchísimos,muchísimo,a lot; a great deal; superlative degree of mucho: much (masculine plural),masculine_plural_of_original,o_to_os
14759,comandantes,comandante,commander (plural),plural_of_original,plus_s
14760,reclamos,reclamo,complaint (masculine plural),masculine_plural_of_original,o_to_os
14775,contados,contado,counted (masculine plural),masculine_plural_of_original,o_to_os
14780,libia,libio,Libyan (feminine singular),feminine_of_original,o_to_a
14783,talentosa,talentoso,talented (feminine singular),feminine_of_original,o_to_a
14801,apagada,apagado,shut down; switched off (feminine singular),feminine_of_original,o_to_a
14802,enmiendas,enmienda,correction (plural),plural_of_original,plus_s
14803,pertinentes,pertinente,pertinent (plural),plural_of_original,plus_s
14810,potentes,potente,potent (plural),plural_of_original,plus_s
14813,barajas,baraja,deck (plural),plural_of_original,plus_s
14817,líquida,líquido,liquid (feminine singular),feminine_of_original,o_to_a
14820,diseñadores,diseñador,designer (plural),plural_of_original,plus_es
14826,golosinas,golosina,candy (plural),plural_of_original,plus_s
14827,incentivos,incentivo,stimulus; incentive (masculine plural),masculine_plural_of_original,o_to_os
14830,nicaragüenses,nicaragüense,Nicaraguan (plural),plural_of_original,plus_s
14833,cocodrilos,cocodrilo,crocodile (masculine plural),masculine_plural_of_original,o_to_os
14834,consecutivos,consecutivo,running; consecutive; back-to-back; in a row (masculine plural),masculine_plural_of_original,o_to_os
14835,decentes,decente,decent (plural),plural_of_original,plus_s
14840,alegrías,alegría,joy; happiness (plural),plural_of_original,plus_s
14841,ardillas,ardilla,squirrel (plural),plural_of_original,plus_s
14843,hazañas,hazaña,feat; deed (plural),plural_of_original,plus_s
14845,polos,polo,pole (masculine plural),masculine_plural_of_original,o_to_os
14851,cócteles,cóctel,cocktail (plural),plural_of_original,plus_es
14869,necesitados,necesitado,needy; in need (masculine plural),masculine_plural_of_original,o_to_os
14870,rosales,rosal,rosebush (plural),plural_of_original,plus_es
14876,interrogantes,interrogante,questioning (plural),plural_of_original,plus_s
14881,danzas,danza,dance (plural),plural_of_original,plus_s
14885,tiradores,tirador,shooter; rifleman (plural),plural_of_original,plus_es
14887,deseada,deseado,wanted; wished; desired (feminine singular),feminine_of_original,o_to_a
14892,ocupantes,ocupante,occupying (plural),plural_of_original,plus_s
14897,envueltos,envuelto,wrapped; shrouded (masculine plural),masculine_plural_of_original,o_to_os
14900,multitudes,multitud,multitude (plural),plural_of_original,plus_es
14903,asiática,asiático,Asian (feminine singular),feminine_of_original,o_to_a
14904,camellos,camello,camel (masculine plural),masculine_plural_of_original,o_to_os
14906,graciosos,gracioso,funny; amusing (masculine plural),masculine_plural_of_original,o_to_os
14908,pegados,pegado,stuck; cleaving; sticking (masculine plural),masculine_plural_of_original,o_to_os
14909,profetas,profeta,prophet (plural),plural_of_original,plus_s
14910,sutiles,sutil,subtle (plural),plural_of_original,plus_es
14911,cazas,caza,hunt; hunting (plural),plural_of_original,plus_s
14916,capitalistas,capitalista,capitalist (plural),plural_of_original,plus_s
14919,jaulas,jaula,cage (plural),plural_of_original,plus_s
14921,cortados,cortado,choppy; disconnected (masculine plural),masculine_plural_of_original,o_to_os
14930,impresa,impreso,printed (feminine singular),feminine_of_original,o_to_a
14941,segmentos,segmento,segment; section (masculine plural),masculine_plural_of_original,o_to_os
14943,aros,aro,hoop (masculine plural),masculine_plural_of_original,o_to_os
14946,cómics,cómic,comic (plural),plural_of_original,plus_s
14956,divorciada,divorciado,divorced (feminine singular),feminine_of_original,o_to_a
14959,gruesas,grueso,fat; thick (feminine plural),feminine_plural_of_original,o_to_as
14961,agresivos,agresivo,aggressive (masculine plural),masculine_plural_of_original,o_to_os
14964,nerviosas,nervioso,nerve (feminine plural),feminine_plural_of_original,o_to_as
14970,checa,checo,Czech (feminine singular),feminine_of_original,o_to_a
14972,congresos,congreso,congress (masculine plural),masculine_plural_of_original,o_to_os
14976,productivos,productivo,fruitful; productive (masculine plural),masculine_plural_of_original,o_to_os
14984,incontables,incontable,uncountable (plural),plural_of_original,plus_s
14989,miligramos,miligramo,milligram (masculine plural),masculine_plural_of_original,o_to_os
15009,heladas,helado,icy; frozen (feminine plural),feminine_plural_of_original,o_to_as
15011,opositores,opositor,opposing; opposition (plural),plural_of_original,plus_es
15014,susceptibles,susceptible,amenable (plural),plural_of_original,plus_s
15016,citadas,citado,cited; mentioned; aforementioned (feminine plural),feminine_plural_of_original,o_to_as
15017,gallos,gallo,cock; rooster (masculine plural),masculine_plural_of_original,o_to_os
15018,imaginaria,imaginario,imaginary (feminine singular),feminine_of_original,o_to_a
15019,inmuebles,inmueble,estate; property (plural),plural_of_original,plus_s
15023,anchas,ancho,wide; broad (feminine plural),feminine_plural_of_original,o_to_as
15026,elaborados,elaborado,well-prepared (masculine plural),masculine_plural_of_original,o_to_os
15028,glóbulos,glóbulo,globule (masculine plural),masculine_plural_of_original,o_to_os
15029,interesadas,interesado,interested (feminine plural),feminine_plural_of_original,o_to_as
15032,toreros,torero,toreador; bullfighter (masculine plural),masculine_plural_of_original,o_to_os
15033,antorchas,antorcha,torch (plural),plural_of_original,plus_s
15034,brasileños,brasileño,Brazilian (masculine plural),masculine_plural_of_original,o_to_os
15036,contrarios,contrario,contrary; opposite (masculine plural),masculine_plural_of_original,o_to_os
15040,valiosas,valioso,valuable (feminine plural),feminine_plural_of_original,o_to_as
15058,láctea,lácteo,a dairy product (feminine singular),feminine_of_original,o_to_a
15067,sufrimientos,sufrimiento,suffering (masculine plural),masculine_plural_of_original,o_to_os
15075,mareada,mareado,dizzy; woozy; vertiginous (feminine singular),feminine_of_original,o_to_a
15077,pisadas,pisado,pussy-whipped; under the thumb (feminine plural),feminine_plural_of_original,o_to_as
15081,derechas,derecho,straight (feminine plural),feminine_plural_of_original,o_to_as
15084,operativa,operativo,operative (feminine singular),feminine_of_original,o_to_a
15090,atractivas,atractivo,appealing; attractive (feminine plural),feminine_plural_of_original,o_to_as
15091,civilizada,civilizado,civilized (feminine singular),feminine_of_original,o_to_a
15098,bienvenidas,bienvenido,welcome (feminine plural),feminine_plural_of_original,o_to_as
15099,enlaces,enlace,link; connection (plural),plural_of_original,plus_s
15102,infectada,infectado,infected (feminine singular),feminine_of_original,o_to_a
15105,errónea,erróneo,erroneous (feminine singular),feminine_of_original,o_to_a
15109,aéreos,aéreo,aerial (masculine plural),masculine_plural_of_original,o_to_os
15110,justas,justo,just; right (feminine plural),feminine_plural_of_original,o_to_as
15113,directrices,directriz,guidance; guideline; direction (plural),plural_of_original,z_to_ces
15115,alimenticia,alimenticio,alimentary; nourishing (feminine singular),feminine_of_original,o_to_a
15118,cumbres,cumbre,top; peak; summit; hilltop (plural),plural_of_original,plus_s
15129,infinitas,infinito,infinite (feminine plural),feminine_plural_of_original,o_to_as
15131,conquistadores,conquistador,winning; conquering (plural),plural_of_original,plus_es
15132,estadios,estadio,stadium (masculine plural),masculine_plural_of_original,o_to_os
15133,olimpiadas,olimpiada,olympiad (plural),plural_of_original,plus_s
15134,optimistas,optimista,upbeat; optimistic (plural),plural_of_original,plus_s
15137,ecos,eco,echo (masculine plural),masculine_plural_of_original,o_to_os
15141,protestantes,protestante,protestant (plural),plural_of_original,plus_s
15142,autorizados,autorizado,authorized (masculine plural),masculine_plural_of_original,o_to_os
15144,buses,bus,bus; coach (plural),plural_of_original,plus_es
15146,pantanos,pantano,swamp; marsh (masculine plural),masculine_plural_of_original,o_to_os
15152,frascos,frasco,bottle (masculine plural),masculine_plural_of_original,o_to_os
15153,pasiva,pasivo,passive (feminine singular),feminine_of_original,o_to_a
15154,campeonatos,campeonato,championship (masculine plural),masculine_plural_of_original,o_to_os
15159,apretada,apretado,tight (feminine singular),feminine_of_original,o_to_a
15163,aldeanos,aldeano,rustic (masculine plural),masculine_plural_of_original,o_to_os
15164,ambiciosa,ambicioso,ambitious (feminine singular),feminine_of_original,o_to_a
15167,difunta,difunto,deceased (feminine singular),feminine_of_original,o_to_a
15169,engaños,engaño,fraud; deceit (masculine plural),masculine_plural_of_original,o_to_os
15170,genéticos,genético,genetic (masculine plural),masculine_plural_of_original,o_to_os
15172,asesinadas,asesinado,slain; murdered (feminine plural),feminine_plural_of_original,o_to_as
15174,carencias,carencia,lack; shortage (plural),plural_of_original,plus_s
15175,especializadas,especializado,specialized (feminine plural),feminine_plural_of_original,o_to_as
15178,competitiva,competitivo,competitive (feminine singular),feminine_of_original,o_to_a
15180,persianas,persiana,blind (plural),plural_of_original,plus_s
15194,párrafos,párrafo,paragraph (masculine plural),masculine_plural_of_original,o_to_os
15199,delirios,delirio,delirium (masculine plural),masculine_plural_of_original,o_to_os
15203,diseñados,diseñado,designed (masculine plural),masculine_plural_of_original,o_to_os
15204,dudosa,dudoso,doubtful (feminine singular),feminine_of_original,o_to_a
15210,economistas,economista,economist (plural),plural_of_original,plus_s
15216,reliquias,reliquia,relic; heirloom (plural),plural_of_original,plus_s
15217,torneos,torneo,tourney; tournament (masculine plural),masculine_plural_of_original,o_to_os
15221,melodías,melodía,tune; melody (plural),plural_of_original,plus_s
15224,comedias,comedia,comedy (plural),plural_of_original,plus_s
15227,respiratoria,respiratorio,breathing; respiratory (feminine singular),feminine_of_original,o_to_a
15230,vegetariana,vegetariano,vegetarian (feminine singular),feminine_of_original,o_to_a
15231,congresistas,congresista,congressperson (plural),plural_of_original,plus_s
15234,conchas,concha,seashell (plural),plural_of_original,plus_s
15236,pétalos,pétalo,petal (masculine plural),masculine_plural_of_original,o_to_os
15243,paralelas,paralelo,parallel (feminine plural),feminine_plural_of_original,o_to_as
15244,prohibidos,prohibido,forbidden; prohibited (masculine plural),masculine_plural_of_original,o_to_os
15246,inmediatos,inmediato,immediate (masculine plural),masculine_plural_of_original,o_to_os
15248,subsidios,subsidio,subsidy (masculine plural),masculine_plural_of_original,o_to_os
15255,psiquiátrica,psiquiátrico,psychiatric (feminine singular),feminine_of_original,o_to_a
15256,severas,severo,severe (feminine plural),feminine_plural_of_original,o_to_as
15259,acres,acre,acrid; bitter; pungent (plural),plural_of_original,plus_s
15261,castillos,castillo,castle (masculine plural),masculine_plural_of_original,o_to_os
15264,domésticas,doméstico,home; domestic; household (feminine plural),feminine_plural_of_original,o_to_as
15267,literarias,literario,literary (feminine plural),feminine_plural_of_original,o_to_as
15275,paterna,paterno,parental (feminine singular),feminine_of_original,o_to_a
15287,heces,hez,dregs; sediment (plural),plural_of_original,z_to_ces
15290,actas,acta,certificate (plural),plural_of_original,plus_s
15292,conservas,conserva,conserve (plural),plural_of_original,plus_s
15298,mártires,mártir,martyr (plural),plural_of_original,plus_es
15299,periodística,periodístico,journalistic (feminine singular),feminine_of_original,o_to_a
15300,radiografías,radiografía,x-ray; radiograph (plural),plural_of_original,plus_s
15309,explosiva,explosivo,explosive (feminine singular),feminine_of_original,o_to_a
15310,mexicanas,mexicano,compare mexiquense) (feminine plural),feminine_plural_of_original,o_to_as
15311,variada,variado,varied; diverse (feminine singular),feminine_of_original,o_to_a
15313,beneficiarios,beneficiario,beneficiary (masculine plural),masculine_plural_of_original,o_to_os
15314,collares,collar,necklace (plural),plural_of_original,plus_es
15327,definidos,definido,definite (masculine plural),masculine_plural_of_original,o_to_os
15330,licores,licor,liqueur (plural),plural_of_original,plus_es
15331,res,re,head of quadrupedal cattle or game (plural),plural_of_original,plus_s
15340,yacimientos,yacimiento,deposit; field or formation (masculine plural),masculine_plural_of_original,o_to_os
15341,castigos,castigo,punishment (masculine plural),masculine_plural_of_original,o_to_os
15342,exiliados,exiliado,exiled (masculine plural),masculine_plural_of_original,o_to_os
15345,tardía,tardío,tardy; belated; delayed (feminine singular),feminine_of_original,o_to_a
15349,envenenada,envenenado,poisoned (feminine singular),feminine_of_original,o_to_a
15354,bombarderos,bombardero,bombing (masculine plural),masculine_plural_of_original,o_to_os
15358,analgésicos,analgésico,analgesic (masculine plural),masculine_plural_of_original,o_to_os
15360,centrada,centrado,focused (feminine singular),feminine_of_original,o_to_a
15361,cerezas,cereza,cherry red (plural),plural_of_original,plus_s
15365,frágiles,frágil,weak; flimsy; fragile (plural),plural_of_original,plus_es
15369,denegada,denegado,denied (feminine singular),feminine_of_original,o_to_a
15371,gambas,gamba,shrimp (plural),plural_of_original,plus_s
15373,multinacionales,multinacional,multinational (plural),plural_of_original,plus_es
15378,moderados,moderado,moderate (masculine plural),masculine_plural_of_original,o_to_os
15383,pagada,pagado,paid (feminine singular),feminine_of_original,o_to_a
15384,piscinas,piscina,swimming pool (plural),plural_of_original,plus_s
15386,románticas,romántico,romantic (feminine plural),feminine_plural_of_original,o_to_as
15388,activistas,activista,activist (plural),plural_of_original,plus_s
15391,estudiosos,estudioso,bookish; studious (masculine plural),masculine_plural_of_original,o_to_os
15397,drones,dron,drone (plural),plural_of_original,plus_es
15403,sólidas,sólido,solid (feminine plural),feminine_plural_of_original,o_to_as
15406,accesos,acceso,access (masculine plural),masculine_plural_of_original,o_to_os
15409,equivalentes,equivalente,equivalent; tantamount (plural),plural_of_original,plus_s
15410,ligeros,ligero,light; not heavy (masculine plural),masculine_plural_of_original,o_to_os
15414,toxinas,toxina,toxin (plural),plural_of_original,plus_s
15417,cósmica,cósmico,cosmic (feminine singular),feminine_of_original,o_to_a
15420,infelices,infeliz,unhappy (plural),plural_of_original,z_to_ces
15421,limitados,limitado,limited (masculine plural),masculine_plural_of_original,o_to_os
15422,matemáticos,matemático,mathematical (masculine plural),masculine_plural_of_original,o_to_os
15427,aminoácidos,aminoácido,amino acid (masculine plural),masculine_plural_of_original,o_to_os
15433,muchísima,muchísimo,a lot; a great deal; superlative degree of mucho: much (feminine singular),feminine_of_original,o_to_a
15438,declarada,declarado,sworn; declared (feminine singular),feminine_of_original,o_to_a
15439,perseguidos,perseguido,obsessed (masculine plural),masculine_plural_of_original,o_to_os
15442,clandestina,clandestino,clandestine (feminine singular),feminine_of_original,o_to_a
15446,palmeras,palmera,palm (plural),plural_of_original,plus_s
15448,refugios,refugio,refuge (masculine plural),masculine_plural_of_original,o_to_os
15455,langostas,langosta,lobster (plural),plural_of_original,plus_s
15464,céntimos,céntimo,hundredth (masculine plural),masculine_plural_of_original,o_to_os
15466,escribas,escriba,scribe (plural),plural_of_original,plus_s
15468,osa,oso,sow; female bear (feminine singular),feminine_of_original,o_to_a
15473,relajada,relajado,relaxed (feminine singular),feminine_of_original,o_to_a
15480,fantásticas,fantástico,fantastic (feminine plural),feminine_plural_of_original,o_to_as
15481,flaca,flaco,thin; slim; skinny (feminine singular),feminine_of_original,o_to_a
15486,primarios,primario,first (masculine plural),masculine_plural_of_original,o_to_os
15491,autonomías,autonomía,autonomy (plural),plural_of_original,plus_s
15495,metáforas,metáfora,metaphor (plural),plural_of_original,plus_s
15503,retrasados,retrasado,delayed; retarded (masculine plural),masculine_plural_of_original,o_to_os
15505,cargadas,cargado,loaded (feminine plural),feminine_plural_of_original,o_to_as
15508,egoístas,egoísta,egotistic (plural),plural_of_original,plus_s
15524,diversa,diverso,diverse (feminine singular),feminine_of_original,o_to_a
15532,huérfana,huérfano,orphan (feminine singular),feminine_of_original,o_to_a
15533,iluminada,iluminado,lit; illuminated (feminine singular),feminine_of_original,o_to_a
15537,apretados,apretado,tight (masculine plural),masculine_plural_of_original,o_to_os
15540,rígida,rígido,rigid; stiff (feminine singular),feminine_of_original,o_to_a
15546,suicidios,suicidio,suicide (masculine plural),masculine_plural_of_original,o_to_os
15548,despachos,despacho,dispatch (masculine plural),masculine_plural_of_original,o_to_os
15550,rigurosa,riguroso,rigorous (feminine singular),feminine_of_original,o_to_a
15560,indefensa,indefenso,defenseless (feminine singular),feminine_of_original,o_to_a
15562,inmortales,inmortal,immortal (plural),plural_of_original,plus_es
15564,cojas,cojo,lame; crippled (feminine plural),feminine_plural_of_original,o_to_as
15566,entusiasmada,entusiasmado,enthused; enthusiastic (feminine singular),feminine_of_original,o_to_a
15568,intermediarios,intermediario,intermediating (masculine plural),masculine_plural_of_original,o_to_os
15569,psicológicas,psicológico,psychological (feminine plural),feminine_plural_of_original,o_to_as
15576,montesinos,montesino,mountain-; synonym of montés (masculine plural),masculine_plural_of_original,o_to_os
15579,cuestas,cuesta,slope (plural),plural_of_original,plus_s
15580,enfoques,enfoque,focus (plural),plural_of_original,plus_s
15582,francotiradores,francotirador,sniper (plural),plural_of_original,plus_es
15583,orgánicas,orgánico,organic (feminine plural),feminine_plural_of_original,o_to_as
15584,psicólogos,psicólogo,psychologist (masculine plural),masculine_plural_of_original,o_to_os
15585,sondeos,sondeo,poll; survey (masculine plural),masculine_plural_of_original,o_to_os
15592,cooperativas,cooperativo,cooperative (feminine plural),feminine_plural_of_original,o_to_as
15594,gorilas,gorila,gorilla (plural),plural_of_original,plus_s
15596,pillas,pillo,clever (feminine plural),feminine_plural_of_original,o_to_as
15606,firmados,firmado,signed (masculine plural),masculine_plural_of_original,o_to_os
15609,plataformas,plataforma,platform (plural),plural_of_original,plus_s
15614,televisiva,televisivo,TV; television (feminine singular),feminine_of_original,o_to_a
15619,maduros,maduro,ripe (masculine plural),masculine_plural_of_original,o_to_os
15625,prohibidas,prohibido,forbidden; prohibited (feminine plural),feminine_plural_of_original,o_to_as
15631,etarras,etarra,ETA; of ETA (plural),plural_of_original,plus_s
15633,misteriosos,misterioso,mysterious (masculine plural),masculine_plural_of_original,o_to_os
15634,pas,pa,pop; papa; clipping of papá: dad (plural),plural_of_original,plus_s
15635,patrocinadores,patrocinador,sponsor (plural),plural_of_original,plus_es
15641,marionetas,marioneta,puppet; marionette (plural),plural_of_original,plus_s
15645,ambulancias,ambulancia,ambulance (plural),plural_of_original,plus_s
15649,distraída,distraído,distracted; absent-minded (feminine singular),feminine_of_original,o_to_a
15659,universitarias,universitario,university (feminine plural),feminine_plural_of_original,o_to_as
15661,intensivos,intensivo,intensive (masculine plural),masculine_plural_of_original,o_to_os
15665,secretarios,secretario,secretary (masculine plural),masculine_plural_of_original,o_to_os
15668,nula,nulo,null; void; invalid (feminine singular),feminine_of_original,o_to_a
15670,venenosa,venenoso,venomous; poisonous (feminine singular),feminine_of_original,o_to_a
15678,mediterránea,mediterráneo,Mediterranean (feminine singular),feminine_of_original,o_to_a
15683,antenas,antena,antenna (plural),plural_of_original,plus_s
15684,aproximada,aproximado,approximate (feminine singular),feminine_of_original,o_to_a
15689,tortas,torta,pie; tart (plural),plural_of_original,plus_s
15690,carteras,cartera,wallet; billfold (plural),plural_of_original,plus_s
15700,aisladas,aislado,isolated (feminine plural),feminine_plural_of_original,o_to_as
15712,bellezas,belleza,beauty (plural),plural_of_original,plus_s
15716,teatrales,teatral,theatrical (plural),plural_of_original,plus_es
15718,empleadas,empleado,employed (feminine plural),feminine_plural_of_original,o_to_as
15721,tecnológicas,tecnológico,technological (feminine plural),feminine_plural_of_original,o_to_as
15723,ausentes,ausente,absent (plural),plural_of_original,plus_s
15724,autopistas,autopista,freeway; motorway (plural),plural_of_original,plus_s
15726,descartes,descarte,excuse (plural),plural_of_original,plus_s
15733,polaca,polaco,Polish (feminine singular),feminine_of_original,o_to_a
15741,ídolos,ídolo,idol (masculine plural),masculine_plural_of_original,o_to_os
15744,encantadores,encantador,lovely; charming; enchanting; captivating (plural),plural_of_original,plus_es
15747,ideologías,ideología,ideology (plural),plural_of_original,plus_s
15748,rendimientos,rendimiento,performance (masculine plural),masculine_plural_of_original,o_to_os
15749,ancianas,anciano,elderly (feminine plural),feminine_plural_of_original,o_to_as
15750,contaminantes,contaminante,contaminating (plural),plural_of_original,plus_s
15751,cápsulas,cápsula,capsule (plural),plural_of_original,plus_s
15756,jovencitas,jovencito,young; youthful (feminine plural),feminine_plural_of_original,o_to_as
15757,reglamentos,reglamento,rules; policy (masculine plural),masculine_plural_of_original,o_to_os
15763,disgustada,disgustado,disgusted; displeased (feminine singular),feminine_of_original,o_to_a
15764,jugos,jugo,juice (masculine plural),masculine_plural_of_original,o_to_os
15770,callaos,callao,quiet; silent (masculine plural),masculine_plural_of_original,o_to_os
15771,corporativa,corporativo,corporate (feminine singular),feminine_of_original,o_to_a
15773,situadas,situado,sited; located; situated (feminine plural),feminine_plural_of_original,o_to_as
15775,construidos,construido,constructed (masculine plural),masculine_plural_of_original,o_to_os
15777,equilibrada,equilibrado,balanced (feminine singular),feminine_of_original,o_to_a
15779,ligados,ligado,ligature (masculine plural),masculine_plural_of_original,o_to_os
15780,oportuna,oportuno,opportune (feminine singular),feminine_of_original,o_to_a
15788,acertada,acertado,correct; accurate (feminine singular),feminine_of_original,o_to_a
15789,cabañas,cabaña,hut; cabin; cottage (plural),plural_of_original,plus_s
15794,portavoces,portavoz,spokesman; spokeswoman; spokesperson (plural),plural_of_original,z_to_ces
15804,frustrada,frustrado,abortive; frustrated; unsuccessful (feminine singular),feminine_of_original,o_to_a
15812,hostias,hostia,host; communion wafer (plural),plural_of_original,plus_s
15822,psíquicos,psíquico,mental; psychic (masculine plural),masculine_plural_of_original,o_to_os
15827,cuelgues,cuelgue,trip (plural),plural_of_original,plus_s
15833,auténticas,auténtico,real; true; authentic (feminine plural),feminine_plural_of_original,o_to_as
15834,caretas,careto,white-headed and black-bodied (feminine plural),feminine_plural_of_original,o_to_as
15835,ensaladas,ensalada,salad (plural),plural_of_original,plus_s
15836,fósforos,fósforo,phosphorus (masculine plural),masculine_plural_of_original,o_to_os
15844,creadas,creado,created (feminine plural),feminine_plural_of_original,o_to_as
15849,cromosomas,cromosoma,chromosome (plural),plural_of_original,plus_s
15852,historietas,historieta,anecdote (plural),plural_of_original,plus_s
15854,interferencias,interferencia,interference (plural),plural_of_original,plus_s
15856,reportajes,reportaje,report; Article (plural),plural_of_original,plus_s
15871,secundarias,secundario,secondary (feminine plural),feminine_plural_of_original,o_to_as
15872,turísticos,turístico,touristic; Related to tours and tourism (masculine plural),masculine_plural_of_original,o_to_os
15879,generadores,generador,generating (plural),plural_of_original,plus_es
15886,deliciosas,delicioso,luscious; delicious; delectable (feminine plural),feminine_plural_of_original,o_to_as
15899,babilonia,babilonio,Babylonian (feminine singular),feminine_of_original,o_to_a
15901,heroica,heroico,heroic (feminine singular),feminine_of_original,o_to_a
15907,teclas,teclo,old; aged (feminine plural),feminine_plural_of_original,o_to_as
15913,sensata,sensato,sound; sensible; reasonable (feminine singular),feminine_of_original,o_to_a
15921,prestados,prestado,lent; loaned (masculine plural),masculine_plural_of_original,o_to_os
15924,cúbicos,cúbico,cubic (masculine plural),masculine_plural_of_original,o_to_os
15925,ejecutados,ejecutado,executed (masculine plural),masculine_plural_of_original,o_to_os
15926,fincas,finca,real estate (plural),plural_of_original,plus_s
15930,carrasco,carrasca,Aleppo pine (masculine singular),masculine_of_original,a_to_o
15932,desplazamientos,desplazamiento,displacement (masculine plural),masculine_plural_of_original,o_to_os
15933,linares,linar,flax field (plural),plural_of_original,plus_es
15941,psiquiatras,psiquiatra,psychiatrist (plural),plural_of_original,plus_s
15945,carbohidratos,carbohidrato,carbohydrate (masculine plural),masculine_plural_of_original,o_to_os
15946,diminuta,diminuto,minute (feminine singular),feminine_of_original,o_to_a
15947,forestales,forestal,forest (plural),plural_of_original,plus_es
15951,propicia,propicio,conducive; conducive to (feminine singular),feminine_of_original,o_to_a
15953,decorados,decorado,decorated (masculine plural),masculine_plural_of_original,o_to_os
15954,entregados,entregado,delivered; submitted (masculine plural),masculine_plural_of_original,o_to_os
15957,publicitarios,publicitario,relating to advertising (masculine plural),masculine_plural_of_original,o_to_os
