rank,lemma,original_lemma,old_translation,new_translation,translation_changed,review_reason,past_relation,past_tense,past_person,past_number,past_context,past_confidence,past_reason,tags
19918,devolvieron,devolver,they returned,they returned (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
19927,apoyaron,apoyar,they leaned,they leaned (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
19928,atacamos,atacar,we attacked,we attacked,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
19930,conmovió,conmover,he affected; she affected; it affected,he affected; she affected; it affected (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
19932,entrenó,entrenar,he trained; she trained; it trained,he trained; she trained; it trained (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
19946,liberaron,liberar,they liberated,they liberated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
19964,sacrificó,sacrificar,he sacrificed; she sacrificed; it sacrificed,he sacrificed; she sacrificed; it sacrificed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
19970,mataban,matar,they killed,they killed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
19972,protestó,protestar,he protested; she protested; it protested,he protested; she protested; it protested (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
19983,provocaba,provocar,I caused or provoke,I caused or provoke; he caused or provoke; she caused or provoke; it caused or provoke (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20000,pretendió,pretender,he intended; she intended; it intended,he intended; she intended; it intended (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
20005,equivocaron,equivocar,they mistaked,they mistaked (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20014,temían,temer,they feared,they feared (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
20018,divertiste,divertir,you entertained,you entertained (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_er_ir_preterite_2sg,past|preterite|second|singular
20024,rehusó,rehusar,he refused; she refused; it refused,he refused; she refused; it refused (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20034,ingresaron,ingresar,they joined,they joined (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20041,acercaban,acercar,they brought close,they brought close (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
20044,ascendieron,ascender,they ascended,they ascended (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
20048,entregaste,entregar,you delivered,you delivered (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
20049,filmó,filmar,he filmed; she filmed; it filmed,he filmed; she filmed; it filmed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20053,saltaba,saltar,I jumped,I jumped; he jumped; she jumped; it jumped (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20061,huía,huir,I fleed,I fleed; he fleed; she fleed; it fleed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
20062,justificó,justificar,he justified; she justified; it justified,he justified; she justified; it justified (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20068,vigilaba,vigilar,I watched over,I watched over; he watched over; she watched over; it watched over (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20086,marché,marchar,I went,I went (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
20095,destruiste,destruir,you destroyed,you destroyed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_er_ir_preterite_2sg,past|preterite|second|singular
20102,preocupé,preocupar,I worried,I worried (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
20105,revisaron,revisar,they revised,they revised (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20117,salías,salir,you went out,you went out (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|second|singular
20122,apaches,apachar,you crush,you crush,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|second|singular
20151,vendan,vender,they sell,they sell,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|third|plural
20153,abrían,abrir,they opened,they opened (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
20155,calculó,calcular,he calculated; she calculated; it calculated,he calculated; she calculated; it calculated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20158,regalaron,regalar,they regaled,they regaled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20163,dominaba,dominar,I dominated,I dominated; he dominated; she dominated; it dominated (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20166,manejamos,manejar,we handled,we handled,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
20182,atendía,atender,I paid attention to,I paid attention to; he paid attention to; she paid attention to; it paid attention to (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
20185,continuaban,continuar,they continued,they continued (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
20186,disculpó,disculpar,he excused; she excused; it excused,he excused; she excused; it excused (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20188,empeoró,empeorar,he worsened; she worsened; it worsened,he worsened; she worsened; it worsened (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20213,conservaba,conservar,I conserved,I conserved; he conserved; she conserved; it conserved (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20216,demandó,demandar,he insisted; she insisted; it insisted,he insisted; she insisted; it insisted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20245,cumplimos,cumplir,we fulfiled,we fulfiled,no,regular_ir_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ir_1pl_ambiguous_with_present,past|preterite|first|plural
20257,denunciaron,denunciar,they denounced,they denounced (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20265,marcaba,marcar,I marked,I marked; he marked; she marked; it marked (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20306,presionó,presionar,he pressured; she pressured; it pressured,he pressured; she pressured; it pressured (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20310,cancelaron,cancelar,they canceled,they canceled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20323,pisó,pisar,he steped; she steped; it steped,he steped; she steped; it steped (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20324,seguías,seguir,you followed,you followed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|second|singular
20345,asaltó,asaltar,he assaulted; she assaulted; it assaulted,he assaulted; she assaulted; it assaulted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20349,divertía,divertir,I entertained,I entertained; he entertained; she entertained; it entertained (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
20357,odiaban,odiar,they hated,they hated (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
20382,invitaba,invitar,I invited,I invited; he invited; she invited; it invited (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20421,causaba,causar,I caused,I caused; he caused; she caused; it caused (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20440,penetró,penetrar,he penetrated; she penetrated; it penetrated,he penetrated; she penetrated; it penetrated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20446,basó,basar,he based on; she based on; it based on,he based on; she based on; it based on (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20453,protegió,proteger,he protected; she protected; it protected,he protected; she protected; it protected (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
20456,alcanzamos,alcanzar,we reached,we reached,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
20459,escogieron,escoger,they choosed,they chose (completed past),yes,inflected_english_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
20477,golpees,golpear,you hit,you hit,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|second|singular
20485,resultaban,resultar,they resulted,they resulted (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
20489,aseveró,aseverar,he asserted; she asserted; it asserted,he asserted; she asserted; it asserted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20490,añadía,añadir,I augmented,I augmented; he augmented; she augmented; it augmented (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
20495,controlamos,controlar,we controled,we controled,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
20496,destruimos,destruir,we destroyed,we destroyed,no,regular_ir_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ir_1pl_ambiguous_with_present,past|preterite|first|plural
20500,insistí,insistir,you insist,I insisted (completed past),yes,inflected_english_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_er_ir_preterite_1sg,past|preterite|first|singular
20514,encargaba,encargar,I entrusted,I entrusted; he entrusted; she entrusted; it entrusted (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20528,merecías,merecer,you deserved,you deserved (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,second,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|second|singular
20531,presidió,presidir,he presided; she presided; it presided,he presided; she presided; it presided (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
20533,realizaban,realizar,they carried out,they carried out (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|third|plural
20534,revelaron,revelar,they revealed,they revealed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20539,compartían,compartir,they shared,they shared (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
20555,enfrentaba,enfrentar,I confronted,I confronted; he confronted; she confronted; it confronted (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20560,practicaba,practicar,I practiced,I practiced; he practiced; she practiced; it practiced (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20576,roben,robar,they rob,they rob,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|third|plural
20580,asignó,asignar,he assigned; she assigned; it assigned,he assigned; she assigned; it assigned (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20586,encargaron,encargar,they entrusted,they entrusted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20589,atravesaba,atravesar,I crossed,I crossed; he crossed; she crossed; it crossed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20591,fugó,fugar,he escaped; she escaped; it escaped,he escaped; she escaped; it escaped (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20592,giraba,girar,I turned,I turned; he turned; she turned; it turned (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20600,recurrió,recurrir,he resorted to; she resorted to; it resorted to,he resorted to; she resorted to; it resorted to (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
20601,transmitió,transmitir,he transmited; she transmited; it transmited,he transmited; she transmited; it transmited (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
20617,arrebató,arrebatar,he snatched; she snatched; it snatched,he snatched; she snatched; it snatched (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20632,abordó,abordar,he addressed; she addressed; it addressed,he addressed; she addressed; it addressed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20639,diseñé,diseñar,I designed,I designed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
20648,rendimos,rendir,we conquered,we conquered,no,regular_ir_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ir_1pl_ambiguous_with_present,past|preterite|first|plural
20651,contenían,contener,they contained,they contained (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
20657,observaron,observar,they observed,they observed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20661,cerraste,cerrar,you closed,you closed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
20664,mudaste,mudar,you moved,you moved (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
20687,respetaba,respetar,I respected,I respected; he respected; she respected; it respected (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_ar_imperfect,past|imperfect|singular_ambiguous
20699,involucró,involucrar,he involved; she involved; it involved,he involved; she involved; it involved (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20710,constituían,constituir,they constituted,they constituted (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
20720,detenía,detener,I detained,I detained; he detained; she detained; it detained (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
20738,perseguían,perseguir,they pursued,they pursued (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
20743,despertamos,despertar,we waked,we waked,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
20757,expulsó,expulsar,he expeled; she expeled; it expeled,he expeled; she expeled; it expeled (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20761,recorría,recorrer,I toured,I toured; he toured; she toured; it toured (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
20763,repetimos,repetir,we repeated ),we repeated ),no,regular_ir_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ir_1pl_ambiguous_with_present,past|preterite|first|plural
20783,rechazaste,rechazar,you rejected,you rejected (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
20791,impactó,impactar,he impacted; she impacted; it impacted,he impacted; she impacted; it impacted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20801,asesiné,asesinar,I murdered,I murdered (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
20810,aprovecharon,aprovechar,they made use of,they made use of (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20814,culpó,culpar,he blamed; she blamed; it blamed,he blamed; she blamed; it blamed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20824,aguantó,aguantar,he holded; she holded; it holded,he holded; she holded; it holded (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20830,ejerció,ejercer,he exercised; she exercised; it exercised,he exercised; she exercised; it exercised (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_er_ir_preterite_3sg,past|preterite|third|singular
20860,sospechamos,sospechar,we suspected,we suspected,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
20879,soñaste,soñar,you dreamed,you dreamed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
20881,analizamos,analizar,we analyzed,we analyzed,no,regular_ar_1pl_ambiguous_with_present,past_candidate_only,preterite,first,plural,completed past,low,regular_ar_1pl_ambiguous_with_present,past|preterite|first|plural
20884,contempló,contemplar,he contemplated; she contemplated; it contemplated,he contemplated; she contemplated; it contemplated (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20889,lavó,lavar,he washed; she washed; it washed,he washed; she washed; it washed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20891,relató,relatar,he told; she told; it told,he told; she told; it told (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20899,existieron,existir,they existed,they existed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_er_ir_preterite_3pl,past|preterite|third|plural
20907,poseían,poseer,they possessed,they possessed (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,third,plural,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|third|plural
20917,centró,centrar,he focused; she focused; it focused,he focused; she focused; it focused (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20924,libró,librar,he saved; she saved; it saved,he saved; she saved; it saved (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20961,acompañaron,acompañar,they accompanied,they accompanied (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
20963,baste,bastar,I am enough,I am enough,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|singular_ambiguous
20971,peleé,pelear,I fighted,I fighted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
20973,renunciaste,renunciar,you renounced,you renounced (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,second,singular,completed past,high,regular_ar_preterite_2sg,past|preterite|second|singular
20982,incrementó,incrementar,he incremented; she incremented; it incremented,he incremented; she incremented; it incremented (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20985,solicité,solicitar,I requested,I requested (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
20987,apresuró,apresurar,he quickened; she quickened; it quickened,he quickened; she quickened; it quickened (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
20995,filtró,filtrar,he filtered; she filtered; it filtered,he filtered; she filtered; it filtered (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21001,moví,mover,I moved,I moved (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_er_ir_preterite_1sg,past|preterite|first|singular
21006,abramos,abrir,we open,we open,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|first|plural
21029,aproveché,aprovechar,I made use of,I made use of (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
21032,canté,cantar,I singed,I singed (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,first,singular,completed past,high,regular_ar_preterite_1sg,past|preterite|first|singular
21034,dobló,doblar,he folded; she folded; it folded,he folded; she folded; it folded (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21035,escapes,escapar,you escape,you escape,no,blocked_by_existing_mood_tag,,,,,,,,subjunctive|present|second|singular
21040,prolongó,prolongar,he prolonged; she prolonged; it prolonged,he prolonged; she prolonged; it prolonged (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21051,establecía,establecer,I established,I established; he established; she established; it established (ongoing habitual/background past),yes,trusted_existing_past_gloss,past_tense_detected,imperfect,singular_ambiguous,singular,ongoing habitual/background past,high,regular_er_ir_imperfect,past|imperfect|singular_ambiguous
21064,brindó,brindar,he toasted; she toasted; it toasted,he toasted; she toasted; it toasted (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
21066,destacaron,destacar,they emphasized,they emphasized (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,plural,completed past,high,regular_ar_preterite_3pl,past|preterite|third|plural
21076,deseó,desear,he wished; she wished; it wished,he wished; she wished; it wished (completed past),yes,trusted_existing_past_gloss,past_tense_detected,preterite,third,singular,completed past,high,regular_ar_preterite_3sg,past|preterite|third|singular
