count,spanish,pos,flags,usage,source_column,lemma_original,lemma_normalized,lemma_lemmatized,lemma_lookup_used,lemma_translated,translated_flag,translation_source
8962,mercancía,n,,5952:mercancía|3010:mercancías,spanish,mercancía,mercancía,mercancía,mercancía,commodity,TRUE,dict
8941,margaret,none,NOUSAGE,8941:margaret,spanish,margaret,margaret,margaret,margaret,margaret,TRUE,dict
8931,emisión,n,,5789:emisión|3142:emisiones,spanish,emisión,emisión,emisión,emisión,broadcast / emission,TRUE,dict
8930,chaval,n,,6528:chaval|1887:chavales|384:chavala|131:chavalas,spanish,chaval,chaval,chaval,chaval,youngster,TRUE,dict
8923,cuero,n,,8076:cuero|847:cueros,spanish,cuero,cuero,cuero,cuero,leather,TRUE,dict
8922,carol,none,NOUSAGE,8922:carol,spanish,carol,carol,carol,carol,carol,TRUE,dict
8920,russell,none,NOUSAGE,8920:russell,spanish,russell,russell,russell,russell,russell,TRUE,dict
8902,tio,none,NOUSAGE,8902:tio,spanish,tio,tio,tio,tio,uncle,TRUE,dict_unaccented
8900,cráneo,n,,7592:cráneo|986:cráneos|272:craneo|50:craneos,spanish,cráneo,cráneo,cráneo,cráneo,skull,TRUE,dict
8900,cálido,adj,,4027:cálido|2982:cálida|1062:cálidos|829:cálidas,spanish,cálido,cálido,cálido,cálido,warm,TRUE,dict
8894,votación,n,,8009:votación|885:votaciones,spanish,votación,votación,votación,votación,vote,TRUE,dict
8891,aproximar,v,,2800:aproxima|848:aproximarse|792:aproximan|745:aproximándose|495:aproximó|468:aproximaba|419:aproximando|277:aproximamos|235:aproximar|225:aproxime|192:aproximarnos|166:aproximaban|120:aproximándonos|119:aproximarme|111:aproximaron|95:aproximen|79:aproximo|77:aproximé|68:aproxímense|50:aproximas|49:aproximara|48:aproximará|47:aproximarte|44:aproximándome|43:aproxímate|40:aproxímese|24:aproximaría|23:aproximaremos|20:aproximábamos|18:aproximase|16:aproximemos|16:aproximes|13:aproximaran|13:aproximarla|13:aproximarán|12:aproximaos|10:aproximaros|7:aproximarlo|7:aproximarlos|7:aproximate|6:aproximarás|6:aproximaste|6:aproximársele|6:aproxímenlas|4:aproximarlas|4:aproximándola|4:aproximándolos|4:aproximémonos,spanish,aproximar,aproximar,aproximar,aproximar,approximate,TRUE,dict
8879,congelado,adj,,3815:congelado|2055:congelada|2046:congelados|963:congeladas,spanish,congelado,congelado,congelado,congelar,freeze,TRUE,heuristic_dict
8878,juvenil,adj,,6556:juvenil|2322:juveniles,spanish,juvenil,juvenil,juvenil,juvenil,juvenile,TRUE,dict
8876,clinton,none,NOUSAGE,8876:clinton,spanish,clinton,clinton,clinton,clinton,clinton,TRUE,dict
8875,concejal,n,,5735:concejal|2562:concejales|568:concejala|10:concejalas,spanish,concejal,concejal,concejal,concejal,councillor / alderman / alderwoman,TRUE,dict
8863,Ruiz,prop,,8863:ruiz,spanish,Ruiz,ruiz,ruiz,ruiz,ruiz,TRUE,dict
8863,rural,adj,,5877:rural|2986:rurales,spanish,rural,rural,rural,rural,rural,TRUE,dict
8862,proporción,n,,5917:proporción|2945:proporciones,spanish,proporción,proporción,proporción,proporción,proportion,TRUE,dict
8856,ambiental,adj,,5632:ambiental|3224:ambientales,spanish,ambiental,ambiental,ambiental,ambiental,environmental,TRUE,dict
8855,dick,none,NOUSAGE,8855:dick,spanish,dick,dick,dick,dick,dick,TRUE,dict
8851,cabina,n,,8001:cabina|850:cabinas,spanish,cabina,cabina,cabina,cabina,cabin / cab,TRUE,dict
8851,caramelo,n,,4448:caramelos|4403:caramelo,spanish,caramelo,caramelo,caramelo,caramelo,candy,TRUE,dict
8849,maya,n,,7241:maya|1608:mayas,spanish,maya,maya,maya,maya,maya,TRUE,dict
8849,muchísimo,determiner,DUPLICATE,5878:muchísimas|1541:muchísimos|1430:muchísima,spanish,muchísimo,muchísimo,muchísimo,muchísimo,a lot of / a lot,TRUE,dict
8839,orientar,v,,1261:orientar|1226:orientada|1178:orientado|831:orienta|765:orientadas|687:orientados|538:orientarse|429:orientan|247:orientó|171:orientarme|163:orientando|121:orientarnos|113:orienten|111:orientaron|106:orientaba|86:orientará|70:orientaban|66:orientarte|61:orientarlo|57:oriento|56:orientándose|48:orientarán|46:orientamos|41:orientarla|40:orientarlos|39:orientara|23:orientarle|22:orientaran|19:orientas|19:orientándolo|18:orientaremos|15:orientarlas|15:orienté|14:orientarles|14:orientaría|14:orientándome|14:oriéntate|12:orientase|9:orientemos|8:orientándola|8:orientándolos|7:orientale|7:orientaré|7:oriéntame|6:orientaros|6:orientarían|6:orientándolas|6:orientémonos|5:oriénteme|4:orientarás|4:oriéntese,spanish,orientar,orientar,orientar,orientar,orient,TRUE,dict
8835,ee.uu.,none,NOUSAGE,8835:ee.uu.,spanish,ee.uu.,ee.uu,ee.uu,ee.uu,usa,TRUE,dict
8833,grosero,adj,,5865:grosero|2124:grosera|560:groseros|284:groseras,spanish,grosero,grosero,grosero,grosero,earthy,TRUE,dict
8825,Raúl,prop,,8825:raúl,spanish,Raúl,raúl,raúl,raúl,raúl,TRUE,dict
8817,silencioso,adj,,4161:silencioso|3070:silenciosa|1000:silenciosos|586:silenciosas,spanish,silencioso,silencioso,silencioso,silencioso,silent,TRUE,dict
8814,activar,v,,2719:activar|968:activó|760:active|748:activando|483:activan|461:activen|341:activará|263:activaron|246:activarse|243:activarlo|164:activamos|153:activé|118:activarla|118:activaste|116:activaré|83:activaría|77:activarán|76:activara|62:activaba|59:actívalo|57:activad|53:activaremos|49:activemos|46:actives|38:activarlos|31:actívelo|25:activarás|25:actívate|23:activarlas|22:activaran|21:activaban|20:activándose|18:actívense|17:activarían|15:activase|13:actívala|10:activare|10:actívela|9:activaras|9:activarme|8:actívenla|6:activarnos|6:activarías|5:activáramos|4:activalo|4:activasen|4:activándolo|4:activándolos|4:actívenlo,spanish,activar,activar,activar,activar,actuate / setoff / activate,TRUE,dict
8814,síndrome,n,,7986:síndrome|828:síndromes,spanish,síndrome,síndrome,síndrome,síndrome,syndrome,TRUE,dict
8811,puño,n,,5501:puño|3310:puños,spanish,puño,puño,puño,puño,fist,TRUE,dict
8808,romance,n,,7820:romance|988:romances,spanish,romance,romance,romance,romance,romance,TRUE,dict
8805,desafiar,v,,1785:desafiar|1078:desafía|973:desafiando|764:desafió|609:desafiado|466:desafían|389:desafiarme|236:desafías|186:desafiaba|175:desafiaron|159:desafiarlo|153:desafíe|128:desafiaste|128:desafié|124:desafiamos|120:desafíes|112:desafiarte|84:desafiarnos|81:desafiada|73:desafiaban|72:desafiaría|71:desafiaré|61:desafiará|61:desafíen|57:desafiarle|55:desafiarlos|54:desafiara|54:desafiarla|49:desafiándome|46:desafiados|35:desafíame|33:desafiaremos|31:desafiarán|22:desafiarse|21:desafiadas|21:desafiaran|18:desafiarías|14:desafiándolo|14:desafiándonos|12:desafiemos|12:desafiáis|12:desafíalo|10:desafiarles|10:desafiándote|9:desafiaros|9:desafiarás|9:desafiarían|9:desafiábamos|9:desafiándolos|9:desafiándose|8:desafiarlas|8:desafiándole|8:desafíala|7:desafiame|7:desafiaras|7:desafiase|6:desafíalos|6:desafíennos|5:desafiabas|5:desafíale|4:desafiasteis|4:desafiándola|4:desafiándoles|4:desafíate,spanish,desafiar,desafiar,desafiar,desafiar,defy / challenge,TRUE,dict
8799,envolver,v,,1751:envuelve|1280:envolver|681:envolvió|548:envolvía|498:envuelven|393:envolviendo|339:envolverlo|244:envolví|235:envuelva|220:envuelvo|211:envolvieron|155:envolvían|132:envuélvelo|129:envolveré|120:envuelves|115:envolverla|112:envuelvan|104:envolvemos|96:envolverme|91:envolverse|91:envolverte|85:envolviste|70:envolverlos|57:envuélvalo|56:envuelvas|53:envolviera|48:envolverá|44:envolviéndolo|44:envuélvela|41:envuélveme|41:envuélvete|37:envolverlas|35:envolvimos|34:envolvería|32:envolvernos|32:envolvieran|32:envolviéndolos|31:envolveremos|31:envolviéndose|28:envolvamos|28:envolverán|28:envolviéndola|28:envuélvanlo|27:envolverle|24:envolviéndome|17:envuélvelos|16:envolviese|15:envolviéndote|15:envuélvalas|13:envolverían|13:envolviéndonos|13:envuélvala|12:envolviéndole|12:envuélvalos|12:envuélvame|12:envuélvamelo|11:envolviéndolas|11:envolvámoslo|11:envuélvase|11:envuélvelas|9:envuélvamela|8:envolvedlo|8:envuélvanla|8:envuélvemelo|7:envolvieras|7:envolvéis|6:envolvedme|6:envolverles|6:envolverás|6:envolvérmelo|5:envolvíamos|5:envuélvanlos|5:envuélvenos|4:envolverías|4:envolvámosla,spanish,envolver,envolver,envolver,envolver,wrap,TRUE,dict
8798,asomar,v,,1701:asoma|969:asomó|720:asomaba|674:asomarse|548:asomar|546:asoman|408:asomando|405:asomado|347:asomaban|340:asomé|228:asome|221:asomándose|182:asómate|179:asomada|175:asomarme|158:asomaron|86:asomamos|85:asomara|82:asomas|80:asomes|78:asomarnos|76:asomados|64:asomarte|62:asomen|48:asomará|40:asomadas|24:asomaran|24:asómese|23:asomaré|21:asomaría|20:asomarán|20:asomándome|19:asómense|18:asomase|14:asomaste|11:asomemos|11:asomándole|10:asomabas|10:asomaros|10:asomábamos|9:asomarás|9:asomándonos|8:asomaos|6:asomándote|5:asomaras|5:asomate|5:asomáis|5:asoméis|5:asomémonos|4:asomad,spanish,asomar,asomar,asomar,asomar,show / peepout,TRUE,dict
8798,cocaína,n,,8798:cocaína,spanish,cocaína,cocaína,cocaína,cocaína,cocaine,TRUE,dict
8796,legítimo,adj,,3877:legítimo|3066:legítima|1236:legítimos|617:legítimas,spanish,legítimo,legítimo,legítimo,legítimo,legitimate,TRUE,dict
8794,estancia,n,,7611:estancia|1183:estancias,spanish,estancia,estancia,estancia,estancia,stay,TRUE,dict
8791,formular,v,,1904:formular|1225:formula|908:formulado|869:formulada|807:formuló|709:formuladas|271:formulan|264:formularon|196:formularse|182:formulando|181:formulados|171:formule|117:formulaba|81:formulen|80:formulará|76:formulo|73:formulamos|70:formulas|65:formulara|65:formulé|54:formulaban|50:formularla|46:formularle|39:formularlo|33:formulándose|28:formularán|26:formularlas|26:formularé|24:formularan|23:formularía|18:formularnos|16:formularemos|15:formulase|12:formularles|10:formularlos|7:formularte|7:formulemos|6:formularme|6:formularían|6:formulaste|5:formules|4:formularos|4:formularías|4:formulasen|4:formulábamos|4:formulársela,spanish,formular,formular,formular,formular,formulate,TRUE,dict
8787,saludable,adj,,7181:saludable|1606:saludables,spanish,saludable,saludable,saludable,saludable,healthy,TRUE,dict
8783,oveja,n,,5267:ovejas|3516:oveja,spanish,oveja,oveja,oveja,oveja,sheep,TRUE,dict
8782,cómplice,n,,6269:cómplice|2513:cómplices,spanish,cómplice,cómplice,cómplice,cómplice,accomplice,TRUE,dict
8768,marino,n,,5735:marino|3033:marinos,spanish,marino,marino,marino,marino,marino / marine,TRUE,dict
8764,hechizo,n,,7168:hechizo|1596:hechizos,spanish,hechizo,hechizo,hechizo,hechizo,enchantment,TRUE,dict
8760,choque,n,,7524:choque|1236:choques,spanish,choque,choque,choque,choque,crash,TRUE,dict
8759,heredar,v,,1878:heredado|1364:heredó|1056:heredar|774:heredé|589:hereda|377:heredará|292:heredaste|291:heredados|233:heredan|226:heredamos|192:heredarán|189:herede|178:heredaron|159:heredaría|144:heredo|96:heredarás|74:heredando|70:heredara|63:heredaré|61:heredaba|60:heredarlo|59:heredas|53:hereden|33:heredes|30:heredaran|26:heredaremos|24:heredaban|24:heredarla|21:heredarían|19:heredaras|18:heredarías|17:heredarse|13:heredase|10:heredarle|8:heredarte|7:heredaréis|7:heredasteis|6:heredabas|5:heredasen|5:heredemos|4:heredarme|4:heredarnos,spanish,heredar,heredar,heredar,heredar,inherit,TRUE,dict
8756,envío,n,,7463:envío|1293:envíos,spanish,envío,envío,envío,envío,sending,TRUE,dict
8752,williams,none,NOUSAGE,8752:williams,spanish,williams,williams,williams,williams,williams,TRUE,dict
8750,subrayar,v,,3063:subrayó|1488:subraya|1463:subrayar|736:subrayado|358:subrayando|322:subrayan|199:subrayaron|183:subrayada|154:subrayaba|132:subrayados|108:subrayo|77:subrayadas|54:subrayaban|54:subraye|53:subrayarse|47:subrayarlo|45:subrayé|37:subrayamos|21:subrayaste|16:subrayará|16:subrayemos|14:subrayaré|13:subrayen|11:subrayara|11:subrayarlas|10:subrayaría|9:subrayábamos|8:subrayas|7:subrayarán|6:subrayarla|6:subrayándose|6:subráyalo|5:subrayaremos|5:subrayarle|5:subrayes|4:subrayarlos|4:subrayándola,spanish,subrayar,subrayar,subrayar,subrayar,underline,TRUE,dict
8749,sindical,adj,,4947:sindical|3802:sindicales,spanish,sindical,sindical,sindical,sindical,sindical,TRUE,dict
8738,terrorismo,n,,8701:terrorismo|37:terrorismos,spanish,terrorismo,terrorismo,terrorismo,terrorismo,terrorism,TRUE,dict
8735,herencia,n,,8376:herencia|359:herencias,spanish,herencia,herencia,herencia,herencia,inheritance,TRUE,dict
8734,lana,n,,8503:lana|231:lanas,spanish,lana,lana,lana,lana,lana / wool,TRUE,dict
8731,mojado,adj,,4207:mojado|2642:mojada|944:mojadas|938:mojados,spanish,mojado,mojado,mojado,mojado,wet,TRUE,dict
8730,iluminar,v,,2151:ilumina|1379:iluminar|714:iluminó|563:iluminaba|552:iluminan|467:ilumine|455:iluminando|249:ilumíname|219:iluminaban|192:iluminaron|184:iluminará|143:iluminarse|132:iluminas|110:iluminen|83:iluminara|83:iluminarnos|71:iluminarme|67:ilumino|60:iluminarlo|60:iluminarán|60:ilumínanos|44:iluminaría|43:iluminarte|39:iluminé|37:ilumines|33:ilumíneme|31:iluminaste|30:iluminamos|30:iluminaré|29:iluminaran|28:iluminarlos|26:ilumínalo|25:ilumínenos|23:iluminemos|22:iluminándolo|22:iluminándose|21:iluminarla|21:iluminase|18:iluminaremos|18:iluminarás|14:iluminame|14:iluminarle|12:iluminándome|11:iluminad|11:iluminarían|11:iluminándote|9:iluminanos|9:iluminándole|9:ilumínala|9:ilumínalos|9:ilumínate|8:iluminarles|8:iluminándola|8:iluminándonos|8:ilumínenme|7:iluminándolas|7:iluminándolos|6:iluminabas|6:iluminarlas|6:ilumínale|5:iluminadme|5:iluminaras|4:ilumínenlo,spanish,iluminar,iluminar,iluminar,iluminar,light,TRUE,dict
8730,proveer,v,,1735:proveer|1285:provee|945:provisto|612:provistos|482:proveen|457:proveerá|421:provista|235:proveyó|229:provistas|199:proveía|194:provea|160:proveemos|153:proveyendo|148:proveerse|122:proveo|114:proveerle|103:proveernos|85:provean|83:proveían|81:proveeré|77:proveerán|71:proveído|68:proveyeron|65:proveerles|64:proveería|63:proveeremos|49:proveerte|45:proveerme|38:provees|37:proveerlo|31:proveerlos|27:proveerla|27:proveí|24:proveyera|23:proveídos|20:proveerás|14:proveerían|10:proveeros|10:proveímos|10:proveíste|9:proveerlas|9:proveyéndoles|9:proveída|8:proveyeran|7:proveas|7:proveeríamos|7:proveyese|6:proveyéndole|6:proveías|5:proveamos|5:proveyéndolo|5:proveyéndolos|5:proveérsela|5:proveíamos|5:provéase|4:proveyéndose|4:proveérselos|4:proveídas|4:provéete,spanish,proveer,proveer,proveer,proveer,cater,TRUE,dict
8728,parcial,adj,,6358:parcial|2370:parciales,spanish,parcial,parcial,parcial,parcial,partial,TRUE,dict
8724,falda,n,,6237:falda|2487:faldas,spanish,falda,falda,falda,falda,skirt,TRUE,dict
8722,Jessica,prop,,8722:jessica,spanish,Jessica,jessica,jessica,jessica,jessica,TRUE,dict
8721,transferencia,n,,6758:transferencia|1873:transferencias|72:trasferencia|18:trasferencias,spanish,transferencia,transferencia,transferencia,transferencia,transfer,TRUE,dict
8717,africano,adj,,2978:africano|2725:africanos|2138:africana|876:africanas,spanish,africano,africano,africano,africano,african,TRUE,dict
8711,casino,n,,7228:casino|1483:casinos,spanish,casino,casino,casino,casino,casino,TRUE,dict
8709,crudo,adj,,4618:crudo|2294:cruda|1125:crudos|672:crudas,spanish,crudo,crudo,crudo,crudo,crude / raw,TRUE,dict
8703,destacado,adj,,3914:destacado|2603:destacados|1289:destacada|897:destacadas,spanish,destacado,destacado,destacado,destacar,standout,TRUE,heuristic_dict
8702,adicional,adj,,5079:adicional|3623:adicionales,spanish,adicional,adicional,adicional,adicional,additional,TRUE,dict
8702,rebecca,none,NOUSAGE,8702:rebecca,spanish,rebecca,rebecca,rebecca,rebecca,rebecca,TRUE,dict
8701,bienestar,n,,8701:bienestar,spanish,bienestar,bienestar,bienestar,bienestar,welfare,TRUE,dict
8698,novato,n,,5231:novato|2204:novatos|1006:novata|257:novatas,spanish,novato,novato,novato,novato,inexperienced / novice,TRUE,dict
8697,secar,v,,1688:secar|807:seque|654:secarse|645:secó|513:secando|450:secan|374:sécate|326:secándose|245:secaba|241:sequen|237:secará|234:secarte|225:secarme|178:secaron|170:secarlo|119:secara|113:secaré|97:secada|93:sequé|89:secarlas|84:secamos|79:secarla|77:secarlos|75:secarán|60:seques|56:secaban|51:secaran|47:secadas|45:secarnos|44:secarle|41:séquese|40:sécalo|39:secaremos|36:secaría|33:sécame|30:secaste|25:secándome|22:séquense|20:secarás|19:secate|16:secase|16:sécala|15:sécalas|14:secarían|12:secaros|12:secándole|12:secándolo|11:secándote|11:sequemos|11:séquelo|9:secad|9:secaos|9:secándola|8:sécale|8:sécalos|7:secale|6:secarías|6:secasen|6:secábamos|6:séquela|6:séquenlo|5:secaras|5:secándolos|5:sécatelo|5:séquelas|5:séquelos|5:séqueme|4:secabas|4:secare|4:secándolas|4:secándonos|4:secársela|4:secárselas|4:secársele|4:sécatela|4:sécatelas,spanish,secar,secar,secar,secar,dry / wipe,TRUE,dict
8693,estrés,n,,8495:estrés|198:estreses,spanish,estrés,estrés,estrés,estrés,stress,TRUE,dict
8693,pa,n,,7295:pa|1398:pas,spanish,pa,pa,pa,pase,pass,TRUE,heuristic_dict
8687,diseñar,v,,2670:diseñar|1776:diseñó|879:diseñé|597:diseñando|562:diseña|445:diseñaron|307:diseñamos|236:diseñan|169:diseñe|161:diseñaste|127:diseñaba|80:diseñas|73:diseñarse|66:diseñara|60:diseñarlo|54:diseñará|50:diseñen|36:diseñaré|34:diseñaban|33:diseñarla|31:diseñaría|25:diseñes|23:diseñaremos|21:diseñarán|20:diseñarlos|19:diseñaran|19:diseñarlas|19:diseñemos|10:diseñarle|9:diseñarás|7:diseñarme|7:diseñarte|7:diseñarían|7:diseñase|7:diseñábamos|6:diseñándolo|5:diseñabas|5:diseñad|5:diseñás|4:diseñare|4:diseñarnos|4:diseñándolos|4:diseñándose|4:diseñáramos,spanish,diseñar,diseñar,diseñar,diseñar,design,TRUE,dict
8686,agricultura,n,,8662:agricultura|24:agriculturas,spanish,agricultura,agricultura,agricultura,agricultura,agriculture,TRUE,dict
8685,araña,n,,6079:araña|2606:arañas,spanish,araña,araña,araña,araña,spider,TRUE,dict
8684,supervivencia,n,,7805:supervivencia|805:sobrevivencia|62:supervivencias|8:sobreviviencia|4:sobrevivencias,spanish,supervivencia,supervivencia,supervivencia,supervivencia,survival,TRUE,dict
8680,alcohólico,adj,,3357:alcohólico|2115:alcohólica|1953:alcohólicos|1255:alcohólicas,spanish,alcohólico,alcohólico,alcohólico,alcohólico,alcoholic,TRUE,dict
8679,trono,n,,8251:trono|428:tronos,spanish,trono,trono,trono,trono,throne,TRUE,dict
8675,originar,v,,1694:origina|1562:originó|1035:originado|1011:originan|589:originar|435:originada|412:originaron|401:originados|351:originando|308:originadas|183:originarse|114:origine|98:originaba|76:originen|74:originaría|73:originará|73:originándose|46:originaban|33:origino|24:originarán|19:originarían|13:originara|10:originé|9:originamos|9:originase|8:originaran|6:originas|5:originasen|4:origines,spanish,originar,originar,originar,originar,originate,TRUE,dict
8670,instancia,n,,5762:instancia|2908:instancias,spanish,instancia,instancia,instancia,instancia,instance,TRUE,dict
8656,dr,none,NOUSAGE,8656:dr,spanish,dr,dr,dr,dr,dr.,TRUE,dict
8656,eje,n,,6950:eje|1706:ejes,spanish,eje,eje,eje,eje,axis,TRUE,dict
8651,enano,n,,5007:enano|2019:enanos|1276:enana|349:enanas,spanish,enano,enano,enano,enano,dwarf,TRUE,dict
8640,raya,n,,5952:raya|2688:rayas,spanish,raya,raya,raya,raya,line,TRUE,dict
8638,desorden,n,,7539:desorden|1099:desórdenes,spanish,desorden,desorden,desorden,desorden,disorder,TRUE,dict
8636,clavar,v,,1305:clavó|1296:clavar|890:clava|488:clavé|455:clavando|352:clavaron|334:clavarle|325:clavan|254:clavaste|247:clavaba|232:clavas|213:clavaré|194:clavarme|141:clavarse|138:clavarte|126:clavarlo|110:claven|106:clavaban|104:clavamos|82:clavándole|81:clavará|72:clavara|71:clavaría|70:clavándose|65:clávala|64:clávalo|61:clávame|55:clavaran|47:clávale|41:clavarás|41:clavándome|36:clavaremos|34:clavarán|31:clavarlos|27:clavarles|25:clavárselo|24:clavemos|22:clávate|19:clavándote|19:clávamelo|18:clavándola|17:clavarlas|17:clavármelo|16:clavaras|16:clavarnos|14:clavare|14:clavarían|13:clavase|13:clavármela|12:clavártelo|11:clavasen|11:clavándoles|11:clavándolo|10:clavarías|9:clavad|9:clavalo|8:claváis|7:clavábamos|7:clavártela|7:clávele|7:clávelo|6:clavándolos|6:clavándosela|6:clávamela|6:clávatelo|6:clávenla|5:clavabas|5:clavases|5:clavándonos|5:clávalos|5:clávenle|5:clávenme|4:clavándosele|4:clavándoselo|4:clavársele|4:clávales|4:cláveme|4:clávenlo|4:clávenlos|4:cláveselo,spanish,clavar,clavar,clavar,clavar,nail,TRUE,dict
8633,mérito,n,,5410:mérito|3223:méritos,spanish,mérito,mérito,mérito,mérito,merit,TRUE,dict
8628,tumor,n,,6059:tumor|2569:tumores,spanish,tumor,tumor,tumor,tumor,tumor,TRUE,dict
8627,consumidor,n,,4709:consumidores|3918:consumidor,spanish,consumidor,consumidor,consumidor,consumidor,consumer,TRUE,dict
8620,elefante,n,,5640:elefante|2897:elefantes|78:elefanta|5:elefantas,spanish,elefante,elefante,elefante,elefante,elephant,TRUE,dict
8618,cruce,n,,5658:cruce|2960:cruces,spanish,cruce,cruce,cruce,cruce,crossing,TRUE,dict
8616,decepcionar,v,,1043:decepcionar|976:decepcionarte|688:decepciona|604:decepcionas|586:decepcionó|490:decepcioné|460:decepcionaré|294:decepcionará|286:decepcione|277:decepcionaste|264:decepcionarlo|238:decepcionarme|223:decepcionarla|198:decepcionarlos|192:decepcionan|188:decepcionando|182:decepciono|177:decepcionarle|152:decepcionaría|121:decepcionarás|103:decepcionaron|87:decepcionen|68:decepcionara|66:decepcionarse|65:decepcionamos|60:decepcionaremos|58:decepcionaros|58:decepcionarías|53:decepcionarán|48:decepcionarles|47:decepcionaba|35:decepcionarnos|32:decepcionemos|31:decepcionaras|23:decepcionare|23:decepcionándome|23:decepcionándote|22:decepcionarían|16:decepcionarlas|11:decepcionaran|11:decepcionase|9:decepcionéis|8:decepcionaban|8:decepcionáis|7:decepcióname|5:decepcionándolo,spanish,decepcionar,decepcionar,decepcionar,decepcionar,disappoint,TRUE,dict
8613,encabezar,v,,1550:encabeza|1374:encabezado|1280:encabezada|896:encabezados|792:encabezar|586:encabezó|360:encabezan|326:encabezando|304:encabezaba|260:encabezadas|197:encabezará|140:encabezaron|114:encabece|60:encabezaban|51:encabezara|46:encabezaría|45:encabezarán|41:encabezo|29:encabezas|28:encabezamos|23:encabezaré|21:encabecé|17:encabeces|13:encabezarían|12:encabezarás|11:encabecen|8:encabezarla|8:encabezaste|7:encabezase|5:encabezarlas|5:encabezarlo|4:encabezábamos,spanish,encabezar,encabezar,encabezar,encabezar,head / spearhead,TRUE,dict
8612,decepcionado,adj,,5794:decepcionado|2026:decepcionada|699:decepcionados|93:decepcionadas,spanish,decepcionado,decepcionado,decepcionado,decepcionar,disappoint,TRUE,heuristic_dict
8611,humilde,adj,,6701:humilde|1910:humildes,spanish,humilde,humilde,humilde,humilde,humble,TRUE,dict
8610,excluir,v,,1374:excluye|1253:excluir|1213:excluido|968:excluidos|617:excluida|540:excluyendo|406:excluyen|286:excluidas|233:excluyó|193:excluía|151:excluyeron|149:excluya|110:excluimos|110:excluyo|106:excluirse|93:excluirme|84:excluirlo|63:excluyan|58:excluiría|55:excluirla|50:excluirte|44:excluyes|42:excluían|37:excluyas|36:excluirá|34:excluiste|34:excluyera|32:excluí|27:excluirle|26:excluirlos|22:excluirnos|17:excluiremos|17:excluyeran|16:excluyéndose|14:excluirlas|13:excluirán|11:excluiré|10:excluyéndome|9:excluirían|8:excluyéndola|7:excluyese|7:exclúyeme|6:excluiros|6:excluyamos|6:excluyéndolo|5:excluyéndote|4:excluyeras|4:excluyesen|4:excluyéndonos,spanish,excluir,excluir,excluir,excluir,exclude,TRUE,dict
8606,corporación,n,,6029:corporación|2577:corporaciones,spanish,corporación,corporación,corporación,corporación,corporation,TRUE,dict
8604,orientación,n,,7503:orientación|1101:orientaciones,spanish,orientación,orientación,orientación,orientación,orientation,TRUE,dict
8595,amoroso,adj,,3986:amorosa|2807:amoroso|946:amorosos|856:amorosas,spanish,amoroso,amoroso,amoroso,amoroso,loving / amorous,TRUE,dict
8595,lámpara,n,,6328:lámpara|2267:lámparas,spanish,lámpara,lámpara,lámpara,lámpara,lamp,TRUE,dict
8594,productivo,adj,,2964:productivo|2536:productiva|1589:productivas|1505:productivos,spanish,productivo,productivo,productivo,productivo,productive,TRUE,dict
8586,hoyo,n,,6418:hoyo|2168:hoyos,spanish,hoyo,hoyo,hoyo,hoyo,hoyo / hole,TRUE,dict
8585,bicho,n,,4841:bicho|3744:bichos,spanish,bicho,bicho,bicho,bicho,bug,TRUE,dict
8581,todd,none,NOUSAGE,8581:todd,spanish,todd,todd,todd,todd,todd,TRUE,dict
8578,cueva,n,,8578:cueva,spanish,cueva,cueva,cueva,cueva,cave,TRUE,dict
8573,marinero,n,,5119:marinero|3454:marineros,spanish,marinero,marinero,marinero,marinero,sailor,TRUE,dict
8570,inglés,adj,DUPLICATE,7160:inglesa|1410:inglesas,spanish,inglés,inglés,inglés,inglés,english,TRUE,dict
8569,extremadamente,adv,,8569:extremadamente,spanish,extremadamente,extremadamente,extremadamente,extremadamente,extremely,TRUE,dict
8568,destrozado,adj,,4834:destrozado|2188:destrozada|1073:destrozados|473:destrozadas,spanish,destrozado,destrozado,destrozado,destrozar,shatter,TRUE,heuristic_dict
8565,denominado,adj,,3776:denominado|2749:denominada|1177:denominados|863:denominadas,spanish,denominado,denominado,denominado,denominar,designate / term,TRUE,heuristic_dict
8564,cosecha,n,,6498:cosecha|2066:cosechas,spanish,cosecha,cosecha,cosecha,cosecha,harvest,TRUE,dict
8562,absorber,v,,1749:absorber|1479:absorbe|1031:absorbido|673:absorben|597:absorbida|489:absorbiendo|376:absorbidos|365:absorbió|244:absorba|202:absorbidas|177:absorbía|159:absorberá|105:absorbieron|80:absorban|76:absorberlo|61:absorbí|57:absorbían|48:absorbes|46:absorbería|45:absorberla|44:absorbiera|43:absorberlos|37:absorbo|36:absorberán|31:absorberse|31:absorbiste|27:absorberé|26:absorbemos|23:absorbas|22:absorbiéndolo|19:absorberlas|17:absorbieran|16:absorberte|16:absorbimos|15:absórbelo|13:absorbernos|13:absorberían|10:absorberme|8:absorberemos|8:absorberle|8:absorbiese|8:absorbiéndola|8:absorbiéndose|6:absorberás|6:absorbiéndolos|4:absorbamos|4:absorberles|4:absórbeme,spanish,absorber,absorber,absorber,absorber,absorb,TRUE,dict
