rank,lemma,translation
20635,juventudes,youth (plural)
20636,monotonía,monotony
20637,murmullos,murmur; mutter; murmuring; muttering (masculine plural)
20638,odiosa,odious; hateful (feminine singular)
20639,orificios,orifice (masculine plural)
20640,rendimos,we conquered
20641,rojizo,reddish
20642,chicles,chewing gum (plural)
20643,contenían,they contained (ongoing habitual/background past)
20644,galáctica,galactic (feminine singular)
20645,involucrarte,to involve you
20646,marcharé,I will go
20647,mirate,you look at
20648,néctar,nectar
20649,observaron,they observed (completed past)
20650,repúblicas,republic (plural)
20651,romanas,Roman (feminine plural)
20652,vértebras,vertebra (plural)
20653,cerraste,you closed (completed past)
20654,divertiremos,we will entertain
20655,enunciados,utterance (masculine plural)
20656,mudaste,you moved (completed past)
20657,mátalos,kill them (masculine)
20658,patológico,pathological
20659,peluda,hairy (feminine singular)
20660,reunida,gathered (feminine singular)
20661,reversa,reverse
20662,salirme,to go out me
20663,tau,tauon
20664,africanas,African (feminine plural)
20665,aterra,you bring down
20666,balones,ball
20667,codificado,encoded
20668,confiaría,I would reassure
20669,constructivo,constructive
20670,discúlpenos,I excuse
20671,dispersa,dispersed; spread out (feminine singular)
20672,hipotecas,mortgage (plural)
20673,inquietos,cross; unquiet; restless; agitated (masculine plural)
20674,mercadeo,merchandising
20675,migajas,leftovers (plural)
20676,notificado,notified
20677,orales,you pray
20678,reclutado,recruited
20679,respetaba,I respected; he respected; she respected; it respected (ongoing habitual/background past)
20680,semáforos,traffic light (masculine plural)
20681,siguieran,they followed
20682,sustanciales,substantial (plural)
20683,ajustarse,to adjust
20684,asistida,mechanically assisted (feminine singular)
20685,axilas,armpit (plural)
20686,castigarme,to punish me
20687,descubrirán,they will discover
20688,evolucionando,evolving
20689,ficticia,fictitious (feminine singular)
20690,invariablemente,invariably
20691,involucró,he involved; she involved; it involved (completed past)
20692,llegarían,they would arrive
20693,molida,ground (feminine singular)
20694,preescolar,preschool
20695,privatizaciones,privatization
20696,repugnantes,repugnant; repulsive; abhorrent; rebarbative (plural)
20697,suda,you sweat
20698,sutileza,nicety; subtlety
20699,aseguraremos,we will secure
20700,cambiarle,to change to him or her
20701,clarinete,clarinet
20702,constituían,they constituted (ongoing habitual/background past)
20703,descaradamente,blatantly
20704,engañarnos,to trick us
20705,estandarte,flag; banner; colors; standard
20706,fealdad,ugliness
20707,jurisprudencia,jurisprudence
20708,sobrepeso,overweight
20709,tóxicas,toxic (feminine plural)
20710,colocadas,drunk (feminine plural)
20711,contundentes,heavy; severe (plural)
20712,detenía,I detained; he detained; she detained; it detained (ongoing habitual/background past)
20713,donado,donated
20714,gema,gem
20715,inverosímil,unlikely
20716,magisterio,teaching; instruction
20717,meando,pissing
20718,proclamar,to proclaim
20719,venenosas,venomous; poisonous (feminine plural)
20720,álgebra,algebra
20721,aguacate,avocado
20722,aristócratas,aristocrat (plural)
20723,arriesgaría,I would venture
20724,comentando,commenting
20725,depresiva,depressive (feminine singular)
20726,entrarás,you will enter
20727,minuciosa,thorough; detailed (feminine singular)
20728,molestaré,I will bother
20729,pasadizo,passage; corridor
20730,perseguían,they pursued (ongoing habitual/background past)
20731,selecciona,you select
20732,silba,booing; whistling
20733,aplasta,you crush
20734,contestando,replying
20735,despertamos,we waked
20736,explanada,esplanade; concourse
20737,focas,seal (plural)
20738,implicaría,I would imply
20739,otorgan,they grant
20740,resulto,I result
20741,acorazado,armored; armoured
20742,agresivas,aggressive (feminine plural)
20743,asombrosas,amazing; awesome; wondrous; breathtaking (feminine plural)
20744,beneficiario,beneficiary
20745,brócoli,broccoli
20746,bálsamo,balsam
20747,corresponsales,correspondent (plural)
20748,entendidos,expert (masculine plural)
20749,expulsó,he expeled; she expeled; it expeled (completed past)
20750,fisura,crack; fissure
20751,malhumorado,crabby; cranky; peevish; splenetic
20752,pascuas,Easter (plural)
20753,recorría,I toured; he toured; she toured; it toured (ongoing habitual/background past)
20754,reparos,qualm; cavil; demur; objection (masculine plural)
20755,repetimos,we repeated )
20756,responderle,to answer to him or her
20757,telégrafo,telegraph
20758,alegar,to cite as a defence or justification for one's actions
20759,autorizadas,authorized (feminine plural)
20760,buscadores,scouting; searching (plural)
20761,chuleta,chop
20762,cornisa,cornice
20763,deportación,deportation
20764,desorientado,lost; confused; disoriented
20765,haznos,do us
20766,himnos,hymn (masculine plural)
20767,ingenuos,naive; candid; innocent; ingenuous (masculine plural)
20768,mixtas,mixed (feminine plural)
20769,pisas,step; tread (plural)
20770,antibalas,bulletproof
20771,cautivo,captive
20772,ciruela,plum
20773,estimo,I esteem
20774,murmurando,murmuring
20775,rechazaste,you rejected (completed past)
20776,saltamontes,grasshopper
20777,transeúntes,transient; nonresident (plural)
20778,calderas,vat; small cauldron (feminine plural)
20779,coopera,you cooperate
20780,dichosa,lucky; fortunate (feminine singular)
20781,empírica,empirical (feminine singular)
20782,frenado,brake; braking
20783,impactó,he impacted; she impacted; it impacted (completed past)
20784,intactos,intact (masculine plural)
20785,ladrando,barking
20786,mallas,net; mesh (plural)
20787,milímetro,millimeter
20788,ortodoxa,orthodox (feminine singular)
20789,rítmica,rhythmic (feminine singular)
20790,subjetividad,subjectivity
20791,abominación,abomination
20792,amiguitos,lover (masculine plural)
20793,asesiné,I murdered (completed past)
20794,bazar,bazaar
20795,boceto,sketch; outline
20796,conglomerado,conglomerate
20797,declarados,sworn; declared (masculine plural)
20798,laca,lacquer
20799,mocosos,having lots of mucus (masculine plural)
20800,sobrepasado,surpassed
20801,toxicidad,toxicity
20802,aprovecharon,they made use of (completed past)
20803,aztecas,Aztec (plural)
20804,calurosa,very hot; to a greater extent than caliente (feminine singular)
20805,comedores,dining room (plural)
20806,culpó,he blamed; she blamed; it blamed (completed past)
20807,encargos,order (masculine plural)
20808,ficheros,file; file box (masculine plural)
20809,ganarán,they will gain
20810,generalización,generalization
20811,informador,informer
20812,inviernos,winter (masculine plural)
20813,litigio,lawsuit; litigation
20814,muéstrate,you show
20815,rendirnos,to conquer us
20816,aguantó,he holded; she holded; it holded (completed past)
20817,asta,flagpole; flagstaff
20818,asturiano,Asturian
20819,cronología,chronology
20820,curará,he will cure; she will cure; it will cure
20821,desechable,disposable
20822,ejerció,he exercised; she exercised; it exercised (completed past)
20823,fobia,phobia
20824,indefinida,indefinite (feminine singular)
20825,nombramientos,appointment (masculine plural)
20826,obligará,he will force; she will force; it will force
20827,periódica,periodic (feminine singular)
20828,podridos,rotten; addled; spoiled (masculine plural)
20829,preciada,precious (feminine singular)
20830,agrarias,agrarian; agricultural (feminine plural)
20831,cualificada,requiring qualifications (feminine singular)
20832,denominadas,named; called; entitled; denominated (feminine plural)
20833,empeños,effort; endeavor (masculine plural)
20834,erróneamente,erroneously
20835,escribirá,he will write; she will write; it will write
20836,fortalezas,fortress (plural)
20837,invitadas,invited (feminine plural)
20838,llagas,wound (plural)
20839,mecedora,rocking chair
20840,rezaré,I will pray
20841,rufián,villain; ruffian
20842,tiroteos,gunfight (masculine plural)
20843,virtuoso,virtuous
20844,abandonarme,to abandon me
20845,adjetivos,adjectival (masculine plural)
20846,cachonda,in rut; in heat (feminine singular)
20847,completan,they complete
20848,ensayado,rehearsed
20849,exportar,to export
20850,navajas,razor (plural)
20851,regulan,they regulate
20852,sospechamos,we suspected
20853,subirte,to raise you
20854,subyacente,underlying
20855,sucursales,branch (plural)
20856,trabajaría,I would work
20857,arrastrada,dragged (feminine singular)
20858,asentado,settled
20859,burlarte,to outwit you
20860,cuestionando,questioning
20861,decidiendo,deciding
20862,encubiertos,veiled; hidden (masculine plural)
20863,humanitario,humanitarian
20864,lastimaría,I would injure
20865,liberarlo,to liberate it (masculine)
20866,mechón,lock; tuft; strand
20867,novecientos,nine hundred
20868,plática,chat; discussion
20869,repasando,reviewing
20870,solvencia,solvency
20871,soñaste,you dreamed (completed past)
20872,suicidarte,to commit suicide you
20873,analizamos,we analyzed
20874,asaltante,raider; burglar
20875,calamares,squid (plural)
20876,contempló,he contemplated; she contemplated; it contemplated (completed past)
20877,desencanto,disillusion
20878,envejeciendo,getting old
20879,frambuesa,raspberry
20880,interpretarse,to interpret
20881,lavó,he washed; she washed; it washed (completed past)
20882,minúscula,minuscule; small letter; lower-case letter
20883,relató,he told; she told; it told (completed past)
20884,tata,dad; daddy
20885,vencimiento,defeat; collapse
20886,anguila,eel
20887,carriles,lane (plural)
20888,deliberado,deliberate
20889,depuración,treatment; depuration; purification
20890,escurridizo,elusive
20891,existieron,they existed (completed past)
20892,facto,a truth; a trufax; an opinion considered a true fact
20893,ficticio,fictitious
20894,finges,you pretend
20895,hospicio,hospice
20896,interactuar,to interact
20897,llegadas,arrived; received; delivered (feminine plural)
20898,originaria,original; originating (feminine singular)
20899,poseían,they possessed (ongoing habitual/background past)
20900,precursor,precursory
20901,problemita,issue; problem; challenge
20902,sancionado,passed a law
20903,sedantes,sedative (plural)
20904,sofocante,stuffy; suffocating
20905,accesibles,accessible; approachable (plural)
20906,besarse,to kiss
20907,brota,seedling
20908,cambiarás,you will change
20909,centró,he focused; she focused; it focused (completed past)
20910,chorlito,plover
20911,cobijo,bedroom
20912,coñazo,hit; blow
20913,encuestados,surveyee (masculine plural)
20914,gorrión,sparrow
20915,hambruna,famine
20916,libró,he saved; she saved; it saved (completed past)
20917,manzanilla,camomile
20918,moras,a mulberry; a mulberry fruit (plural)
20919,psíquicas,mental; psychic (feminine plural)
20920,subversivos,subversive (masculine plural)
20921,súplica,plea; supplication
20922,arado,plough
20923,desplazar,to displace
20924,ebrios,drunk; inebriated (masculine plural)
20925,funcionalidad,functionality
20926,garbo,grace
20927,guárdate,save you
20928,lastimas,you injure
20929,libertadores,liberating (plural)
20930,mayúsculas,uppercase; upper case (feminine plural)
20931,oportunas,opportune (feminine plural)
20932,pretendientes,aspiring (plural)
20933,proclamación,proclamation
20934,rematar,to finish off
20935,rotunda,rotund (feminine singular)
20936,acosar,to pursue
20937,agudeza,acuity; sharpness
20938,amorosas,amorous (feminine plural)
20939,autovía,divided highway; dual carriageway
20940,carrusel,carousel; merry-go-round
20941,esclerosis,sclerosis
20942,estampida,flight; stampede
20943,fluctuaciones,fluctuation
20944,forro,lining
20945,gargantas,throat (plural)
20946,multiplica,you multiply
20947,musculatura,muscles
20948,ocasiona,you cause
20949,paisanos,a fellow countryman (masculine plural)
20950,sanguijuelas,leech (plural)
20951,savia,sap
20952,aburres,you bore
20953,acompañaron,they accompanied (completed past)
20954,alitas,wing (plural)
20955,baste,I am enough
20956,caricaturas,caricature (plural)
20957,colcha,quilt; bedspread
20958,drástico,drastic
20959,follado,fucked
20960,juntarse,to combine
20961,lastimarme,to injure me
20962,microbios,microbe (masculine plural)
20963,peleé,I fighted (completed past)
20964,pupila,pupil of the eye
20965,renunciaste,you renounced (completed past)
20966,sostenerlo,to hold it (masculine)
20967,apodos,alias; byname; moniker; nickname (masculine plural)
20968,armería,armory; armoury
20969,complaciente,complaisant
20970,complementario,complementary
20971,destituido,fired
20972,ermitaño,hermit
20973,firman,they sign
20974,incrementó,he incremented; she incremented; it incremented (completed past)
20975,modestos,modest; humble; unpretentious (masculine plural)
20976,representativas,representative (feminine plural)
20977,solicité,I requested (completed past)
20978,sospechado,suspected
20979,apresuró,he quickened; she quickened; it quickened (completed past)
20980,boxeadores,boxer (plural)
20981,condiciona,you condition
20982,cínica,cynic; cynical (feminine singular)
20983,derroche,waste; dissipation
20984,desinterés,disinterest
20985,epinefrina,adrenaline; epinephrine
20986,exento,exempt
20987,filtró,he filtered; she filtered; it filtered (completed past)
20988,follón,lazy; good-for-nothing
20989,ganarlo,to gain it (masculine)
20990,hilera,row; windrow
20991,imperios,empire (masculine plural)
20992,monedero,purse; wallet
20993,moví,I moved (completed past)
20994,rebotes,bounce (plural)
20995,suspendidos,suspended (masculine plural)
20996,sótanos,cellar (masculine plural)
20997,tez,complexion
20998,abramos,we open
20999,acierta,you hit
21000,alquitrán,tar; pitch
21001,estéticas,aesthetic (feminine plural)
21002,generados,created; produced; generated (masculine plural)
21003,ideado,devised
21004,infamia,infamy
21005,invasor,invasive
21006,pastora,shepherd
21007,unirán,they will unite
21008,acreditación,licence; accreditation
21009,alubias,bean seed (plural)
21010,cerezo,cherry tree
21011,cifrado,coded
21012,desilusionado,disillusioned
21013,dictaduras,dictatorship (plural)
21014,hereje,heretic
21015,posgrado,postgraduate study
21016,respirador,respirator
21017,separarme,to separate me
21018,sobrenombre,nickname; sobriquet
21019,sollozos,sob (masculine plural)
21020,viajas,you travel
21021,aproveché,I made use of (completed past)
21022,bajaremos,we will go down
21023,cabinas,cabin (plural)
21024,canté,I singed (completed past)
21025,desertores,deserter (plural)
21026,dobló,he folded; she folded; it folded (completed past)
21027,escapes,you escape
21028,fanatismo,fanaticism
21029,guardados,hoard; secret saving (masculine plural)
21030,informarles,to inform to them
21031,palmo,span; handspan
21032,prolongó,he prolonged; she prolonged; it prolonged (completed past)
21033,tosca,tuff
21034,tumulto,riot; tumult; mayhem
21035,asombrosos,amazing; awesome; wondrous; breathtaking (masculine plural)
21036,comisarios,inspector (masculine plural)
21037,cuidada,watch out! (feminine singular)
21038,demostrarte,to show you
21039,derretido,melted
21040,descabellado,wild; absurd; unrealistic
21041,elaboradas,well-prepared (feminine plural)
21042,enfrento,I confront
21043,establecía,I established; he established; she established; it established (ongoing habitual/background past)
21044,faltará,he will be lacking; she will be lacking; it will be lacking
21045,husmear,to track by smell
21046,indumentaria,clothing
21047,lamentarás,you will lament
21048,partidista,partisan
21049,ponerles,to put to them
21050,quiosco,kiosk
21051,reparten,they share
21052,trasto,thing; gizmo; piece of junk
21053,alterna,alternate; alternative (feminine singular)
21054,aproximarse,to approach
21055,apurada,in a hurry (feminine singular)
21056,brindó,he toasted; she toasted; it toasted (completed past)
21057,cháchara,babble; chatter
21058,destacaron,they emphasized (completed past)
21059,herejes,heretic (plural)
21060,holgazán,loafing
21061,mochilas,backpack (plural)
21062,publicitarias,relating to advertising (feminine plural)
21063,simposio,symposium
21064,subiremos,we will raise
21065,traba,catch
21066,av,avenue
21067,cueros,leather (masculine plural)
21068,deseó,he wished; she wished; it wished (completed past)
21069,embrujado,haunted; bewitched
21070,exagera,you exaggerate
21071,funcionaban,they worked (ongoing habitual/background past)
21072,hallo,I find something
21073,limitaba,I limited; he limited; she limited; it limited (ongoing habitual/background past)
21074,maceta,flowerpot
21075,magnetismo,magnetism
21076,marisco,edible shellfish or alga
21077,mausoleo,mausoleum
21078,nordeste,northeast
21079,parejo,level
21080,picados,sour; spoiled; or having turned into vinegar (masculine plural)
21081,restaurado,restored
21082,tiernas,tender; affectionate (feminine plural)
21083,casona,house
21084,colación,snack; collation; light meal
21085,descargando,unloading
21086,diminutas,minute (feminine plural)
21087,elaboró,he made; she made; it made (completed past)
21088,encendiendo,lighting
21089,entusiasmados,enthused; enthusiastic (masculine plural)
21090,formatos,format (masculine plural)
21091,limpiarte,to clean you
21092,peleaste,you fighted (completed past)
21093,reparo,qualm; cavil; demur; objection
21094,rutinas,routine (plural)
21095,arrancaron,they pulled out (completed past)
21096,averiado,breaked
21097,hipotética,hypothetical (feminine singular)
21098,impartir,to impart
21099,insinuó,he insinuated; she insinuated; it insinuated (completed past)
21100,lloriquear,to cry a little
21101,perdiz,partridge
21102,popó,butt
21103,respiratorios,breathing; respiratory (masculine plural)
21104,sedes,thirst (plural)
21105,vació,he emptied; she emptied; it emptied (completed past)
21106,cantón,canton; district
21107,contrapunto,counterpoint
21108,desaparecerán,they will disappear
21109,festividad,festivity
21110,ganados,gained; earned (masculine plural)
21111,medianos,medium (masculine plural)
21112,miau,meow
21113,muchachita,boy (feminine singular)
21114,noviazgo,betrothal; engagement
21115,ofenderte,to offend you
21116,remitente,sender
21117,carismático,charismatic
21118,colar,to sift
21119,descalzos,barefoot (masculine plural)
21120,diagnosticado,diagnosed
21121,gestores,manager; overseer (plural)
21122,indeseable,undesirable
21123,mole,soft; mild
21124,peleaban,they fighted (ongoing habitual/background past)
21125,pronunciada,marked; notable (feminine singular)
21126,retiré,I removed (completed past)
21127,arqueológicos,archeological (masculine plural)
21128,botánica,botany (feminine singular)
21129,budín,pudding or budino
21130,buzo,diver
21131,conservando,conserving
21132,decenios,decade (masculine plural)
21133,despeja,you clear
21134,desventajas,drawback; downside; weakness; disadvantage (plural)
21135,erguido,upright
21136,erupciones,eruption
21137,escribano,notary; court clerk
21138,ignoró,he noted know; she noted know; it noted know (completed past)
21139,ofendida,offended (feminine singular)
21140,oportunista,opportunistic
21141,pausas,rest; break; pause (plural)
21142,pedirán,they will ask for something
21143,raqueta,racket
21144,tipa,chick; woman; broad; female equivalent of tipo: broad (feminine singular)
21145,traídos,used; worn (masculine plural)
21146,acelerada,accelerated (feminine singular)
21147,atómicas,atomic (feminine plural)
21148,consumía,I consumed; he consumed; she consumed; it consumed (ongoing habitual/background past)
21149,firmantes,signatory (plural)
21150,hidráulica,hydraulics
21151,inesperados,unexpected (masculine plural)
21152,padecía,I suffered; he suffered; she suffered; it suffered (ongoing habitual/background past)
21153,padrinos,godfather (masculine plural)
21154,psicoanalista,psychoanalyst
21155,sindicalistas,trade-union (plural)
21156,tirarla,to throw it (feminine)
21157,culmina,you culminate
21158,institutriz,governess
21159,inventamos,we invented
21160,loquero,a shrink
21161,primeramente,firstly
21162,respectivo,respective
21163,respetamos,we respected
21164,cochino,pig; hog
21165,cuarzo,quartz
21166,desplegado,deployed
21167,farmacéuticas,pharmaceutic; pharmaceutical (feminine plural)
21168,mejillones,mussel
21169,musculoso,brawny; muscular
21170,neta,true; legit
21171,pagadas,paid (feminine plural)
21172,portera,porter; doorman; gatekeeper (feminine singular)
21173,preferiblemente,preferably
21174,romperte,to break you
21175,traicioné,I betrayed (completed past)
21176,viviste,you lived (completed past)
21177,adrede,on purpose
21178,autodefensa,self-defence
21179,callos,tripes (masculine plural)
21180,cautivos,captive (masculine plural)
21181,chaco,farm
21182,configuran,they form
21183,culpan,they blame
21184,estrangular,to strangle
21185,imponía,I imposed; he imposed; she imposed; it imposed (ongoing habitual/background past)
21186,muéstrales,you show
21187,odiarte,to hate you
21188,recomendaría,I would recommend
21189,reunían,they gathered (ongoing habitual/background past)
21190,suplentes,stand-in; substitute (plural)
21191,arrancando,pulling out
21192,caprichoso,wayward; whimsical; capricious
21193,configura,you form
21194,devora,you devour
21195,encajaba,I inserted; he inserted; she inserted; it inserted (ongoing habitual/background past)
21196,evocación,evocation
21197,excede,you exceed
21198,marginado,ostracized; marginalized; cast out
21199,portan,they bear
21200,prometía,I promised; he promised; she promised; it promised (ongoing habitual/background past)
21201,reventado,beat; knackered
21202,sonoras,audible (feminine plural)
21203,voceros,spokesman (masculine plural)
21204,avispas,wasp (plural)
21205,azafrán,saffron crocus
21206,cojonudo,great; ballsy; brilliant
21207,comendador,commander
21208,conmemorar,to commemorate
21209,contratando,contracting
21210,descalza,barefoot (feminine singular)
21211,destruiría,I would destroy
21212,enviarlos,to send them (masculine)
21213,mordedura,bite
21214,ochocientos,eight hundred
21215,piadoso,pious
21216,pimentón,paprika
21217,talco,talc
21218,testaruda,willful; stubborn; obstinate (feminine singular)
21219,volcó,he upseted; she upseted; it upseted (completed past)
21220,aplastó,he crushed; she crushed; it crushed (completed past)
21221,apreciaba,I appreciated; he appreciated; she appreciated; it appreciated (ongoing habitual/background past)
21222,arriesgo,I venture
21223,autonómicos,autonomous (masculine plural)
21224,autopsias,autopsy (plural)
21225,corriste,you ran (completed past)
21226,dedicaron,they dedicated (completed past)
21227,desasosiego,anxiety; distress
21228,flagrante,flagrant
21229,leñador,logger; lumberjack; woodcutter
21230,planeaste,you planed (completed past)
21231,respalda,you support
21232,seguirían,they would follow
21233,arranco,I pull out
21234,baldosas,tile; slab (plural)
21235,bisabuela,great-grandmother
21236,iberoamericana,Ibero-American (feminine singular)
21237,inestables,unstable (plural)
21238,levantaré,I will lift
21239,perturbada,upset; agitated; disturbed (feminine singular)
21240,renunciaré,I will renounce
21241,velatorio,funereal; funeral parlour
21242,volcar,to upset
21243,acoplamiento,joining
21244,apareamiento,mating; pairing
21245,asustarla,to scare it (feminine)
21246,atracar,to berth
21247,chocado,crashed
21248,clóset,closet
21249,comprimido,a small pill
21250,diferencian,they differentiate
21251,gruta,cave; grotto
21252,hallaremos,we will find something
21253,lactancia,breastfeeding
21254,navíos,large ship (masculine plural)
21255,produciría,I would produce
21256,resignado,resigned
21257,retrovisor,rear-view mirror
21258,tardas,late; tardy (feminine plural)
21259,adversas,adverse (feminine plural)
21260,aguardar,to wait
21261,alegraría,I would make happy
21262,anchura,width; breadth
21263,até,I tied (completed past)
21264,bellísimo,fair; beautiful
21265,catálogos,catalog (masculine plural)
21266,compartes,you share
21267,derrotada,ragged (feminine singular)
21268,escupió,he spited; she spited; it spited (completed past)
21269,ganchos,peg; hook (masculine plural)
21270,hervido,boiling
21271,humillarme,to humiliate me
21272,inseparable,lovebird
21273,jesuita,Jesuit
21274,limpiamos,we cleaned
21275,prepararon,they prepared (completed past)
21276,reducirse,to reduce
21277,sufres,you suffer
21278,yodo,iodine
21279,apoyaré,I will lean
21280,celebradas,celebrated (feminine plural)
21281,cruzo,I cross
21282,descendente,downward; descending
21283,desempeñado,holded
21284,engranaje,gears; transmission; gear train
21285,gaceta,gazette; newspaper
21286,galo,Gallic
21287,orienta,you orient
21288,prendida,turned on; switched on (feminine singular)
21289,recuperarme,to recover me
21290,rudos,rude; rough; crude; rugged (masculine plural)
21291,tapones,blockage; obstruction
21292,acampada,camping
21293,adjunta,attached (feminine singular)
21294,alquilé,I rented (completed past)
21295,entrevistados,interviewee (masculine plural)
21296,escáneres,scanner (plural)
21297,extensas,extensive (feminine plural)
21298,nazareno,Nazarene
21299,ostra,oyster
21300,partía,I divided; he divided; she divided; it divided (ongoing habitual/background past)
21301,paños,cloth (masculine plural)
21302,toga,gown; robe
21303,varonil,manly
21304,apostamos,we beted
21305,apta,fit; able; capable; suitable (feminine singular)
21306,colocaba,I placed; he placed; she placed; it placed (ongoing habitual/background past)
21307,cálidas,warm (feminine plural)
21308,dividió,he divided; she divided; it divided (completed past)
21309,indemnizaciones,indemnity
21310,pancartas,banner (plural)
21311,pictórica,pictorial (feminine singular)
21312,rebanadas,slice (plural)
21313,aprovecho,I make use of
21314,ayudarse,to help
21315,ejecutó,he executed; she executed; it executed (completed past)
21316,elijas,you boil
21317,estrellarse,to smash
21318,lombrices,worm (plural)
21319,misas,mass (plural)
21320,pandillero,gangster; gang member
21321,puertorriqueña,Puerto Rican (feminine singular)
21322,síndromes,syndrome (plural)
21323,violan,they violate
21324,abusivo,abusive
21325,adoptivos,foster; adoptive (masculine plural)
21326,aprobará,he will approve; she will approve; it will approve
21327,arrojando,throwing
21328,buzos,diver (masculine plural)
21329,caseras,domestic; household (feminine plural)
21330,derrama,allotment
21331,encargarnos,to entrust us
21332,enriquecido,enriched (past participle masculine singular)
21333,iniciados,initiate (masculine plural)
21334,nubosidad,cloudiness
21335,pondrían,they would put
21336,sirio,Syrian
21337,tenedores,fork (plural)
21338,traerás,you will bring
21339,admitiendo,accepting
21340,aeronáutica,aeronautics
21341,completada,completed (feminine singular)
21342,declaraba,I declared; he declared; she declared; it declared (ongoing habitual/background past)
21343,dolorido,sore; hurting; painful
21344,imitaciones,mimicry; imitation; mimicking; emulation
21345,nitrato,nitrate
21346,padecido,suffered (past participle masculine singular)
21347,publicará,he will publish; she will publish; it will publish
21348,relajarnos,to relax us
21349,acontece,he comes to pass; she comes to pass; it comes to pass
21350,adoptan,they adopt
21351,bajarlo,to go down it (masculine)
21352,corporativos,corporate (masculine plural)
21353,donó,he donated; she donated; it donated (completed past)
21354,estanterías,rack; shelf; shelving (plural)
21355,existirá,he will exist; she will exist; it will exist
21356,hiedra,ivy
21357,inclinaciones,incline
21358,introducirse,to insert
21359,lavé,I washed (completed past)
21360,neón,neon
21361,tramas,weft; weave (plural)
21362,aconsejar,to advise
21363,amaste,you loved (completed past)
21364,arbitraria,arbitrary (feminine singular)
21365,bibliotecario,professional librarian
21366,bolo,bowling pin
21367,centran,they focus
21368,chiquillos,kid (masculine plural)
21369,compartirla,to share it (feminine)
21370,concesionario,dealing
21371,coordinado,coordinated
21372,ebullición,boiling
21373,entendían,they understood (ongoing habitual/background past)
21374,espermatozoides,spermatozoon (plural)
21375,inherentes,inherent (plural)
21376,librarnos,to save us
21377,parajes,place (plural)
21378,rectángulo,rectangle
21379,resina,resin
21380,simplificar,to simplify
21381,sobreviviré,I will survive
21382,terratenientes,landowner (plural)
21383,aceleró,he accelerated; she accelerated; it accelerated (completed past)
21384,antecesor,predecessor
21385,azúcares,sugar (plural)
21386,bastar,to be enough
21387,devastada,devastated (feminine singular)
21388,foral,fuero; local government
21389,indiferentes,indifferent (plural)
21390,insultó,he insulted; she insulted; it insulted (completed past)
21391,nicho,niche
21392,organizarse,to organize
21393,quilates,karat; carat (plural)
21394,resistirme,to tolerate me
21395,retenerlo,to retain it (masculine)
21396,acostumbrarás,you will accustom
21397,camareras,waiter (plural)
21398,coagulación,coagulation
21399,comillas,quotation mark (plural)
21400,electromagnético,electromagnetic
21401,electrón,electron
21402,emerger,to emerge
21403,esquizofrénico,schizophrenic
21404,exaltado,agitated; frenzied; worked up
21405,gobernabilidad,governability
21406,lucrativo,lucrative; profitable
21407,pipas,pipe (plural)
21408,rectitud,rectitude
21409,sorprendieron,they surprised (completed past)
21410,ácida,tart; sharp (feminine singular)
21411,atañe,he corresponds; she corresponds; it corresponds
21412,barre,he muds; she muds; it muds
21413,chivato,telltale; informer; a snitch; stool pigeon
21414,compatibilidad,compatibility
21415,cortocircuito,short circuit
21416,fanfarrón,boastful
21417,gravitacional,gravitational
21418,jazmín,jasmine
21419,membranas,membrane (plural)
21420,recluso,imprisoned
21421,sacudido,determined
21422,accesorio,accessory; secondary; additional; supplementary
21423,ampolla,blister
21424,comprenderás,you will understand
21425,efímero,ephemeral
21426,forzoso,obligatory; compulsory
21427,guatemaltecos,Guatemalan (masculine plural)
21428,luche,hopscotch
21429,sacaban,they put out (ongoing habitual/background past)
21430,sapos,ugly (masculine plural)
21431,arroyos,brook; creek; stream (masculine plural)
21432,chantajeando,blackmailing
21433,copos,flake (masculine plural)
21434,desgarrado,teared
21435,devolverla,to return it (feminine)
21436,encogió,he shrinked; she shrinked; it shrinked (completed past)
21437,fichado,signed
21438,golpiza,beating; bashing
21439,incomodo,uncomfort; uncomfortableness
21440,juzgarme,to judge me
21441,lasa,weary; tiring (feminine singular)
21442,particularidad,particularity
21443,reflejaba,I reflected; he reflected; she reflected; it reflected (ongoing habitual/background past)
21444,voluntades,will; wish; want; desire (plural)
21445,encantaban,they charmed (ongoing habitual/background past)
21446,fecundación,fertilization
21447,frutales,related to fruit (plural)
21448,ileso,unharmed
21449,imponiendo,imposing
21450,indeseables,undesirable (plural)
21451,mirarlos,to look at them (masculine)
21452,mutilado,mutilated
21453,navega,you navigate
21454,penetrado,penetrated
21455,picadillo,salad
21456,quehaceres,work (plural)
21457,rubios,blond (masculine plural)
21458,surcos,furrow (masculine plural)
21459,verter,to pour
21460,adoptiva,foster; adoptive (feminine singular)
21461,advertía,I warned; he warned; she warned; it warned (ongoing habitual/background past)
21462,alcanzaré,I will reach
21463,aludido,alluded to
21464,bolera,bowling alley (feminine singular)
21465,caber,to fit
21466,cabronazo,thump; thwack; a sharp blow; punch or strike
21467,cobraba,I charged; he charged; she charged; it charged (ongoing habitual/background past)
21468,contraposición,contraposition
21469,esperarán,they will hope
21470,inapropiada,unsuitable; inappropriate (feminine singular)
21471,inédito,not published
21472,patrullando,patroling
21473,pensarían,they would think
21474,reaccionado,reacted
21475,represa,dam
21476,abusó,he abused; she abused; it abused (completed past)
21477,biodiversidad,biodiversity
21478,culminar,to culminate
