rank,lemma,original_lemma
16761,parcelas,parcela
16762,rabioso,rabioso
16763,abrazarte,abrazar
16764,aparentar,aparentar
16765,buenísima,buenísimo
16766,destrozando,destrozar
16767,dígitos,dígito
16768,joderme,joder
16769,librarte,librar
16770,reían,reír
16771,soñador,soñador
16772,aprendo,aprender
16773,causante,causante
16774,lamentó,lamentar
16775,lavo,lavar
16776,predicciones,predicción
16777,alivia,aliviar
16778,antidepresivos,antidepresivo
16779,cochero,cochero
16780,dique,dique
16781,encadenado,encadenado
16782,estrada,estrada
16783,queridas,querido
16784,capó,capó
16785,furiosos,furioso
16786,granuja,granuja
16787,insuficientes,insuficiente
16788,logo,logotipo
16789,ludo,ludir
16790,mantel,mantel
16791,regala,regalar
16792,regresarán,regresar
16793,característicos,característico
16794,empatía,empatía
16795,pavimento,pavimento
16796,reproche,reproche
16797,resisten,resistir
16798,taquicardia,taquicardia
16799,tiza,tiza
16800,almunia,almunia
16801,caño,caño
16802,cesto,cesto
16803,descarada,descarado
16804,emigrantes,emigrante
16805,encubrimiento,encubrimiento
16806,fanática,fanático
16807,podio,podio
16808,rogando,rogar
16809,tiraré,tirar
16810,veracidad,veracidad
16811,argel,argel
16812,compartimento,compartimento
16813,descentralización,descentralización
16814,fastidiado,fastidiado
16815,flujos,flujo
16816,limitadas,limitado
16817,persuadir,persuadir
16818,reses,res
16819,reírte,reír
16820,ultimátum,ultimátum
16821,bibliografía,bibliografía
16822,bonaerense,bonaerense
16823,calva,calva
16824,entraría,entrar
16825,hispana,hispano
16826,lesionado,lesionar
16827,medusa,medusa
16828,minimizar,minimizar
16829,transfusión,transfusión
16830,traza,traza
16831,borrosa,borroso
16832,buscarán,buscar
16833,colectividad,colectividad
16834,comentaba,comentar
16835,compartía,compartir
16836,extensiones,extensión
16837,ignoran,ignorar
16838,misteriosamente,misteriosamente
16839,movilizaciones,movilización
16840,retrasos,retraso
16841,visado,visado
16842,animo,animar
16843,cautiverio,cautiverio
16844,consumiendo,consumir
16845,disolver,disolver
16846,marcadores,marcador
16847,meterla,meter
16848,pretendían,pretender
16849,proporcionó,proporcionar
16850,remotos,remoto
16851,utensilios,utensilio
16852,colonización,colonización
16853,enterrarlo,enterrar
16854,perdonó,perdonar
16855,señalados,señalado
16856,afirmado,afirmar
16857,choques,choque
16858,expiatorio,expiatorio
16859,fallecidos,fallecido
16860,italianas,italiano
16861,legítimos,legítimo
16862,residuo,residuo
16863,robaba,robar
16864,tapón,tapón
16865,arrancaré,arrancar
16866,cacahuetes,cacahuete
16867,capturaron,capturar
16868,ejerciendo,ejercer
16869,franquicia,franquicia
16870,marchamos,marchamo
16871,subjetivo,subjetivo
16872,bastó,bastar
16873,malicia,malicia
16874,militancia,militancia
16875,multiplicación,multiplicación
16876,partitura,partitura
16877,paseaba,pasear
16878,rendirme,rendir
16879,retorcida,retorcido
16880,traerán,traer
16881,apogeo,apogeo
16882,aprobados,aprobado
16883,beneficioso,beneficioso
16884,despedidas,despedido
16885,incompetencia,incompetencia
16886,latitud,latitud
16887,lucia,lucio
16888,mesera,mesero
16889,tejados,tejado
16890,agitar,agitar
16891,escudero,escudero
16892,haberlas,haber
16893,proyectil,proyectil
16894,televisores,televisor
16895,ascendió,ascender
16896,asignatura,asignatura
16897,ice,izar
16898,lastimando,lastimar
16899,mezclada,mezclado
16900,parará,parar
16901,pastelería,pastelería
16902,permanecieron,permanecer
16903,pertenecemos,pertenecer
16904,pique,pique
16905,poderío,poderío
16906,vendían,vender
16907,arqueólogos,arqueólogo
16908,confundió,confundir
16909,costosa,costoso
16910,derrocar,derrocar
16911,desacato,desacato
16912,excitada,excitado
16913,liviano,liviano
16914,pretendemos,pretender
16915,abrumado,abrumar
16916,bengala,bengala
16917,inconcebible,inconcebible
16918,preservación,preservación
16919,prioritario,prioritario
16920,quemé,quemar
16921,sufrimos,sufrir
16922,sumado,sumar
16923,calmada,calmado
16924,dibujado,dibujar
16925,extenderse,extender
16926,grosor,grosor
16927,mareas,marea
16928,portales,portal
16929,supuestas,supuesto
16930,angélica,angélica
16931,delirando,delirar
16932,destruiré,destruir
16933,explicarles,explicar
16934,levantamos,levantar
16935,ofrecerme,ofrecer
16936,promocionar,promocionar
16937,radiaciones,radiación
16938,solidez,solidez
16939,aportó,aportar
16940,coros,coro
16941,disculpame,disculpar
16942,entrarán,entrar
16943,fragilidad,fragilidad
16944,recitar,recitar
16945,carente,carente
16946,clasificada,clasificado
16947,desapareciste,desaparecer
16948,formula,formular
16949,mosaico,mosaico
16950,princesas,princesa
16951,rolando,rolar
16952,saliente,saliente
16953,óptima,óptimo
16954,catolicismo,catolicismo
16955,dictó,dictar
16956,lanzarse,lanzar
16957,quedarían,quedar
16958,tolerante,tolerante
16959,venenoso,venenoso
16960,correrá,correr
16961,fortunas,fortuna
16962,humos,humo
16963,quererlo,querer
16964,reconsiderar,reconsiderar
16965,seguirla,seguir
16966,asada,asado
16967,contarás,contar
16968,delató,delatar
16969,derrumbó,derrumbar
16970,herirte,herir
16971,llorón,llorón
16972,permitirle,permitir
16973,simios,simio
16974,suspendió,suspender
16975,unimos,unir
16976,adecuación,adecuación
16977,casillas,casilla
16978,construidas,construido
16979,doncellas,doncella
16980,energéticos,energético
16981,indefensos,indefenso
16982,meseta,meseta
16983,obstinado,obstinado
16984,pliegues,pliegue
16985,postulados,postulado
16986,puma,puma
16987,torturar,torturar
16988,acoge,acoger
16989,constituía,constituir
16990,devastador,devastador
16991,lácteos,lácteo
16992,pacíficamente,pacíficamente
16993,sidra,sidra
16994,verifica,verificar
16995,contramaestre,contramaestre
16996,distorsión,distorsión
16997,fallan,fallar
16998,sobrinos,sobrino
16999,suposiciones,suposición
17000,tornillos,tornillo
17001,adorar,adorar
17002,adquirida,adquirida
17003,arrebato,arrebato
17004,añadimos,añadir
17005,bisabuelo,bisabuelo
17006,centinela,centinela
17007,decepciones,decepción
17008,eliminó,eliminar
17009,milagrosa,milagroso
17010,sádico,sádico
17011,cancelación,cancelación
17012,frita,frita
17013,notará,notar
17014,patios,patio
17015,rebajas,rebaja
17016,rellenos,relleno
17017,resuelta,resuelto
17018,sandía,sandía
17019,avisé,avisar
17020,contestación,contestación
17021,melocotón,melocotón
17022,pisando,pisar
17023,pía,pía
17024,óptico,óptico
17025,cesión,cesión
17026,garfio,garfio
17027,oscila,oscilar
17028,queme,queme
17029,rosquillas,rosquilla
17030,amargado,amargado
17031,atrocidades,atrocidad
17032,austeridad,austeridad
17033,damasco,damasco
17034,dirigían,dirigir
17035,esposado,esposado
17036,explorando,explorar
17037,interacciones,interacción
17038,limpiaré,limpiar
17039,tratarán,tratar
17040,típicamente,típicamente
17041,apoyamos,apoyar
17042,bateador,bateador
17043,cabal,cabal
17044,dominan,dominar
17045,estrechas,estrecho
17046,estudias,estudiar
17047,excluido,excluir
17048,legendaria,legendario
17049,loción,loción
17050,peregrinación,peregrinación
17051,puntaje,puntaje
17052,reporta,reportar
17053,viajaban,viajar
17054,apreciaría,apreciar
17055,argentinas,argentino
17056,aval,aval
17057,dirigí,dirigir
17058,fugas,fuga
17059,ilustraciones,ilustración
17060,intermitente,intermitente
17061,sanguíneos,sanguíneo
17062,válvulas,válvula
17063,amenazante,amenazante
17064,curó,curar
17065,decidirlo,decidir
17066,descuentos,descuento
17067,finaliza,finalizar
17068,llamábamos,llamar
17069,mostraste,mostrar
17070,movían,mover
17071,preguntaría,preguntar
17072,resbaló,resbalar
17073,soportes,soporte
17074,consideraría,considerar
17075,despedirnos,despedir
17076,magna,magno
17077,presume,presumir
17078,tardaron,tardar
17079,transforman,transformar
17080,adquiriendo,adquirir
17081,andaluces,andaluz
17082,exhausta,exhausto
17083,farmacéuticos,farmacéutico
17084,fábula,fábula
17085,obligando,obligar
17086,organizadas,organizado
17087,resentido,resentido
17088,simio,simio
17089,sofisticados,sofisticado
17090,camarón,camarón
17091,cantaré,cantar
17092,forasteros,forastero
17093,incógnita,incógnita
17094,llamarías,llamar
17095,nicotina,nicotina
17096,responderé,responder
17097,viajará,viajar
17098,afectos,afecto
17099,apoyaba,apoyar
17100,apropiadas,apropiado
17101,butaca,butaca
17102,dejase,dejar
17103,deshonra,deshonra
17104,desván,desván
17105,gráficas,gráfico
17106,intrigante,intrigante
17107,ligeras,ligero
17108,proxeneta,proxeneta
17109,recelo,recelo
17110,representativo,representativo
17111,servirte,servir
17112,budista,budista
17113,eficientes,eficiente
17114,espinacas,espinaca
17115,feroces,feroz
17116,leguas,legua
17117,misericordioso,misericordioso
17118,primitivas,primitivo
17119,rehacer,rehacer
17120,solicitaron,solicitar
17121,casarías,casar
17122,cepa,cepa
17123,correcciones,corrección
17124,descortés,descortés
17125,enloquece,enloquecer
17126,subsistencia,subsistencia
17127,auricular,auricular
17128,cogerme,coger
17129,consignas,consigna
17130,discretos,discreto
17131,escaparme,escapar
17132,profesiones,profesión
17133,sobornar,sobornar
17134,viéndolo,ver
17135,ciclistas,ciclista
17136,espárragos,espárrago
17137,ka,k
17138,peras,pera
17139,presunción,presunción
17140,procedía,proceder
17141,ridículas,ridículo
17142,tardaría,tardar
17143,trenzas,trenza
17144,acostumbraba,acostumbrar
17145,aplaudir,aplaudir
17146,cotizaciones,cotización
17147,grillo,grillo
17148,nominado,nominado
17149,oráculo,oráculo
17150,procurando,procurar
17151,regulaciones,regulación
17152,respondiste,responder
17153,torpes,torpe
17154,aterrizado,aterrizar
17155,cañas,caña
17156,conducirá,conducir
17157,discúlpate,disculpar
17158,esforzado,esforzado
17159,injusticias,injusticia
17160,apoderó,apoderar
17161,asegurarle,asegurar
17162,caballito,caballo
17163,hazla,hacer
17164,madero,madero
17165,naipes,naipe
17166,veintitrés,veintitrés
17167,asaltado,asaltar
17168,atribuciones,atribución
17169,consumado,consumado
17170,digerir,digerir
17171,gueto,gueto
17172,indigno,indigno
17173,macizo,macizo
17174,mareos,mareo
17175,marginales,marginar
17176,respiratorias,respiratorio
17177,estantes,estante
17178,intencional,intencional
17179,interpone,interponer
17180,lenguajes,lenguaje
17181,reclutar,reclutar
17182,ruidosa,ruidoso
17183,salariales,salarial
17184,sugerí,sugerir
17185,aportado,aportar
17186,calmarme,calmar
17187,candela,candela
17188,estirpe,estirpe
17189,melancólico,melancólico
17190,sentenció,sentenciar
17191,termómetro,termómetro
17192,utilidades,utilidad
17193,amorcito,amor
17194,consecutivo,consecutivo
17195,craneal,craneal
17196,extrae,extraer
17197,favorecen,favorecer
17198,inadecuado,inadecuado
17199,avecina,avecinar
17200,ciervos,ciervo
17201,desdén,desdén
17202,estudiamos,estudiar
17203,huyes,huir
17204,memo,memo
17205,mencionan,mencionar
17206,pararon,parar
17207,prendido,prendido
17208,puñaladas,puñalada
17209,similitud,similitud
17210,benigno,benigno
17211,impedirá,impedir
17212,inmaculada,inmaculado
17213,mencionas,mencionar
17214,retrasa,retrasar
17215,tijera,tijera
17216,títeres,títere
17217,alejo,alejo
17218,generalidad,generalidad
17219,meteoritos,meteorito
17220,éxodo,éxodo
17221,arreglarme,arreglar
17222,compartió,compartir
17223,decididos,decidido
17224,disidentes,disidente
17225,fastidiar,fastidiar
17226,hinchazón,hinchazón
17227,tenerlas,tener
17228,celebraron,celebrar
17229,comprarse,comprar
17230,esconderlo,esconder
17231,horriblemente,horriblemente
17232,retornar,retornar
17233,turca,turco
17234,cruceros,crucero
17235,enfrentarnos,enfrentar
17236,fallido,fallido
17237,génova,génova
17238,nidos,nido
17239,severos,severo
17240,titán,titán
17241,violinista,violinista
17242,aragonés,aragonés
17243,asaltantes,asaltante
17244,cumplieron,cumplir
17245,inmaduro,inmaduro
17246,maniquí,maniquí
17247,acidez,acidez
17248,delanteros,delantero
17249,divertí,divertir
17250,ocupaciones,ocupación
17251,suponemos,suponer
17252,alergias,alergia
17253,arpa,arpa
17254,asusto,asustar
17255,cirugías,cirugía
17256,donas,dona
17257,existencial,existencial
17258,extrañamos,extrañar
17259,fusilamiento,fusilamiento
17260,investigó,investigar
17261,levantará,levantar
17262,resolverse,resolver
17263,sobrepasa,sobrepasar
17264,darla,dar
17265,deleite,deleite
17266,editar,editar
17267,fosas,fosa
17268,agitando,agitar
17269,premeditado,premeditar
17270,rindes,rinde
17271,sufrí,sufrir
17272,volaba,volar
17273,arreglada,arreglado
17274,compensa,compensar
17275,declaran,declarar
17276,estimar,estimar
17277,estuche,estuche
17278,gozan,gozar
17279,mercaderes,mercader
17280,perplejo,perplejo
17281,simultánea,simultáneo
17282,soler,soler
17283,circulan,circular
17284,comadreja,comadreja
17285,descendiendo,descender
17286,estancias,estancia
17287,juraría,jurar
17288,sumergido,sumergido
17289,terminación,terminación
17290,cuencas,cuenca
17291,diagrama,diagrama
17292,disfrazados,disfrazado
17293,inconscientes,inconsciente
17294,mudaron,mudar
17295,perturbador,perturbador
17296,quietud,quietud
17297,recordaría,recordar
17298,cambiarán,cambiar
17299,comunitarias,comunitario
17300,expresiva,expresivo
17301,incomparable,incomparable
17302,pelirrojo,pelirrojo
17303,puertorriqueño,puertorriqueño
17304,sorprenderte,sorprender
17305,ampollas,ampolla
17306,bañado,bañado
17307,contusión,contusión
17308,depositado,depositar
17309,ermita,ermita
17310,laborista,laborista
17311,mejoran,mejorar
17312,molinos,molino
17313,penalti,penalti
17314,recogieron,recoger
17315,temiendo,temer
17316,absurdas,absurdo
17317,cesa,cesar
17318,germen,germen
17319,maleducado,maleducado
17320,muelas,muela
17321,progresistas,progresista
17322,revisarlo,revisar
17323,acumula,acumular
17324,calvario,calvario
17325,cate,cate
17326,inventos,invento
17327,metamorfosis,metamorfosis
17328,orientado,orientar
17329,preñada,preñada
17330,arrojaron,arrojar
17331,correccional,correccional
17332,denominados,denominado
17333,estresada,estresado
17334,inducir,inducir
17335,informantes,informante
17336,pendejos,pendejo
17337,terca,terco
17338,traslada,trasladar
17339,acústica,acústica
17340,combinan,combinar
17341,detrimento,detrimento
17342,entenderé,entender
17343,esperada,esperado
17344,fallaron,fallar
17345,marciano,marciano
17346,ofreces,ofrecer
17347,pensadores,pensador
17348,procedió,proceder
17349,rectas,recto
17350,tómame,tomar
17351,andá,andar
17352,capturó,capturar
17353,difunde,difundir
17354,dotados,dotado
17355,estupor,estupor
17356,incrementos,incremento
17357,ofrecían,ofrecer
17358,perico,perico
17359,somete,someter
17360,completó,completar
17361,corcho,corcho
17362,explícitamente,explícitamente
17363,idóneo,idóneo
17364,llovía,llover
17365,masajista,masajista
17366,paganos,pagano
17367,pulseras,pulsera
17368,reforzado,reforzado
17369,aliada,aliado
17370,cazado,cazado
17371,chorizo,chorizo
17372,contorno,contorno
17373,convertidos,convertido
17374,desarrollos,desarrollo
17375,disparamos,disparar
17376,honradez,honradez
17377,intimidación,intimidación
17378,morro,morro
17379,rebajar,rebajar
17380,sueñas,soñar
17381,tenebroso,tenebroso
17382,vigas,viga
17383,acosado,acosado
17384,ademán,ademán
17385,adición,adición
17386,conduciré,conducir
17387,conocedor,conocedor
17388,fingió,fingir
17389,ingeniosa,ingenioso
17390,ortografía,ortografía
17391,suspende,suspender
17392,apostó,apostar
17393,enfadó,enfadar
17394,inadmisible,inadmisible
17395,mirarle,mirar
17396,panes,pan
17397,ajustados,ajustado
17398,coquetear,coquetear
17399,dominada,dominada
17400,encuéntrame,encontrar
17401,escondiste,esconder
17402,fije,fijar
17403,intemperie,intemperie
17404,persuasión,persuasión
17405,retiran,retirar
17406,arriesgada,arriesgado
17407,añicos,añico
17408,desafortunada,desafortunado
17409,furor,furor
17410,gentileza,gentileza
17411,inconscientemente,inconscientemente
17412,involucrarse,involucrar
17413,orégano,orégano
17414,reconociendo,reconocer
17415,refuerza,reforzar
17416,robusto,robusto
17417,supermercados,supermercado
17418,ye,ye
17419,desplazado,desplazado
17420,embrujada,embrujado
17421,gallinero,gallinero
17422,intromisión,intromisión
17423,locomotora,locomotora
17424,maduración,maduración
17425,metano,metano
17426,proponiendo,proponer
17427,reverso,reverso
17428,secreción,secreción
17429,sensorial,sensorial
17430,autoritario,autoritario
17431,cancelada,cancelado
17432,canon,canon
17433,mediador,mediador
17434,olvidarnos,olvidar
17435,patriótico,patriótico
17436,rogó,rogar
17437,devolví,devolver
17438,enfrentas,enfrentar
17439,federaciones,federación
17440,hispanos,hispano
17441,lávate,lavar
17442,parta,parto
17443,racionales,racional
17444,solicitan,solicitar
17445,talibanes,talibán
17446,alejan,alejar
17447,buscarnos,buscar
17448,cilindros,cilindro
17449,cortarlo,cortar
17450,deformación,deformación
17451,disgusta,disgustar
17452,ilimitado,ilimitado
17453,involucradas,involucrado
17454,neutrones,neutrón
17455,olerlo,oler
17456,percibo,percibo
17457,reo,reo
17458,cesado,cesar
17459,sinceras,sincero
17460,subjetiva,subjetivo
17461,vomitó,vomitar
17462,actué,actuar
17463,afinidad,afinidad
17464,arcas,arca
17465,disculpar,disculpar
17466,influjo,influjo
17467,pediatra,pediatra
17468,travesuras,travesura
17469,bordado,bordado
17470,comportado,comportar
17471,egipcia,egipcio
17472,enfrentarlo,enfrentar
17473,excepcionalmente,excepcionalmente
17474,kilogramos,kilogramo
17475,planeé,planear
17476,tíralo,tirar
17477,anarquistas,anarquista
17478,atmosférica,atmosférico
17479,basuras,basura
17480,contestaba,contestar
17481,desolado,desolado
17482,diafragma,diafragma
17483,echarán,echar
17484,prematura,prematuro
17485,quitaba,quitar
17486,rompería,romper
17487,severidad,severidad
17488,simetría,simetría
17489,simplicidad,simplicidad
17490,volverlo,volver
17491,afección,afección
17492,ajos,ajo
17493,avenidas,avenido
17494,chimpancé,chimpancé
17495,comunican,comunicar
17496,cubrirá,cubrir
17497,diluvio,diluvio
17498,especular,especular
17499,identificarse,identificar
17500,magníficas,magnífico
17501,masivos,masivo
17502,metálicos,metálico
17503,reuní,reunir
17504,rubro,rubro
17505,sonará,sonar
17506,comparando,comparar
17507,emerge,emerger
17508,faceta,faceta
17509,gaviotas,gaviota
17510,metralla,metralla
17511,misionero,misionero
17512,motivó,motivar
17513,puntillas,puntilla
17514,sintética,sintético
17515,tendida,tendido
17516,corrales,corral
17517,cuidaremos,cuidar
17518,intensiva,intensivo
17519,obedecen,obedecer
17520,pateando,patear
17521,pluralidad,pluralidad
17522,repollo,repollo
17523,aneurisma,aneurisma
17524,juntamos,juntar
17525,juras,jurar
17526,mojar,mojar
17527,yin,djinn
17528,atrasada,atrasado
17529,atómico,atómico
17530,definidas,definido
17531,destellos,destello
17532,dormirse,dormir
17533,impresos,impreso
17534,irritable,irritable
17535,páncreas,páncreas
17536,sarcástico,sarcástico
17537,temerario,temerario
17538,cambiarla,cambiar
17539,elijan,elegir
17540,gestionar,gestionar
17541,infieles,infiel
17542,ofensas,ofensa
17543,reconocieron,reconocer
17544,suscripción,suscripción
17545,tenerse,tener
17546,asesora,asesor
17547,cacho,cacho
17548,molido,molido
17549,recibirme,recibir
17550,requerida,requerido
17551,centroamericanos,centroamericano
17552,florecer,florecer
17553,inclino,inclinar
17554,mercenario,mercenario
17555,olvidaremos,olvidar
17556,pediremos,pedir
17557,probaste,probar
17558,rubí,rubí
17559,acechando,acechar
17560,castidad,castidad
17561,controlarme,controlar
17562,disfrazada,disfrazado
17563,emplazamiento,emplazamiento
17564,entrena,entrenar
17565,erróneo,erróneo
17566,hospitalario,hospitalario
17567,obsceno,obsceno
17568,alarde,alarde
17569,consideré,considerar
17570,cómic,cómic
17571,enterará,enterar
17572,epilepsia,epilepsia
17573,ingresa,ingresar
17574,pensador,pensador
17575,provenía,provenir
17576,remite,remitir
17577,brusca,brusco
17578,bájalo,bajar
17579,conjunción,conjunción
17580,envenenar,envenenar
17581,estancamiento,estancamiento
17582,fisiología,fisiología
17583,formamos,formar
17584,fumador,fumador
17585,montura,montura
17586,pepita,pepita
17587,poneos,poner
17588,repartiendo,repartir
17589,abrirán,abrir
17590,adapta,adaptar
17591,alameda,alameda
17592,alquila,alquilar
17593,atrevida,atrevido
17594,autobiografía,autobiografía
17595,despedimos,despedir
17596,endeudamiento,endeudamiento
17597,fideicomiso,fideicomiso
17598,garantizada,garantizado
17599,pisado,pisado
17600,preparas,preparar
17601,retirarte,retirar
17602,tertulia,tertulio
17603,vengarte,vengar
17604,acusarme,acusar
17605,conformarse,conformar
17606,continuos,continuo
17607,desvanece,desvanecer
17608,influyentes,influyente
17609,panameño,panameño
17610,resucitado,resucitar
17611,vendería,vender
17612,embriones,embrión
17613,imprudencia,imprudencia
17614,instantáneo,instantáneo
17615,involucrarme,involucrar
17616,moldes,molde
17617,penetrante,penetrante
17618,arbitraje,arbitraje
17619,fatalidad,fatalidad
17620,incomodidad,incomodidad
17621,nutricional,nutricional
17622,recuperaré,recuperar
17623,rienda,rienda
17624,discutible,discutible
17625,vivías,vivir
17626,asambleas,asamblea
17627,empezaría,empezar
17628,exigido,exigir
17629,facetas,faceta
17630,imita,imitar
17631,imprevisto,imprevisto
17632,sacarse,sacar
17633,cadetes,cadete
17634,circulo,circular
17635,desnutrición,desnutrición
17636,encuéntralo,encontrar
17637,mechero,mechero
17638,mortero,mortero
17639,pidiéndole,pedir
17640,tirarte,tirar
17641,bolivianos,boliviano
17642,cajita,caja
17643,excavar,excavar
17644,jockey,jockey
17645,lancé,lanzar
17646,seguidor,seguidor
17647,artesanal,artesanal
17648,dirigieron,dirigir
17649,entrañable,entrañable
17650,firmando,firmar
17651,licenciatura,licenciatura
17652,recuperé,recuperar
17653,centrarse,centrar
17654,competiciones,competición
17655,forzando,forzar
17656,podes,podar
17657,asaltaron,asaltar
17658,cultos,culto
17659,enfocar,enfocar
17660,extendiendo,extender
17661,hundimiento,hundimiento
17662,irritado,irritado
17663,reactivación,reactivación
17664,barbarie,barbarie
17665,estupendos,estupendo
17666,secuela,secuela
17667,asignaturas,asignatura
17668,caparazón,caparazón
17669,comparecer,comparecer
17670,enunciado,enunciado
17671,hindúes,hindú
17672,ideológicos,ideológico
17673,mesero,mesero
17674,selvas,selva
17675,individualidad,individualidad
17676,odié,odiar
17677,polémicas,polémico
17678,redactado,redactar
17679,terminología,terminología
17680,órbitas,órbita
17681,actuaron,actuar
17682,astro,astro
17683,inmediatas,inmediato
17684,lentejas,lenteja
17685,llenaron,llenar
17686,mezclando,mezclar
17687,necesité,necesitar
17688,ollas,olla
17689,pajar,pajar
17690,sometidas,sometido
17691,titula,titular
17692,térmico,térmico
17693,vibra,vibra
17694,apóstoles,apóstol
17695,ceros,cero
17696,criadas,criada
17697,feministas,feminista
17698,formalidades,formalidad
17699,tejer,tejer
17700,acertó,acertar
17701,aseguradora,asegurador
17702,cetro,cetro
17703,cumpliré,cumplir
17704,designados,designado
17705,destruirla,destruir
17706,estrechar,estrechar
17707,háblale,hablar
17708,perjudica,perjudicar
17709,preciosidad,preciosidad
17710,resumiendo,resumir
17711,agradan,agradar
17712,equilibrar,equilibrar
17713,evitará,evitar
17714,maja,majo
17715,sensualidad,sensualidad
17716,sistemático,sistemático
17717,tranquiliza,tranquilizar
17718,alegró,alegrar
17719,boliviana,boliviano
17720,carabineros,carabinero
17721,chequear,chequear
17722,llamarnos,llamar
17723,rechazando,rechazar
17724,susurró,susurrar
17725,abortos,aborto
17726,acompañarla,acompañar
17727,bastidores,bastidor
17728,celebrarse,celebrar
17729,convencerle,convencer
17730,diciéndote,decir
17731,escondo,esconder
17732,intimidar,intimidar
17733,narciso,narciso
17734,publican,publicar
17735,rodante,rodante
17736,separando,separar
17737,éter,éter
17738,bursátil,bursátil
17739,ciruelas,ciruela
17740,colectivas,colectivo
17741,defendía,defender
17742,empleando,emplear
17743,exorcismo,exorcismo
17744,hablarán,hablar
17745,incompleto,incompleto
17746,mátala,matar
17747,platillos,platillo
17748,reclamaciones,reclamación
17749,remitido,remitir
17750,reunirán,reunir
17751,detectó,detectar
17752,enviarla,enviar
17753,hamaca,hamaca
17754,hábiles,hábil
17755,prados,prado
17756,predicar,predicar
17757,brillaba,brillar
17758,comerás,comer
17759,desesperadas,desesperado
17760,entraña,entraña
17761,matiz,matiz
17762,rendirte,rendir
17763,resaltó,resaltar
17764,sabrosa,sabroso
17765,soportan,soportar
17766,subidas,subido
17767,voltios,voltio
17768,capote,capote
17769,invernal,invernal
17770,petroleros,petrolero
17771,precede,preceder
17772,preguntaban,preguntar
17773,respetando,respetar
17774,vivirán,vivir
17775,alumnas,alumna
17776,crudos,crudo
17777,hemorragias,hemorragia
17778,interrupciones,interrupción
17779,juntando,juntar
17780,largarnos,largar
17781,pasajera,pasajero
17782,respiraba,respirar
17783,barricadas,barricada
17784,creará,crear
17785,florece,florecer
17786,grabador,grabador
17787,jesuitas,jesuita
17788,marchaba,marchar
17789,maza,maza
17790,naciente,naciente
17791,vivencias,vivencia
17792,volará,volar
17793,aborda,abordar
17794,cogerte,coger
17795,descubres,descubrir
17796,insólita,insólito
17797,precaria,precario
17798,salsas,salsa
17799,serviré,servir
17800,alegato,alegato
17801,amiguita,amiga
17802,cartucho,cartucho
17803,confiada,confiado
17804,convencerlos,convencer
17805,desempleados,desempleado
17806,evitan,evitar
17807,inconfundible,inconfundible
17808,invadió,invadir
17809,mayoritaria,mayoritario
17810,pretendiente,pretendiente
17811,sellada,sellado
17812,convertirás,convertir
17813,desolación,desolación
17814,extendía,extender
17815,guillotina,guillotina
17816,hallarse,hallar
17817,harté,hartar
17818,olé,oler
17819,ratificó,ratificar
17820,tardío,tardío
17821,calamar,calamar
17822,condicionamiento,condicionamiento
17823,desprenderse,desprender
17824,empero,empero
17825,huy,huy
17826,matutino,matutino
17827,recibirlo,recibir
17828,rodeando,rodear
17829,alertas,alerta
17830,bobadas,bobada
17831,buscábamos,buscar
17832,controlaba,controlar
17833,cuellos,cuello
17834,engordar,engordar
17835,fierro,fierro
17836,flojos,flojo
17837,linternas,linterna
17838,muéstranos,mostrar
17839,rellena,relleno
17840,testosterona,testosterona
17841,trabas,traba
17842,vasija,vasija
17843,alzar,alzar
17844,chiflados,chiflado
17845,coito,coito
17846,desastroso,desastroso
17847,empaca,empacar
17848,empapada,empapado
17849,explotará,explotar
17850,extrañeza,extrañeza
17851,fijan,fijar
17852,pararte,parar
17853,recogerá,recoger
17854,revueltas,revuelto
17855,sorprendí,sorprender
17856,transitorio,transitorio
17857,unes,unir
17858,amistosos,amistoso
17859,antología,antología
17860,celosos,celoso
17861,escenografía,escenografía
17862,gustando,gustar
17863,mercader,mercader
17864,recordarles,recordar
17865,chorradas,chorrada
17866,conectadas,conectado
17867,contacta,contactar
17868,cómicos,cómico
17869,defectuoso,defectuoso
17870,dotar,dotar
17871,estudiados,estudiado
17872,explotan,explotar
17873,gasa,gasa
17874,hoz,hoz
17875,irrita,irritar
17876,odisea,odisea
17877,sentaron,sentar
17878,abrumador,abrumador
17879,apropiación,apropiación
17880,conteniendo,contener
17881,despidos,despido
17882,destierro,destierro
17883,dormirás,dormir
17884,graduados,graduado
17885,incómodos,incómodo
17886,inútilmente,inútilmente
17887,moco,moco
17888,moriste,morir
17889,regalé,regalar
17890,resolviendo,resolver
17891,argumentar,argumentar
17892,cisco,cisco
17893,divorciarse,divorciar
17894,escapo,escapo
17895,honrados,honrado
17896,insurgentes,insurgente
17897,maduras,maduro
17898,redondas,redondo
17899,selecciones,selección
17900,tallos,tallo
17901,cuestionado,cuestionar
17902,culata,culata
17903,foca,foca
17904,imprevisible,imprevisible
17905,inmunológico,inmunológico
17906,llanuras,llanura
17907,pegarte,pegar
17908,récords,récord
17909,titulo,titular
17910,arruinará,arruinar
17911,cantaban,cantar
17912,derribó,derribar
17913,grabadas,grabado
17914,hipotético,hipotético
17915,insaciable,insaciable
17916,linfocitos,linfocito
17917,odiarme,odiar
17918,rastreado,rastrear
17919,tópicos,tópico
17920,usarán,usar
17921,abusado,abusado
17922,ayudarías,ayudar
17923,colado,colado
17924,crecientes,creciente
