lemma,count
[UNTRANSLATED] cibernético,1503
incompetence,1503
prompt / early / soon,1503
realisation,1503
make / attack / strike,1502
walk,1502
cyprus,1502
football,1502
migratory,1502
assemble / bring / gather,1502
[UNTRANSLATED] tone,1502
[UNTRANSLATED] ulster,1502
[UNTRANSLATED] buckingham,1501
[UNTRANSLATED] elije,1501
[UNTRANSLATED] lunático,1501
maritime,1501
sell,1501
official / administrative,1500
insurer / insurance,1500
[UNTRANSLATED] cesped,1500
contador / counter,1500
disappointing,1500
parking,1500
avoid / avert,1500
bundle,1500
beautiful,1500
hypnotic,1500
[UNTRANSLATED] jordan,1500
libyan,1500
carry / spend / take,1500
carry / spend / take,1500
telephonic / telephone,1500
bardem,1499
bottle,1499
[UNTRANSLATED] cee,1499
[UNTRANSLATED] cuarta,1499
divide,1499
[UNTRANSLATED] hechizar,1499
[UNTRANSLATED] lourdes,1499
[UNTRANSLATED] operandi,1499
result / turn,1499
honest / sincere / straightforward,1499
assumption / guess / supposition,1499
[UNTRANSLATED] uff,1499
hold,1498
[UNTRANSLATED] ciscar,1498
[UNTRANSLATED] dowd,1498
gallery,1498
illustrate,1498
[UNTRANSLATED] inmensamente,1498
grimace,1498
[UNTRANSLATED] paola,1498
schedule,1498
ancestral,1497
[UNTRANSLATED] cheol,1497
classify,1497
coincidental / coincident,1497
[UNTRANSLATED] contrapartida,1497
exercise,1497
encourage,1497
[UNTRANSLATED] glenda,1497
interactive,1497
[UNTRANSLATED] item,1497
[UNTRANSLATED] maurice,1497
abduct / kidnap,1497
take / borrow,1497
[UNTRANSLATED] antonin,1496
[UNTRANSLATED] barrymore,1496
[UNTRANSLATED] brant,1496
begin / commence,1496
boatswain,1496
brake,1496
[UNTRANSLATED] larrea,1496
take / remove,1496
gap / empty / hollow,1496
[UNTRANSLATED] apuñalar,1495
[UNTRANSLATED] coach,1495
navigation trade / guild,1495
appear / show / turn,1494
dome,1494
impenetrable,1494
[UNTRANSLATED] neurótico,1494
[UNTRANSLATED] podra,1494
[UNTRANSLATED] stringer,1494
anticipate,1493
bunkhouse,1493
[UNTRANSLATED] caribeño,1493
[UNTRANSLATED] confín,1493
take,1493
to give,1493
goal,1493
trap,1492
[UNTRANSLATED] conformado,1492
[UNTRANSLATED] himalaya,1492
[UNTRANSLATED] pinche,1492
deal / treat,1492
to know (be familiar with),1491
[UNTRANSLATED] lions,1491
[UNTRANSLATED] lois,1491
monday,1491
dry,1491
heel,1491
fans,1490
add,1490
[UNTRANSLATED] belén,1490
concentrate / mass,1490
servant,1490
dense,1490
[UNTRANSLATED] jonrón,1490
have,1490
ask / call / request,1490
radiotherapy,1490
[UNTRANSLATED] sepulturero,1490
sudan,1490
passionate / ardent,1489
atrophy,1489
[UNTRANSLATED] bego,1489
bugle,1489
[UNTRANSLATED] encerrado,1489
entrust,1489
encourage,1489
chemist's / drugstore / pharmacy,1489
ineffective,1489
leave / get,1489
[UNTRANSLATED] margo,1489
colour / paint,1489
precept,1489
report,1489
[UNTRANSLATED] tlc,1489
truth,1489
convict,1488
depress,1488
stay,1488
force,1488
[UNTRANSLATED] marci,1488
[UNTRANSLATED] morrow,1488
ngo,1488
participate / take,1488
climb / increase / go,1488
[UNTRANSLATED] teófilo,1488
use,1488
environment,1487
rob,1487
[UNTRANSLATED] ciu,1487
[UNTRANSLATED] mayhew,1487
deny,1487
[UNTRANSLATED] nooo,1487
[UNTRANSLATED] oponer,1487
[UNTRANSLATED] sula,1487
appointment / citation / date,1486
effective,1486
turn / spin,1486
[UNTRANSLATED] infectado,1486
marked,1486
obstinacy,1486
[UNTRANSLATED] sisko,1486
[UNTRANSLATED] bieber,1485
gear,1485
coach / trainer,1485
stereotype,1485
[UNTRANSLATED] gilda,1485
inexorably,1485
[UNTRANSLATED] kiki,1485
store,1484
corroborate,1484
[UNTRANSLATED] ernst,1484
mallorca,1484
remuneration,1484
sixth,1484
[UNTRANSLATED] yodar,1484
york,1484
barcelona,1483
[UNTRANSLATED] caseta,1483
[UNTRANSLATED] engels,1483
joint,1483
[UNTRANSLATED] kinshasa,1483
hit / punch / paste,1483
finder,1483
compose,1482
[UNTRANSLATED] durga,1482
herman,1482
bridesmaid / lady,1481
damage,1481
[UNTRANSLATED] direccion,1481
[UNTRANSLATED] epa,1481
mistaken,1481
pull / remove / take,1481
feed / fuel,1480
warm / collapse / drop,1480
taxpayer,1480
cultivate / farm / grow,1480
hurricane,1480
interception,1480
[UNTRANSLATED] luc,1480
rid,1480
lose / miss / spend,1480
jump / leap / spring,1480
situation,1480
[UNTRANSLATED] tortilla,1480
absolute,1479
anonymous,1479
barrier / species barrier,1479
convince,1479
consul,1479
[UNTRANSLATED] endo,1479
infect,1479
[UNTRANSLATED] malentender,1479
private citizen / particular / individual,1479
assault,1478
to know (be familiar with),1478
[UNTRANSLATED] estaca,1478
[UNTRANSLATED] oil,1478
think,1478
[UNTRANSLATED] rectoría,1478
rich / wealthy / affluent,1478
abnormality,1477
rush / decide,1477
environmentalist,1477
husband / wife / manacles,1477
ironically,1477
notoriously,1477
[UNTRANSLATED] prostituto,1477
[UNTRANSLATED] rowe,1477
technological,1477
advance / advancement,1476
[UNTRANSLATED] prefix_auto_riza,1476
scourge,1476
look / search / seek,1476
[UNTRANSLATED] forzado,1476
[UNTRANSLATED] henderson,1476
minority,1476
magically,1476
[UNTRANSLATED] palpar,1476
[UNTRANSLATED] profanación,1476
[UNTRANSLATED] prefix_re_gula,1476
[UNTRANSLATED] systems,1476
vesicle,1476
in front of / elk,1475
count / explain / have,1475
sniper,1475
inadequate / unsuitable / unsuited,1475
passport,1475
chime,1474
to have (aux.)/there is,1474
swear / vow,1474
because,1474
[UNTRANSLATED] provisto,1474
visible,1474
[UNTRANSLATED] apresurar,1473
adventure / venture,1473
clergyman,1473
cuban,1473
[UNTRANSLATED] grosso,1473
invest / reverse,1473
[UNTRANSLATED] mística,1473
translate,1473
[UNTRANSLATED] velatorio,1473
achieve / get / manage,1472
[UNTRANSLATED] ambas,1472
cancel / annular / annul,1472
candy,1472
[UNTRANSLATED] dificilmente,1472
[UNTRANSLATED] ferrer,1472
[UNTRANSLATED] lama,1472
magistrature,1472
[UNTRANSLATED] mediático,1472
cessation,1471
cheat / deceive / dupe,1471
genital,1471
retreat / backtrack,1471
subtly,1471
[UNTRANSLATED] aserradero,1470
[UNTRANSLATED] assad,1470
[UNTRANSLATED] cardona,1470
[UNTRANSLATED] espasmo,1470
railroad / railway,1470
insurgent,1470
get / receive,1470
[UNTRANSLATED] relato,1470
simpson,1470
compensate,1469
[UNTRANSLATED] craven,1469
[UNTRANSLATED] leónidas,1469
[UNTRANSLATED] pedestal,1469
allow / permit,1469
regularisation,1469
sustain,1469
assume / suppose,1469
[UNTRANSLATED] transeúnte,1469
move,1469
assume,1468
[UNTRANSLATED] atorar,1468
big,1468
[UNTRANSLATED] postraumático,1468
[UNTRANSLATED] repaso,1468
snow,1468
move,1467
debit / burden / load,1467
crossing / junction,1467
fake,1467
[UNTRANSLATED] masajista,1467
thicket / scrub,1467
[UNTRANSLATED] nauseas,1467
veto / put / dot,1467
foolishness,1467
vitamin,1467
[UNTRANSLATED] yucatán,1467
improve / get / ameliorate,1466
[UNTRANSLATED] moribundo,1466
[UNTRANSLATED] rajar,1466
fall / drop / go,1465
compensation,1465
criminal,1465
dishonest,1465
glide,1465
discourse / speech,1465
[UNTRANSLATED] disculpar,1465
[UNTRANSLATED] ducky,1465
inspire,1465
[UNTRANSLATED] leonie,1465
participation / share / stake,1465
pose / state,1465
reject,1465
[UNTRANSLATED] andrade,1464
clergyman / ecclesiastical,1464
[UNTRANSLATED] estropeado,1464
judge,1464
[UNTRANSLATED] palpitar,1464
[UNTRANSLATED] perdurar,1464
project,1464
relate,1464
break / smash,1464
[UNTRANSLATED] toni,1464
[UNTRANSLATED] cari,1463
malnutrition,1463
formulation,1463
improve / get / ameliorate,1463
decide / resolve / settle,1463
[UNTRANSLATED] señorito,1463
runner-up,1463
submissive,1463
translate,1463
[UNTRANSLATED] combinado,1462
control / monitor,1462
[UNTRANSLATED] despejado,1462
reduce,1462
decide / resolve / settle,1462
feel / be,1462
sofia,1462
range / vary,1462
[UNTRANSLATED] congelado,1461
hispanic,1461
observe,1461
lose / miss / spend,1461
approve / endorse / pass,1460
[UNTRANSLATED] camelot,1460
capitalist,1460
conceptual,1460
controversial,1460
prosperous / thriving,1460
punch,1460
acknowledge / recognise,1460
torpedo,1460
[UNTRANSLATED] yale,1460
[UNTRANSLATED] yin,1460
[UNTRANSLATED] zaire,1460
lean / support,1459
[UNTRANSLATED] ew,1459
[UNTRANSLATED] expiar,1459
[UNTRANSLATED] hooper,1459
invisible,1459
discharge / free / release,1459
manner / way,1459
paper / part,1459
confectionery,1459
professionalism,1459
freshly / recently,1459
[UNTRANSLATED] baldwin,1458
uninterruptible,1458
positive,1458
produce / mass-produce,1458
deputy director,1458
[UNTRANSLATED] zé,1458
[UNTRANSLATED] antón,1457
assessment,1457
eat / lunch,1457
convalescence,1457
detect,1457
[UNTRANSLATED] pryce,1457
[UNTRANSLATED] recalcar,1457
service / web service,1457
threaten,1456
[UNTRANSLATED] osa,1456
[UNTRANSLATED] prozac,1456
avant-garde,1456
accredit,1455
debit / burden / load,1455
punish,1455
conservative,1455
[UNTRANSLATED] darby,1455
sunday,1455
madden,1455
hatch,1455
signature / byline,1455
settlement / liquidation,1455
[UNTRANSLATED] oponer,1455
pay / go,1455
plan / mastermind,1455
synthetic,1455
[UNTRANSLATED] sostenimiento,1455
vertically,1455
zoo / zoological,1455
take,1454
edition,1454
award,1454
[UNTRANSLATED] relucir,1454
serve,1454
die,1453
pace / pass / passage,1453
pull / remove / take,1453
sound,1453
period / epoch,1453
[UNTRANSLATED] dickinson,1452
director / managerial,1452
sure enough,1452
[UNTRANSLATED] eligio,1452
explain,1452
historical / historic,1452
[UNTRANSLATED] lizzie,1452
tangle,1452
piacular,1451
crack,1451
laughingstock,1451
belong,1451
seasonal / own,1451
utmost / uttermost / great,1451
acrobat,1450
[UNTRANSLATED] alexx,1450
conserve,1450
[UNTRANSLATED] convencimiento,1450
[UNTRANSLATED] cop,1450
chronicler,1450
[UNTRANSLATED] emanuel,1450
[UNTRANSLATED] exiliado,1450
unfair,1450
come / arrive / get,1450
[UNTRANSLATED] mikel,1450
move / shift,1450
pilgrim,1450
favourable,1450
[UNTRANSLATED] rabí,1450
use,1450
appreciate,1449
carer,1449
[UNTRANSLATED] dejala,1449
[UNTRANSLATED] kato,1449
brass,1449
tell / command,1449
offend,1449
collect / pick,1449
surround,1449
explain,1448
[UNTRANSLATED] knope,1448
put / dip,1448
[UNTRANSLATED] valija,1448
[UNTRANSLATED] vishal,1448
[UNTRANSLATED] beneficencia,1447
[UNTRANSLATED] cds,1447
stub,1447
descend,1447
intoxicated / blind with,1447
start / begin / get,1447
understand / misunderstand,1447
[UNTRANSLATED] gatsby,1447
insist,1447
abuse,1447
put / dip,1447
rehabilitation,1447
[UNTRANSLATED] ab,1446
advance,1446
embarrass,1446
bench,1446
[UNTRANSLATED] conrado,1446
mentally handicapped person / deficient,1446
deceased / defunct,1446
gynaecology,1446
impose,1446
pound,1446
presentation / slideshow,1446
reproduction,1446
[UNTRANSLATED] bouvila,1445
coexistence,1445
hit / impact,1445
[UNTRANSLATED] lehman,1445
late / belated,1445
[UNTRANSLATED] yá,1445
incendiary,1444
inhale,1444
seafood,1444
[UNTRANSLATED] presion,1444
[UNTRANSLATED] rachel,1444
reference,1444
answer / reply / respond,1444
triangular,1444
wisconsin,1444
punish,1443
exhort,1443
[UNTRANSLATED] marisma,1443
same,1443
tourist office / recruitment office / office,1443
take / remove,1443
tangible,1443
[UNTRANSLATED] telefax,1443
live,1443
approximate,1442
crash / smash,1442
peel / shell,1442
enthusiast / enthusiastic / keen,1442
[UNTRANSLATED] pliego,1442
look / be / remain,1442
[UNTRANSLATED] rainbow,1442
betray,1442
deal / treat,1442
[UNTRANSLATED] alucinante,1441
bomb,1441
[UNTRANSLATED] gareth,1441
[UNTRANSLATED] gunderson,1441
ask,1441
illiteracy,1440
biblical,1440
censor,1440
pig / pork / swine,1440
dispose / place / plant,1440
[UNTRANSLATED] ct,1440
landslide,1440
rub,1440
[UNTRANSLATED] lustro,1440
[UNTRANSLATED] monton,1440
[UNTRANSLATED] simón,1440
[UNTRANSLATED] copita,1439
demonstrate / show,1439
[UNTRANSLATED] dewey,1439
biscuit / cookie,1439
immense,1439
[UNTRANSLATED] juanito,1439
display / show,1439
binding / compulsory / mandatory,1439
forecast / foresight,1439
[UNTRANSLATED] suez,1439
[UNTRANSLATED] abbey,1438
on top / aloft / up,1438
[UNTRANSLATED] hm,1438
puberty,1438
pull / remove / take,1438
[UNTRANSLATED] 1,1438
tremor,1438
observe,1437
search,1437
[UNTRANSLATED] disculpar,1437
[UNTRANSLATED] mace,1437
pavilion,1437
picturesque / quaint,1437
[UNTRANSLATED] planilla,1437
romance,1437
[UNTRANSLATED] ráfaga,1437
activity,1436
[UNTRANSLATED] convincente,1436
care,1436
[UNTRANSLATED] eguiagaray,1436
student / graduate student / learner,1436
[UNTRANSLATED] infiel,1436
informational / informative,1436
immortal,1436
take / remove,1436
throw,1436
[UNTRANSLATED] atraque,1435
breed / raise,1435
[UNTRANSLATED] drogadicto,1435
to have (aux.)/there is,1435
interrelationship / interrelation,1435
[UNTRANSLATED] niko,1435
pay / go,1435
[UNTRANSLATED] shang,1435
suburb,1435
pull / remove / take,1435
[UNTRANSLATED] apetecer,1434
blog,1434
molecule,1434
[UNTRANSLATED] reservación,1434
[UNTRANSLATED] steve,1434
access / fit,1433
[UNTRANSLATED] apoderar,1433
arrange / fix,1433
[UNTRANSLATED] conversador,1433
[UNTRANSLATED] devorador,1433
equip / instrument,1433
liquefy,1433
less,1433
offence,1433
[UNTRANSLATED] parate,1433
reflect,1433
relax,1433
climb / increase / go,1433
tower / rook / oil rig,1433
use / utilise,1433
broth,1432
confusion / turmoil,1432
condor,1432
forward / send,1432
riding / horse riding / equitation,1432
[UNTRANSLATED] inexpugnable,1432
erect / raise,1432
[UNTRANSLATED] lglesia,1432
[UNTRANSLATED] ligadura,1432
[UNTRANSLATED] matador,1432
ask / call / request,1432
[UNTRANSLATED] wall,1432
access / acquiesce,1431
[UNTRANSLATED] predilecto,1431
[UNTRANSLATED] rafaela,1431
accompany,1430
[UNTRANSLATED] amiguito,1430
weary / tire,1430
convert / turn,1430
preclude / prevent,1430
imperial,1430
[UNTRANSLATED] incidir,1430
[UNTRANSLATED] mohamed,1430
move / shift,1430
[UNTRANSLATED] máxime,1430
betray,1430
baton,1429
[UNTRANSLATED] c,1429
[UNTRANSLATED] chalán,1429
to say/tell,1429
explorer / navigator,1429
allow / permit,1429
surprise,1429
move,1429
close / lock / shut,1428
fertilisation,1428
[UNTRANSLATED] inca,1428
invite,1428
[UNTRANSLATED] ion,1428
irreducible,1428
legion,1428
[UNTRANSLATED] pakistaní,1428
[UNTRANSLATED] quick,1428
raúl,1428
reflect,1428
springsteen,1428
use / utilise,1428
advance,1427
beautiful,1427
kid,1427
[UNTRANSLATED] excursionista,1427
rare,1427
pray,1427
[UNTRANSLATED] segun,1427
[UNTRANSLATED] westen,1427
[UNTRANSLATED] bernstein,1426
[UNTRANSLATED] descifrar,1426
[UNTRANSLATED] lamentación,1426
[UNTRANSLATED] melinda,1426
[UNTRANSLATED] mets,1426
[UNTRANSLATED] sas,1426
work / toil,1426
accept,1425
[UNTRANSLATED] cady,1425
dispel,1425
[UNTRANSLATED] escollo,1425
intuition,1425
journey / career,1424
abnormality,1424
against,1424
chair,1424
[UNTRANSLATED] despeje,1424
hide,1424
[UNTRANSLATED] hacian,1424
abuse,1424
fine,1424
originate,1424
[UNTRANSLATED] peach,1424
piece,1424
beach,1424
require,1424
reject,1424
to have/possess,1424
college / university,1424
[UNTRANSLATED] aventurar,1423
sulphur / sulfur / brimstone,1423
delicious / delightful,1423
[UNTRANSLATED] golondrina,1423
[UNTRANSLATED] ivanovich,1423
maine,1423
referent,1423
[UNTRANSLATED] sands,1423
[UNTRANSLATED] t,1423
[UNTRANSLATED] family,1422
date,1422
taxation,1422
cast / launch / sling,1422
[UNTRANSLATED] munch,1422
oligarchy,1422
stepfather,1422
ask,1422
intend / pretend,1422
reservation / reserve / oil reserve,1422
restore,1422
go / be / come,1422
[UNTRANSLATED] silvana,1422
tend,1422
automatic,1421
environmentalist,1421
physiological,1421
function / operate / run,1421
megaphone,1421
put / dip,1421
carry,1421
actual / real / royal,1421
pull / remove / take,1421
[UNTRANSLATED] zack,1421
aristocrat,1420
[UNTRANSLATED] bridge,1420
declare / state,1420
[UNTRANSLATED] depués,1420
understanding,1420
fertile,1420
indian,1420
retain,1420
look / watch / keep,1420
accept,1419
lack,1419
[UNTRANSLATED] ceca,1419
cardigan / jacket,1419
dracula,1419
[UNTRANSLATED] efraín,1419
japanese,1419
pencil,1419
mark / score,1419
adjective,1418
bend,1418
facial,1418
[UNTRANSLATED] patear,1418
[UNTRANSLATED] suite,1418
throw,1418
[UNTRANSLATED] cartagena,1417
to say/tell,1417
sporting / sportive,1417
distinguish,1417
to give,1417
train / coach,1417
[UNTRANSLATED] equivocar,1417
filter / leak / leach,1417
inaugurate,1417
joel,1417
[UNTRANSLATED] kenneth,1417
[UNTRANSLATED] neha,1417
forget,1417
adapt / suit,1416
anchor,1416
[UNTRANSLATED] derrumbar,1416
district,1416
dominate,1416
educator / educating,1416
[UNTRANSLATED] guayaquil,1416
investor,1416
[UNTRANSLATED] kree,1416
[UNTRANSLATED] michele,1416
die,1416
suffer,1416
[UNTRANSLATED] parlament,1416
renounce,1416
work / toil,1416
[UNTRANSLATED] artilugio,1415
change / capsize / switch,1415
[UNTRANSLATED] hurtadillas,1415
3rd,1415
literally,1415
[UNTRANSLATED] servicial,1415
walk,1414
[UNTRANSLATED] apresurar,1414
waist / middle,1414
bend,1414
[UNTRANSLATED] hamlet,1414
[UNTRANSLATED] hipotecario,1414
[UNTRANSLATED] reinhardt,1414
[UNTRANSLATED] rupaul,1414
agree / remember / remind,1413
blind,1413
begin / commence,1413
[UNTRANSLATED] follar,1413
[UNTRANSLATED] inserto,1413
exchange,1413
forget,1413
resist,1413
sufficient,1413
[UNTRANSLATED] c,1413
take,1412
sock,1412
proof,1412
unemployed,1412
[UNTRANSLATED] hancock,1412
propulsion,1412
rich / wealthy / affluent,1412
sardine,1412
[UNTRANSLATED] besar,1411
[UNTRANSLATED] cascarón,1411
[UNTRANSLATED] delaney,1411
honest,1411
[UNTRANSLATED] informacion,1411
erect / raise,1411
kill,1411
[UNTRANSLATED] ski,1411
drama / theatre,1411
[UNTRANSLATED] gestapo,1410
[UNTRANSLATED] gm,1410
[UNTRANSLATED] hijito,1410
incur,1410
engineer,1410
immediateness / immediacy,1410
investment,1410
[UNTRANSLATED] poblado,1410
coincide,1409
take,1409
interview,1409
wrapping,1409
fire,1409
interest,1409
careful,1409
saying,1409
[UNTRANSLATED] thyssen,1409
reassure,1409
[UNTRANSLATED] devin,1408
amuse,1408
enigmatic,1408
[UNTRANSLATED] mons,1408
[UNTRANSLATED] peinado,1408
heavily,1408
approximate,1407
[UNTRANSLATED] bigfoot,1407
rope / string,1407
infirmary,1407
exterminate,1407
frank / candid / franco,1407
ordinary,1407
prove / taste / test,1407
solve,1407
calm / quiet,1407
arrest,1406
colloquium,1406
conceive,1406
[UNTRANSLATED] eagles,1406
propeller,1406
daughter-in-law,1406
parker,1406
william,1406
[UNTRANSLATED] capitalino,1405
[UNTRANSLATED] cook,1405
[UNTRANSLATED] desánimo,1405
[UNTRANSLATED] gonzalo,1405
levy,1405
martial,1405
stone / moonstone,1405
[UNTRANSLATED] pregonero,1405
[UNTRANSLATED] venida,1405
concretise,1404
sew,1404
digital,1404
be,1404
[UNTRANSLATED] heights,1404
interpersonal,1404
memorise,1404
need,1404
rival,1404
[UNTRANSLATED] censor,1403
feign / fake / pretend,1403
to do/make,1403
[UNTRANSLATED] perpetrador,1403
plan / mastermind,1403
punctuality,1403
[UNTRANSLATED] ati,1402
advance,1402
discover / find / unveil,1402
sign,1402
[UNTRANSLATED] jenaro,1402
put / step,1402
[UNTRANSLATED] rosaura,1402
[UNTRANSLATED] tecnicamente,1402
transform,1402
wright,1402
base,1401
[UNTRANSLATED] chacho,1401
[UNTRANSLATED] coleman,1401
sleep,1401
generate,1401
[UNTRANSLATED] madariaga,1401
reasonable,1401
green / unripe,1401
help / do,1400
[UNTRANSLATED] brie,1400
vulture,1400
cause / inflict,1400
excite,1400
predominantly,1400
professional,1400
authority,1399
prank / jest,1399
listen,1399
avoid / avert,1399
[UNTRANSLATED] geógrafo,1399
pleasure / placer,1399
saturday,1399
be / come,1399
[UNTRANSLATED] cafe,1398
comment,1398
[UNTRANSLATED] culo,1398
estévez,1398
hormone,1398
[UNTRANSLATED] maleducado,1398
look / glance / watch,1398
participate / take,1398
[UNTRANSLATED] patear,1398
part / separate,1398
be / cost,1398
[UNTRANSLATED] when,1398
achieve / get / manage,1397
show / peep,1397
[UNTRANSLATED] escupir,1397
high school / institute,1397
[UNTRANSLATED] killua,1397
[UNTRANSLATED] marginal,1397
plantation,1397
reconstruct / rebuild,1397
refraction,1397
shy,1397
hesitate,1397
[UNTRANSLATED] ambo,1396
subject,1396
[UNTRANSLATED] bayo,1396
[UNTRANSLATED] crimea,1396
costume / disguise,1396
distortion,1396
explain,1396
to do/make,1396
[UNTRANSLATED] intachable,1396
[UNTRANSLATED] lark,1396
far,1396
[UNTRANSLATED] mudéjar,1396
nebula,1396
[UNTRANSLATED] paramédico,1396
steal,1396
[UNTRANSLATED] ropero,1396
requiem,1396
umbilical,1396
take,1395
dividend,1395
intelligence,1395
earthenware,1395
prove / taste / test,1395
[UNTRANSLATED] riva,1395
[UNTRANSLATED] schuster,1395
firefighter / fireman / firewoman,1394
[UNTRANSLATED] carly,1394
[UNTRANSLATED] cleaver,1394
news,1394
ninth,1394
recycling,1394
[UNTRANSLATED] talentoso,1394
win / overcome,1394
volcanic,1394
[UNTRANSLATED] agha,1393
comment,1393
buy,1393
cordial / neighbourly,1393
commission,1393
anger,1393
[UNTRANSLATED] knight,1393
lead,1393
take / mediate,1393
salgado,1393
[UNTRANSLATED] secretar,1393
cut,1393
live,1393
ancestor,1392
procurement,1392
avidity,1392
bonus,1392
mane / scalp / hair,1392
[UNTRANSLATED] callar,1392
display / show,1392
pickle,1392
[UNTRANSLATED] ps,1392
reasoning,1392
shelter,1392
tangible,1392
[UNTRANSLATED] topar,1392
carriage,1391
entire / whole / integer,1391
[UNTRANSLATED] irremediablemente,1391
[UNTRANSLATED] meditar,1391
[UNTRANSLATED] petén,1391
pose / state,1391
[UNTRANSLATED] quejar,1391
enclosure,1391
[UNTRANSLATED] terrateniente,1391
transmitter / transmissive,1391
deal / treat,1391
drown,1390
[UNTRANSLATED] airways,1390
archangel,1390
[UNTRANSLATED] besar,1390
cross / intersect,1390
execute,1390
[UNTRANSLATED] exmujer,1390
rid,1390
[UNTRANSLATED] range,1390
respective,1390
restrict,1390
finish / end,1390
bond,1390
accompany,1389
lively / animated / animate,1389
[UNTRANSLATED] bellaco,1389
[UNTRANSLATED] borrell,1389
disappear / vanish,1389
inequality,1389
extend / spread / stretch,1389
operate,1389
[UNTRANSLATED] paulino,1389
peruvian,1389
look / be / remain,1389
[UNTRANSLATED] reynold,1389
serve,1389
take,1389
nail / toenail,1389
[UNTRANSLATED] yqué,1389
contraction,1388
[UNTRANSLATED] empeñar,1388
interrogate,1388
bridegroom / groom / bride,1388
charge card / card,1388
[UNTRANSLATED] agos,1387
receiver / auricular,1387
autonomy / range,1387
[UNTRANSLATED] bennet,1387
disappear / vanish,1387
discharge / shock / download,1387
graduate,1387
explain,1387
guide,1387
[UNTRANSLATED] mondrian,1387
obey,1387
paradox,1387
think,1387
powerfully,1387
chair,1387
pronounce,1387
[UNTRANSLATED] reposar,1387
[UNTRANSLATED] vacuno,1387
look / search / seek,1386
concentration,1386
[UNTRANSLATED] heteros,1386
stroll,1386
deepening,1386
return,1386
take / see / come,1386
[UNTRANSLATED] ángelo,1386
go / assist,1385
kangaroo,1385
[UNTRANSLATED] cartilla,1385
[UNTRANSLATED] dí,1385
fit,1385
amendment,1385
expire,1385
genealogical,1385
[UNTRANSLATED] honey,1385
identity / web identity,1385
infiltrate,1385
remit,1385
anchovy,1384
infect,1384
change / capsize / switch,1384
dwarf,1384
eradicate,1384
stability,1384
hegemonic,1384
[UNTRANSLATED] joon,1384
[UNTRANSLATED] regalía,1384
substitute,1384
[UNTRANSLATED] atrever,1383
balance,1383
climate,1383
consistently,1383
digestion,1383
enjoy,1383
indicate,1383
play,1383
palestinian,1383
to know (a fact),1383
[UNTRANSLATED] clint,1382
delete / eliminate,1382
[UNTRANSLATED] emborrachar,1382
ask / call / request,1382
save / spare,1381
even,1381
[UNTRANSLATED] call,1381
coronary,1381
establish,1381
[UNTRANSLATED] mahmoud,1381
bear,1381
rescue,1381
[UNTRANSLATED] sintomático,1381
[UNTRANSLATED] tyr,1381
[UNTRANSLATED] walt,1381
congenital,1380
constitute,1380
contain,1380
epileptic,1380
inaugurate,1380
bay / laurel,1380
[UNTRANSLATED] lic,1380
magnetic,1380
[UNTRANSLATED] marina,1380
osier,1380
operate,1380
[UNTRANSLATED] podrias,1380
[UNTRANSLATED] serge,1380
[UNTRANSLATED] acercar,1379
[UNTRANSLATED] ae,1379
[UNTRANSLATED] benítez,1379
cardiovascular,1379
erika,1379
[UNTRANSLATED] ildefonso,1379
practice / practise,1379
sardine,1379
fear / dread,1379
[UNTRANSLATED] acercar,1378
knight / cavalier,1378
[UNTRANSLATED] constantina,1378
charming / lovable,1378
amendment,1378
eternity,1378
inspire,1378
gain / obtain,1378
hairdresser,1378
[UNTRANSLATED] poquito,1378
reverse / setback,1378
accept,1377
seaweed / alga,1377
[UNTRANSLATED] bye,1377
spirituality,1377
galleon,1377
travel / visit,1377
cloth,1377
abuse / misuse,1376
aerial,1376
look / search / seek,1376
emphasize,1376
[UNTRANSLATED] from,1376
[UNTRANSLATED] mcgarrett,1376
press release / grade / note,1376
think,1376
[UNTRANSLATED] porqueria,1376
cliff,1375
felicitous / suitable / adequate,1375
conformism,1375
consecration,1375
colic,1375
digit,1375
cry / shout,1375
horrifying / ghastly,1375
[UNTRANSLATED] maureen,1375
[UNTRANSLATED] sayonara,1375
trap,1374
cisneros,1374
[UNTRANSLATED] colin,1374
[UNTRANSLATED] emmet,1374
[UNTRANSLATED] enamorar,1374
starry,1374
excitation,1374
festivity,1374
[UNTRANSLATED] gordon,1374
terracing,1374
key / stranglehold,1374
perfect,1374
prince,1374
be / suffer,1374
[UNTRANSLATED] tyson,1374
[UNTRANSLATED] b,1373
bulletin,1373
[UNTRANSLATED] cierva,1373
[UNTRANSLATED] cuchitril,1373
mellow / sweet,1373
last,1373
[UNTRANSLATED] garrapata,1373
insist,1373
play,1373
hate,1373
abandon / quit,1372
yellow,1372
hitchhiking,1372
cardiac,1372
complicate,1372
fertile,1372
[UNTRANSLATED] hacés,1372
tool,1372
[UNTRANSLATED] ilustrado,1372
abuse,1372
light / lightweight,1372
[UNTRANSLATED] noto,1372
hear,1372
recall / withdraw / remove,1372
christian,1371
fraud,1371
frighten / scare,1370
slug,1370
[UNTRANSLATED] controlado,1370
crane,1370
ice cream / freezing / frosted,1370
concrete,1370
obviously,1370
[UNTRANSLATED] sustentar,1370
accuse,1369
[UNTRANSLATED] averiguar,1369
good/well,1369
criticise / critique,1369
cut / hack,1369
exist,1369
[UNTRANSLATED] hiriente,1369
historical / historic,1369
[UNTRANSLATED] ichabod,1369
interest,1369
[UNTRANSLATED] jackman,1369
repel,1369
